Start usl/plainnet experiments on stl10 at l5 with {'e_lr': 0.001, 'd_lr': 0.0005, 'hs_lr': 0.001, 'lambda1': 0.04, 'lambda2': 1e-05, 'flip_rate': 0.4, 'e_dis_lr': 4e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.9004, e_total_loss: 2.3412, e_dis_loss: 1.0056, d_total_loss: 0.0512, d_dis_loss: 1.4792, attack_loss: 0.0992, label_acc: 0.1713
[199]: fg_loss: 1.7085, e_total_loss: 2.3341, e_dis_loss: 0.7550, d_total_loss: 0.0492, d_dis_loss: 1.4360, attack_loss: 0.0746, label_acc: 0.2059
[299]: fg_loss: 1.6571, e_total_loss: 2.2844, e_dis_loss: 0.6065, d_total_loss: 0.0424, d_dis_loss: 1.4437, attack_loss: 0.0656, label_acc: 0.2378
[399]: fg_loss: 1.6123, e_total_loss: 2.3182, e_dis_loss: 0.4166, d_total_loss: 0.0499, d_dis_loss: 1.3726, attack_loss: 0.0599, label_acc: 0.2475
[499]: fg_loss: 1.5591, e_total_loss: 2.3294, e_dis_loss: 0.2788, d_total_loss: 0.0454, d_dis_loss: 1.3433, attack_loss: 0.0577, label_acc: 0.2619
[599]: fg_loss: 1.5335, e_total_loss: 2.3096, e_dis_loss: 0.3529, d_total_loss: 0.0467, d_dis_loss: 1.3984, attack_loss: 0.0612, label_acc: 0.2375
[699]: fg_loss: 1.4783, e_total_loss: 2.2864, e_dis_loss: 0.4969, d_total_loss: 0.0461, d_dis_loss: 1.4272, attack_loss: 0.0652, label_acc: 0.3312
[799]: fg_loss: 1.4639, e_total_loss: 2.3360, e_dis_loss: 0.2127, d_total_loss: 0.0491, d_dis_loss: 1.3962, attack_loss: 0.0632, label_acc: 0.3459
[899]: fg_loss: 1.3575, e_total_loss: 2.3257, e_dis_loss: 0.2832, d_total_loss: 0.0463, d_dis_loss: 1.4413, attack_loss: 0.0613, label_acc: 0.3578
[999]: fg_loss: 1.3435, e_total_loss: 2.3066, e_dis_loss: 0.3654, d_total_loss: 0.0511, d_dis_loss: 1.4280, attack_loss: 0.0571, label_acc: 0.3528
[1099]: fg_loss: 1.2516, e_total_loss: 2.2762, e_dis_loss: 0.3836, d_total_loss: 0.0528, d_dis_loss: 1.4534, attack_loss: 0.0574, label_acc: 0.4088
[1199]: fg_loss: 1.2689, e_total_loss: 2.3129, e_dis_loss: 0.5145, d_total_loss: 0.0475, d_dis_loss: 1.4376, attack_loss: 0.0522, label_acc: 0.4509
[1299]: fg_loss: 1.1998, e_total_loss: 2.2693, e_dis_loss: 0.3976, d_total_loss: 0.0480, d_dis_loss: 1.4288, attack_loss: 0.0519, label_acc: 0.4637
[1399]: fg_loss: 1.2098, e_total_loss: 2.2408, e_dis_loss: 0.4221, d_total_loss: 0.0436, d_dis_loss: 1.4121, attack_loss: 0.0547, label_acc: 0.4919
[1499]: fg_loss: 1.1343, e_total_loss: 2.2435, e_dis_loss: 0.3754, d_total_loss: 0.0426, d_dis_loss: 1.4185, attack_loss: 0.0528, label_acc: 0.5053
[1599]: fg_loss: 1.1462, e_total_loss: 2.2538, e_dis_loss: 0.5497, d_total_loss: 0.0445, d_dis_loss: 1.4117, attack_loss: 0.0548, label_acc: 0.5088
[1699]: fg_loss: 1.0950, e_total_loss: 2.2245, e_dis_loss: 0.4487, d_total_loss: 0.0464, d_dis_loss: 1.4702, attack_loss: 0.0531, label_acc: 0.5353
[1799]: fg_loss: 1.0964, e_total_loss: 2.2154, e_dis_loss: 0.4822, d_total_loss: 0.0442, d_dis_loss: 1.4584, attack_loss: 0.0513, label_acc: 0.5409
[1899]: fg_loss: 1.0475, e_total_loss: 2.2176, e_dis_loss: 0.5859, d_total_loss: 0.0436, d_dis_loss: 1.4610, attack_loss: 0.0534, label_acc: 0.5481
[1999]: fg_loss: 1.0379, e_total_loss: 2.1937, e_dis_loss: 0.6682, d_total_loss: 0.0432, d_dis_loss: 1.4569, attack_loss: 0.0489, label_acc: 0.5497
[2099]: fg_loss: 1.0232, e_total_loss: 2.2256, e_dis_loss: 0.5124, d_total_loss: 0.0439, d_dis_loss: 1.4472, attack_loss: 0.0511, label_acc: 0.5525
[2199]: fg_loss: 0.9841, e_total_loss: 2.1600, e_dis_loss: 0.4276, d_total_loss: 0.0397, d_dis_loss: 1.4871, attack_loss: 0.0480, label_acc: 0.5650
[2299]: fg_loss: 0.9799, e_total_loss: 2.1455, e_dis_loss: 0.5060, d_total_loss: 0.0364, d_dis_loss: 1.4664, attack_loss: 0.0508, label_acc: 0.5978
[2399]: fg_loss: 0.9407, e_total_loss: 2.1493, e_dis_loss: 0.3775, d_total_loss: 0.0375, d_dis_loss: 1.4632, attack_loss: 0.0484, label_acc: 0.5863
[2499]: fg_loss: 0.9431, e_total_loss: 2.1498, e_dis_loss: 0.4051, d_total_loss: 0.0424, d_dis_loss: 1.4824, attack_loss: 0.0501, label_acc: 0.5753
[2599]: fg_loss: 0.9272, e_total_loss: 2.1963, e_dis_loss: 0.4452, d_total_loss: 0.0437, d_dis_loss: 1.4650, attack_loss: 0.0471, label_acc: 0.6153
[2699]: fg_loss: 0.9100, e_total_loss: 2.1970, e_dis_loss: 0.3702, d_total_loss: 0.0400, d_dis_loss: 1.4674, attack_loss: 0.0494, label_acc: 0.6122
