Start usl/plainnet experiments on stl10 at l4 with {'e_lr': 0.001, 'd_lr': 0.0005, 'hs_lr': 0.001, 'lambda1': 0.04, 'lambda2': 1e-05, 'flip_rate': 0.4, 'e_dis_lr': 4e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.8547, e_total_loss: 2.3817, e_dis_loss: 0.9210, d_total_loss: 0.0505, d_dis_loss: 1.5282, attack_loss: 0.1001, label_acc: 0.0972
[199]: fg_loss: 1.6643, e_total_loss: 2.3693, e_dis_loss: 0.7450, d_total_loss: 0.0411, d_dis_loss: 1.5327, attack_loss: 0.0963, label_acc: 0.1350
[299]: fg_loss: 1.6221, e_total_loss: 2.3180, e_dis_loss: 0.8929, d_total_loss: 0.0434, d_dis_loss: 1.5053, attack_loss: 0.0677, label_acc: 0.2125
[399]: fg_loss: 1.5735, e_total_loss: 2.3114, e_dis_loss: 0.7394, d_total_loss: 0.0493, d_dis_loss: 1.4839, attack_loss: 0.0622, label_acc: 0.2559
[499]: fg_loss: 1.5215, e_total_loss: 2.3198, e_dis_loss: 0.4933, d_total_loss: 0.0335, d_dis_loss: 1.4735, attack_loss: 0.0608, label_acc: 0.2284
[599]: fg_loss: 1.5016, e_total_loss: 2.3188, e_dis_loss: 0.3908, d_total_loss: 0.0415, d_dis_loss: 1.5015, attack_loss: 0.0737, label_acc: 0.2456
[699]: fg_loss: 1.4134, e_total_loss: 2.3072, e_dis_loss: 0.3070, d_total_loss: 0.0422, d_dis_loss: 1.4835, attack_loss: 0.0662, label_acc: 0.2888
[799]: fg_loss: 1.3836, e_total_loss: 2.2741, e_dis_loss: 0.3695, d_total_loss: 0.0407, d_dis_loss: 1.4770, attack_loss: 0.0578, label_acc: 0.3466
[899]: fg_loss: 1.3012, e_total_loss: 2.3232, e_dis_loss: 0.2909, d_total_loss: 0.0499, d_dis_loss: 1.4749, attack_loss: 0.0543, label_acc: 0.3991
[999]: fg_loss: 1.2911, e_total_loss: 2.2448, e_dis_loss: 0.3299, d_total_loss: 0.0423, d_dis_loss: 1.4720, attack_loss: 0.0538, label_acc: 0.3850
[1099]: fg_loss: 1.2142, e_total_loss: 2.3069, e_dis_loss: 0.3224, d_total_loss: 0.0385, d_dis_loss: 1.4528, attack_loss: 0.0516, label_acc: 0.4150
[1199]: fg_loss: 1.2599, e_total_loss: 2.2819, e_dis_loss: 0.2697, d_total_loss: 0.0443, d_dis_loss: 1.4666, attack_loss: 0.0533, label_acc: 0.4469
[1299]: fg_loss: 1.1658, e_total_loss: 2.2158, e_dis_loss: 0.2066, d_total_loss: 0.0457, d_dis_loss: 1.4767, attack_loss: 0.0494, label_acc: 0.4772
[1399]: fg_loss: 1.1638, e_total_loss: 2.2375, e_dis_loss: 0.2295, d_total_loss: 0.0433, d_dis_loss: 1.4769, attack_loss: 0.0480, label_acc: 0.4928
[1499]: fg_loss: 1.1271, e_total_loss: 2.2171, e_dis_loss: 0.2038, d_total_loss: 0.0447, d_dis_loss: 1.4862, attack_loss: 0.0495, label_acc: 0.5097
[1599]: fg_loss: 1.1227, e_total_loss: 2.2407, e_dis_loss: 0.3137, d_total_loss: 0.0449, d_dis_loss: 1.4777, attack_loss: 0.0506, label_acc: 0.5041
[1699]: fg_loss: 1.0606, e_total_loss: 2.2649, e_dis_loss: 0.2144, d_total_loss: 0.0465, d_dis_loss: 1.4824, attack_loss: 0.0498, label_acc: 0.5447
[1799]: fg_loss: 1.0780, e_total_loss: 2.2575, e_dis_loss: 0.2916, d_total_loss: 0.0443, d_dis_loss: 1.4678, attack_loss: 0.0506, label_acc: 0.5387
