Start usl/resnet experiments on stl10 at l4 with {'e_lr': 0.001, 'd_lr': 0.0005, 'hs_lr': 0.001, 'lambda1': 0.04, 'lambda2': 1e-05, 'flip_rate': 0.2, 'e_dis_lr': 4e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.8580, e_total_loss: 2.5953, e_dis_loss: 0.5369, d_total_loss: 0.0298, d_dis_loss: 1.4832, attack_loss: 0.0882, label_acc: 0.1172
[199]: fg_loss: 1.6505, e_total_loss: 2.3665, e_dis_loss: 0.3114, d_total_loss: 0.0180, d_dis_loss: 1.4644, attack_loss: 0.1041, label_acc: 0.1422
[299]: fg_loss: 1.5796, e_total_loss: 2.3157, e_dis_loss: 0.2987, d_total_loss: 0.0201, d_dis_loss: 1.4547, attack_loss: 0.1298, label_acc: 0.1931
[399]: fg_loss: 1.5024, e_total_loss: 2.2637, e_dis_loss: 0.2368, d_total_loss: 0.0207, d_dis_loss: 1.4447, attack_loss: 0.1058, label_acc: 0.2159
[499]: fg_loss: 1.4419, e_total_loss: 2.2828, e_dis_loss: 0.3131, d_total_loss: 0.0270, d_dis_loss: 1.4402, attack_loss: 0.0807, label_acc: 0.2231
[599]: fg_loss: 1.3856, e_total_loss: 2.2314, e_dis_loss: 0.2819, d_total_loss: 0.0249, d_dis_loss: 1.4445, attack_loss: 0.0799, label_acc: 0.2359
[699]: fg_loss: 1.2938, e_total_loss: 2.1946, e_dis_loss: 0.2171, d_total_loss: 0.0250, d_dis_loss: 1.4407, attack_loss: 0.0528, label_acc: 0.2537
[799]: fg_loss: 1.2722, e_total_loss: 2.2508, e_dis_loss: 0.1327, d_total_loss: 0.0300, d_dis_loss: 1.4398, attack_loss: 0.0602, label_acc: 0.2719
[899]: fg_loss: 1.2017, e_total_loss: 2.3018, e_dis_loss: 0.0810, d_total_loss: 0.0314, d_dis_loss: 1.4225, attack_loss: 0.0561, label_acc: 0.3341
[999]: fg_loss: 1.1844, e_total_loss: 2.1965, e_dis_loss: 0.3848, d_total_loss: 0.0393, d_dis_loss: 1.4356, attack_loss: 0.0581, label_acc: 0.3703
[1099]: fg_loss: 1.1245, e_total_loss: 2.1775, e_dis_loss: 0.2665, d_total_loss: 0.0337, d_dis_loss: 1.4425, attack_loss: 0.0560, label_acc: 0.3663
[1199]: fg_loss: 1.1346, e_total_loss: 2.1439, e_dis_loss: 0.3418, d_total_loss: 0.0279, d_dis_loss: 1.4430, attack_loss: 0.0491, label_acc: 0.4166
[1299]: fg_loss: 1.0862, e_total_loss: 2.0992, e_dis_loss: 0.3243, d_total_loss: 0.0298, d_dis_loss: 1.4420, attack_loss: 0.0542, label_acc: 0.4047
[1399]: fg_loss: 1.0755, e_total_loss: 2.1484, e_dis_loss: 0.2946, d_total_loss: 0.0277, d_dis_loss: 1.4509, attack_loss: 0.0448, label_acc: 0.4353
[1499]: fg_loss: 1.0123, e_total_loss: 2.0849, e_dis_loss: 0.2946, d_total_loss: 0.0247, d_dis_loss: 1.4449, attack_loss: 0.0425, label_acc: 0.4647
[1599]: fg_loss: 1.0204, e_total_loss: 2.0490, e_dis_loss: 0.3212, d_total_loss: 0.0269, d_dis_loss: 1.4407, attack_loss: 0.0402, label_acc: 0.4897
[1699]: fg_loss: 0.9782, e_total_loss: 2.0745, e_dis_loss: 0.2445, d_total_loss: 0.0262, d_dis_loss: 1.4407, attack_loss: 0.0486, label_acc: 0.5059
[1799]: fg_loss: 0.9780, e_total_loss: 2.0379, e_dis_loss: 0.3370, d_total_loss: 0.0309, d_dis_loss: 1.4209, attack_loss: 0.0411, label_acc: 0.5106
[1899]: fg_loss: 0.9314, e_total_loss: 2.0354, e_dis_loss: 0.4025, d_total_loss: 0.0275, d_dis_loss: 1.4398, attack_loss: 0.0402, label_acc: 0.5337
[1999]: fg_loss: 0.9414, e_total_loss: 2.0089, e_dis_loss: 0.3474, d_total_loss: 0.0302, d_dis_loss: 1.4479, attack_loss: 0.0411, label_acc: 0.5431
[2099]: fg_loss: 0.8807, e_total_loss: 2.0240, e_dis_loss: 0.3587, d_total_loss: 0.0278, d_dis_loss: 1.4443, attack_loss: 0.0405, label_acc: 0.5756
