Start usl/resnet experiments on stl10 at l4 with {'e_lr': 0.001, 'd_lr': 0.0005, 'hs_lr': 0.001, 'lambda1': 0.04, 'lambda2': 1e-05, 'flip_rate': 0.2, 'e_dis_lr': 4e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.8851, e_total_loss: 2.4340, e_dis_loss: 0.4816, d_total_loss: 0.0312, d_dis_loss: 1.4978, attack_loss: 0.1018, label_acc: 0.1122
[199]: fg_loss: 1.6610, e_total_loss: 2.3317, e_dis_loss: 0.3003, d_total_loss: 0.0201, d_dis_loss: 1.4657, attack_loss: 0.1238, label_acc: 0.0703
[299]: fg_loss: 1.5425, e_total_loss: 2.3116, e_dis_loss: 0.2535, d_total_loss: 0.0200, d_dis_loss: 1.4981, attack_loss: 0.1340, label_acc: 0.1172
[399]: fg_loss: 1.4434, e_total_loss: 2.3610, e_dis_loss: 0.2383, d_total_loss: 0.0185, d_dis_loss: 1.5020, attack_loss: 0.1360, label_acc: 0.1219
[499]: fg_loss: 1.3480, e_total_loss: 2.3171, e_dis_loss: 0.2030, d_total_loss: 0.0192, d_dis_loss: 1.5551, attack_loss: 0.1379, label_acc: 0.1453
[599]: fg_loss: 1.2888, e_total_loss: 2.3180, e_dis_loss: 0.2387, d_total_loss: 0.0249, d_dis_loss: 1.5223, attack_loss: 0.1243, label_acc: 0.1766
[699]: fg_loss: 1.2233, e_total_loss: 2.3074, e_dis_loss: 0.2456, d_total_loss: 0.0271, d_dis_loss: 1.5073, attack_loss: 0.1123, label_acc: 0.1303
[799]: fg_loss: 1.1976, e_total_loss: 2.2285, e_dis_loss: 0.2209, d_total_loss: 0.0260, d_dis_loss: 1.5062, attack_loss: 0.0950, label_acc: 0.2281
[899]: fg_loss: 1.1452, e_total_loss: 2.1900, e_dis_loss: 0.2801, d_total_loss: 0.0305, d_dis_loss: 1.4735, attack_loss: 0.0744, label_acc: 0.2888
[999]: fg_loss: 1.1338, e_total_loss: 2.1636, e_dis_loss: 0.3364, d_total_loss: 0.0302, d_dis_loss: 1.4356, attack_loss: 0.0812, label_acc: 0.3328
[1099]: fg_loss: 1.0924, e_total_loss: 2.1188, e_dis_loss: 0.3594, d_total_loss: 0.0308, d_dis_loss: 1.5116, attack_loss: 0.0718, label_acc: 0.4144
