Start usl/resnet experiments on stl10 at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'hs_lr': 0.001, 'lambda1': 0.04, 'lambda2': 1e-05, 'flip_rate': 0.2, 'e_dis_lr': 4e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.8319, e_total_loss: 2.3044, e_dis_loss: 0.5071, d_total_loss: 0.0375, d_dis_loss: 1.5893, attack_loss: 0.0911, label_acc: 0.1616
[199]: fg_loss: 1.6302, e_total_loss: 2.2021, e_dis_loss: 0.2807, d_total_loss: 0.0255, d_dis_loss: 1.4395, attack_loss: 0.0714, label_acc: 0.1944
[299]: fg_loss: 1.5218, e_total_loss: 2.2185, e_dis_loss: 0.4623, d_total_loss: 0.0336, d_dis_loss: 1.4857, attack_loss: 0.0596, label_acc: 0.1859
[399]: fg_loss: 1.4459, e_total_loss: 2.1723, e_dis_loss: 0.5495, d_total_loss: 0.0424, d_dis_loss: 1.4813, attack_loss: 0.0536, label_acc: 0.2431
[499]: fg_loss: 1.3508, e_total_loss: 2.1560, e_dis_loss: 0.5115, d_total_loss: 0.0373, d_dis_loss: 1.5141, attack_loss: 0.0485, label_acc: 0.2497
[599]: fg_loss: 1.3087, e_total_loss: 2.1084, e_dis_loss: 0.4550, d_total_loss: 0.0368, d_dis_loss: 1.4591, attack_loss: 0.0522, label_acc: 0.2691
[699]: fg_loss: 1.2165, e_total_loss: 2.1044, e_dis_loss: 0.4792, d_total_loss: 0.0367, d_dis_loss: 1.4740, attack_loss: 0.0537, label_acc: 0.2734
[799]: fg_loss: 1.1949, e_total_loss: 2.1178, e_dis_loss: 0.4337, d_total_loss: 0.0387, d_dis_loss: 1.5035, attack_loss: 0.0505, label_acc: 0.3103
[899]: fg_loss: 1.1318, e_total_loss: 2.0927, e_dis_loss: 0.3022, d_total_loss: 0.0363, d_dis_loss: 1.5161, attack_loss: 0.0495, label_acc: 0.3397
[999]: fg_loss: 1.1069, e_total_loss: 2.0570, e_dis_loss: 0.3623, d_total_loss: 0.0339, d_dis_loss: 1.5107, attack_loss: 0.0468, label_acc: 0.3697
[1099]: fg_loss: 1.0660, e_total_loss: 2.1628, e_dis_loss: 0.3881, d_total_loss: 0.0326, d_dis_loss: 1.5000, attack_loss: 0.0611, label_acc: 0.3969
[1199]: fg_loss: 1.0524, e_total_loss: 2.1138, e_dis_loss: 0.3901, d_total_loss: 0.0332, d_dis_loss: 1.5407, attack_loss: 0.0668, label_acc: 0.3828
[1299]: fg_loss: 1.0109, e_total_loss: 2.1185, e_dis_loss: 0.5341, d_total_loss: 0.0387, d_dis_loss: 1.5202, attack_loss: 0.0588, label_acc: 0.4316
[1399]: fg_loss: 0.9878, e_total_loss: 2.0491, e_dis_loss: 0.6052, d_total_loss: 0.0341, d_dis_loss: 1.4952, attack_loss: 0.0496, label_acc: 0.4566
