Start usl/plainnet experiments on stl10 at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'hs_lr': 0.001, 'lambda1': 0.04, 'lambda2': 1e-05, 'flip_rate': 0.4, 'e_dis_lr': 4e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.9743, e_total_loss: 2.3412, e_dis_loss: 1.0767, d_total_loss: 0.0643, d_dis_loss: 1.4418, attack_loss: 0.0760, label_acc: 0.1478
[199]: fg_loss: 1.7083, e_total_loss: 2.3115, e_dis_loss: 0.5965, d_total_loss: 0.0536, d_dis_loss: 1.4461, attack_loss: 0.0801, label_acc: 0.1666
[299]: fg_loss: 1.6286, e_total_loss: 2.2957, e_dis_loss: 0.3444, d_total_loss: 0.0512, d_dis_loss: 1.4863, attack_loss: 0.0579, label_acc: 0.2166
[399]: fg_loss: 1.5960, e_total_loss: 2.2964, e_dis_loss: 0.3541, d_total_loss: 0.0480, d_dis_loss: 1.5051, attack_loss: 0.0600, label_acc: 0.2656
[499]: fg_loss: 1.5296, e_total_loss: 2.3122, e_dis_loss: 0.2897, d_total_loss: 0.0543, d_dis_loss: 1.4924, attack_loss: 0.0650, label_acc: 0.2725
[599]: fg_loss: 1.5135, e_total_loss: 2.2917, e_dis_loss: 0.3138, d_total_loss: 0.0515, d_dis_loss: 1.4838, attack_loss: 0.0626, label_acc: 0.2819
[699]: fg_loss: 1.4556, e_total_loss: 2.3193, e_dis_loss: 0.3612, d_total_loss: 0.0557, d_dis_loss: 1.4925, attack_loss: 0.0626, label_acc: 0.3197
[799]: fg_loss: 1.4388, e_total_loss: 2.3000, e_dis_loss: 0.3945, d_total_loss: 0.0559, d_dis_loss: 1.4602, attack_loss: 0.0585, label_acc: 0.2972
[899]: fg_loss: 1.3506, e_total_loss: 2.2706, e_dis_loss: 0.3488, d_total_loss: 0.0442, d_dis_loss: 1.4835, attack_loss: 0.0578, label_acc: 0.3466
[999]: fg_loss: 1.3548, e_total_loss: 2.2942, e_dis_loss: 0.4231, d_total_loss: 0.0384, d_dis_loss: 1.5157, attack_loss: 0.0592, label_acc: 0.3416
[1099]: fg_loss: 1.2678, e_total_loss: 2.3086, e_dis_loss: 0.4041, d_total_loss: 0.0430, d_dis_loss: 1.5164, attack_loss: 0.0653, label_acc: 0.3916
[1199]: fg_loss: 1.2628, e_total_loss: 2.2870, e_dis_loss: 0.5702, d_total_loss: 0.0409, d_dis_loss: 1.5066, attack_loss: 0.0573, label_acc: 0.4044
[1299]: fg_loss: 1.2146, e_total_loss: 2.2588, e_dis_loss: 0.6676, d_total_loss: 0.0412, d_dis_loss: 1.5000, attack_loss: 0.0553, label_acc: 0.4369
[1399]: fg_loss: 1.2157, e_total_loss: 2.1951, e_dis_loss: 0.6297, d_total_loss: 0.0431, d_dis_loss: 1.4930, attack_loss: 0.0518, label_acc: 0.4284
[1499]: fg_loss: 1.1445, e_total_loss: 2.2370, e_dis_loss: 0.5733, d_total_loss: 0.0412, d_dis_loss: 1.5104, attack_loss: 0.0527, label_acc: 0.4803
[1599]: fg_loss: 1.1260, e_total_loss: 2.2435, e_dis_loss: 0.5384, d_total_loss: 0.0401, d_dis_loss: 1.5103, attack_loss: 0.0484, label_acc: 0.4988
[1699]: fg_loss: 1.0971, e_total_loss: 2.2312, e_dis_loss: 0.6108, d_total_loss: 0.0442, d_dis_loss: 1.4953, attack_loss: 0.0508, label_acc: 0.5131
[1799]: fg_loss: 1.0901, e_total_loss: 2.1925, e_dis_loss: 0.7001, d_total_loss: 0.0406, d_dis_loss: 1.4976, attack_loss: 0.0486, label_acc: 0.5350
[1899]: fg_loss: 1.0452, e_total_loss: 2.1719, e_dis_loss: 0.8768, d_total_loss: 0.0418, d_dis_loss: 1.4708, attack_loss: 0.0485, label_acc: 0.5516
[1999]: fg_loss: 1.0648, e_total_loss: 2.1897, e_dis_loss: 0.7041, d_total_loss: 0.0412, d_dis_loss: 1.4860, attack_loss: 0.0493, label_acc: 0.5316
[2099]: fg_loss: 1.0149, e_total_loss: 2.2090, e_dis_loss: 0.6831, d_total_loss: 0.0415, d_dis_loss: 1.5078, attack_loss: 0.0491, label_acc: 0.5563
[2199]: fg_loss: 0.9741, e_total_loss: 2.1099, e_dis_loss: 0.7191, d_total_loss: 0.0423, d_dis_loss: 1.4851, attack_loss: 0.0477, label_acc: 0.5813
[2299]: fg_loss: 0.9630, e_total_loss: 2.1190, e_dis_loss: 0.6501, d_total_loss: 0.0385, d_dis_loss: 1.4869, attack_loss: 0.0483, label_acc: 0.6053
[2399]: fg_loss: 0.9446, e_total_loss: 2.1161, e_dis_loss: 0.5878, d_total_loss: 0.0417, d_dis_loss: 1.4711, attack_loss: 0.0467, label_acc: 0.6059
[2499]: fg_loss: 0.9306, e_total_loss: 2.0960, e_dis_loss: 0.7653, d_total_loss: 0.0422, d_dis_loss: 1.4709, attack_loss: 0.0468, label_acc: 0.6009
[2599]: fg_loss: 0.9199, e_total_loss: 2.1093, e_dis_loss: 0.7226, d_total_loss: 0.0415, d_dis_loss: 1.4729, attack_loss: 0.0487, label_acc: 0.6247
[2699]: fg_loss: 0.9046, e_total_loss: 2.1103, e_dis_loss: 0.7542, d_total_loss: 0.0430, d_dis_loss: 1.4536, attack_loss: 0.0466, label_acc: 0.6388
[2799]: fg_loss: 0.8981, e_total_loss: 2.1084, e_dis_loss: 0.6768, d_total_loss: 0.0400, d_dis_loss: 1.4632, attack_loss: 0.0447, label_acc: 0.6338
[2899]: fg_loss: 0.8484, e_total_loss: 2.1217, e_dis_loss: 0.7723, d_total_loss: 0.0399, d_dis_loss: 1.4707, attack_loss: 0.0457, label_acc: 0.6488
[2999]: fg_loss: 0.8595, e_total_loss: 2.1202, e_dis_loss: 0.7584, d_total_loss: 0.0404, d_dis_loss: 1.4463, attack_loss: 0.0492, label_acc: 0.6450
[3099]: fg_loss: 0.7887, e_total_loss: 2.1461, e_dis_loss: 0.7104, d_total_loss: 0.0395, d_dis_loss: 1.4458, attack_loss: 0.0461, label_acc: 0.6806
[3199]: fg_loss: 0.7961, e_total_loss: 2.0856, e_dis_loss: 0.7332, d_total_loss: 0.0382, d_dis_loss: 1.4563, attack_loss: 0.0473, label_acc: 0.6791
[3299]: fg_loss: 0.7563, e_total_loss: 2.0661, e_dis_loss: 0.7729, d_total_loss: 0.0371, d_dis_loss: 1.4588, attack_loss: 0.0518, label_acc: 0.6787
[3399]: fg_loss: 0.7912, e_total_loss: 2.0903, e_dis_loss: 0.7276, d_total_loss: 0.0368, d_dis_loss: 1.4678, attack_loss: 0.0467, label_acc: 0.6606
[3499]: fg_loss: 0.7279, e_total_loss: 2.0595, e_dis_loss: 0.7138, d_total_loss: 0.0371, d_dis_loss: 1.4258, attack_loss: 0.0479, label_acc: 0.6847
[3599]: fg_loss: 0.6880, e_total_loss: 2.1064, e_dis_loss: 0.6500, d_total_loss: 0.0397, d_dis_loss: 1.4684, attack_loss: 0.0463, label_acc: 0.7113
[3699]: fg_loss: 0.7167, e_total_loss: 2.0755, e_dis_loss: 0.6979, d_total_loss: 0.0391, d_dis_loss: 1.4415, attack_loss: 0.0459, label_acc: 0.7053
[3799]: fg_loss: 0.6779, e_total_loss: 2.0414, e_dis_loss: 0.8227, d_total_loss: 0.0357, d_dis_loss: 1.4580, attack_loss: 0.0449, label_acc: 0.7078
