Start usl/resnet experiments on stl10 at l6 with {'e_lr': 0.001, 'd_lr': 0.0005, 'hs_lr': 0.001, 'lambda1': 0.04, 'lambda2': 1e-05, 'flip_rate': 0.2, 'e_dis_lr': 4e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.8718, e_total_loss: 2.4891, e_dis_loss: 0.5301, d_total_loss: 0.0324, d_dis_loss: 1.4971, attack_loss: 0.1027, label_acc: 0.1047
[199]: fg_loss: 1.5712, e_total_loss: 2.3087, e_dis_loss: 0.5010, d_total_loss: 0.0307, d_dis_loss: 1.4999, attack_loss: 0.0863, label_acc: 0.1059
[299]: fg_loss: 1.4272, e_total_loss: 2.2365, e_dis_loss: 0.4765, d_total_loss: 0.0375, d_dis_loss: 1.4872, attack_loss: 0.0855, label_acc: 0.1009
[399]: fg_loss: 1.3701, e_total_loss: 2.1720, e_dis_loss: 0.5778, d_total_loss: 0.0348, d_dis_loss: 1.4436, attack_loss: 0.0629, label_acc: 0.1766
[499]: fg_loss: 1.2846, e_total_loss: 2.1585, e_dis_loss: 0.9241, d_total_loss: 0.0410, d_dis_loss: 1.4327, attack_loss: 0.0653, label_acc: 0.2672
[599]: fg_loss: 1.2465, e_total_loss: 2.1132, e_dis_loss: 0.8241, d_total_loss: 0.0440, d_dis_loss: 1.4491, attack_loss: 0.0577, label_acc: 0.2559
[699]: fg_loss: 1.1662, e_total_loss: 2.1143, e_dis_loss: 0.7611, d_total_loss: 0.0449, d_dis_loss: 1.4191, attack_loss: 0.0561, label_acc: 0.3228
[799]: fg_loss: 1.1617, e_total_loss: 2.0652, e_dis_loss: 0.7522, d_total_loss: 0.0429, d_dis_loss: 1.4178, attack_loss: 0.0554, label_acc: 0.3175
[899]: fg_loss: 1.0797, e_total_loss: 2.0504, e_dis_loss: 0.8231, d_total_loss: 0.0401, d_dis_loss: 1.4292, attack_loss: 0.0514, label_acc: 0.3959
[999]: fg_loss: 1.0860, e_total_loss: 2.0222, e_dis_loss: 0.7484, d_total_loss: 0.0367, d_dis_loss: 1.4651, attack_loss: 0.0499, label_acc: 0.4037
[1099]: fg_loss: 1.0210, e_total_loss: 1.9781, e_dis_loss: 0.8280, d_total_loss: 0.0368, d_dis_loss: 1.4416, attack_loss: 0.0464, label_acc: 0.4863
[1199]: fg_loss: 1.0488, e_total_loss: 1.9219, e_dis_loss: 0.6561, d_total_loss: 0.0349, d_dis_loss: 1.4561, attack_loss: 0.0460, label_acc: 0.4391
[1299]: fg_loss: 0.9716, e_total_loss: 1.9037, e_dis_loss: 0.6641, d_total_loss: 0.0344, d_dis_loss: 1.4635, attack_loss: 0.0462, label_acc: 0.4853
[1399]: fg_loss: 0.9778, e_total_loss: 1.9105, e_dis_loss: 0.7052, d_total_loss: 0.0318, d_dis_loss: 1.4666, attack_loss: 0.0416, label_acc: 0.4988
[1499]: fg_loss: 0.8904, e_total_loss: 1.8965, e_dis_loss: 0.7962, d_total_loss: 0.0343, d_dis_loss: 1.5142, attack_loss: 0.0431, label_acc: 0.5509
[1599]: fg_loss: 0.9421, e_total_loss: 1.9430, e_dis_loss: 0.6850, d_total_loss: 0.0293, d_dis_loss: 1.5050, attack_loss: 0.0431, label_acc: 0.5228
[1699]: fg_loss: 0.8337, e_total_loss: 1.8872, e_dis_loss: 0.5747, d_total_loss: 0.0294, d_dis_loss: 1.4760, attack_loss: 0.0438, label_acc: 0.5978
[1799]: fg_loss: 0.8532, e_total_loss: 1.8941, e_dis_loss: 0.5606, d_total_loss: 0.0319, d_dis_loss: 1.4640, attack_loss: 0.0399, label_acc: 0.5962
[1899]: fg_loss: 0.7902, e_total_loss: 1.8941, e_dis_loss: 0.4902, d_total_loss: 0.0302, d_dis_loss: 1.4828, attack_loss: 0.0415, label_acc: 0.5978
[1999]: fg_loss: 0.7788, e_total_loss: 1.9164, e_dis_loss: 0.5567, d_total_loss: 0.0288, d_dis_loss: 1.4889, attack_loss: 0.0410, label_acc: 0.5869
