Start usl/plainnet experiments on stl10 at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'hs_lr': 0.001, 'lambda1': 0.04, 'lambda2': 1e-05, 'flip_rate': 0.4, 'e_dis_lr': 4e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.9079, e_total_loss: 2.3951, e_dis_loss: 0.8759, d_total_loss: 0.0598, d_dis_loss: 1.5462, attack_loss: 0.0794, label_acc: 0.0700
[199]: fg_loss: 1.6870, e_total_loss: 2.3674, e_dis_loss: 0.4899, d_total_loss: 0.0590, d_dis_loss: 1.5466, attack_loss: 0.0811, label_acc: 0.0369
[299]: fg_loss: 1.6040, e_total_loss: 2.3732, e_dis_loss: 0.1670, d_total_loss: 0.0616, d_dis_loss: 1.5930, attack_loss: 0.0865, label_acc: 0.0159
[399]: fg_loss: 1.5619, e_total_loss: 2.3456, e_dis_loss: 0.2872, d_total_loss: 0.0560, d_dis_loss: 1.5730, attack_loss: 0.0900, label_acc: 0.0109
[499]: fg_loss: 1.4969, e_total_loss: 2.3759, e_dis_loss: 0.2403, d_total_loss: 0.0542, d_dis_loss: 1.6122, attack_loss: 0.1067, label_acc: 0.0222
[599]: fg_loss: 1.4498, e_total_loss: 2.3775, e_dis_loss: 0.2819, d_total_loss: 0.0579, d_dis_loss: 1.5732, attack_loss: 0.0864, label_acc: 0.0262
[699]: fg_loss: 1.3517, e_total_loss: 2.3888, e_dis_loss: 0.2500, d_total_loss: 0.0657, d_dis_loss: 1.5794, attack_loss: 0.0780, label_acc: 0.0322
[799]: fg_loss: 1.3426, e_total_loss: 2.4147, e_dis_loss: 0.1063, d_total_loss: 0.0531, d_dis_loss: 1.6189, attack_loss: 0.0885, label_acc: 0.0219
[899]: fg_loss: 1.2532, e_total_loss: 2.4047, e_dis_loss: 0.1333, d_total_loss: 0.0536, d_dis_loss: 1.6205, attack_loss: 0.1069, label_acc: 0.0187
[999]: fg_loss: 1.2375, e_total_loss: 2.4055, e_dis_loss: 0.1639, d_total_loss: 0.0475, d_dis_loss: 1.6511, attack_loss: 0.0986, label_acc: 0.0169
[1099]: fg_loss: 1.1656, e_total_loss: 2.3867, e_dis_loss: 0.1995, d_total_loss: 0.0552, d_dis_loss: 1.6132, attack_loss: 0.0932, label_acc: 0.0144
[1199]: fg_loss: 1.1855, e_total_loss: 2.4425, e_dis_loss: 0.1726, d_total_loss: 0.0513, d_dis_loss: 1.6038, attack_loss: 0.0869, label_acc: 0.0141
[1299]: fg_loss: 1.1258, e_total_loss: 2.4269, e_dis_loss: 0.1391, d_total_loss: 0.0533, d_dis_loss: 1.5678, attack_loss: 0.0801, label_acc: 0.0234
