Start usl/plainnet experiments on stl10 at l4 with {'e_lr': 0.001, 'd_lr': 0.0005, 'hs_lr': 0.001, 'lambda1': 0.04, 'lambda2': 1e-05, 'flip_rate': 0.4, 'e_dis_lr': 4e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.8863, e_total_loss: 2.3875, e_dis_loss: 0.9001, d_total_loss: 0.0596, d_dis_loss: 1.4749, attack_loss: 0.1007, label_acc: 0.0575
[199]: fg_loss: 1.6940, e_total_loss: 2.4099, e_dis_loss: 0.5298, d_total_loss: 0.0609, d_dis_loss: 1.4872, attack_loss: 0.0655, label_acc: 0.0397
[299]: fg_loss: 1.6504, e_total_loss: 2.4508, e_dis_loss: 0.2940, d_total_loss: 0.0429, d_dis_loss: 1.4806, attack_loss: 0.0656, label_acc: 0.0319
[399]: fg_loss: 1.5946, e_total_loss: 2.4092, e_dis_loss: 0.4727, d_total_loss: 0.0385, d_dis_loss: 1.4845, attack_loss: 0.1054, label_acc: 0.0472
[499]: fg_loss: 1.5594, e_total_loss: 2.3963, e_dis_loss: 0.3332, d_total_loss: 0.0460, d_dis_loss: 1.4870, attack_loss: 0.0972, label_acc: 0.1291
[599]: fg_loss: 1.5027, e_total_loss: 2.4141, e_dis_loss: 0.2328, d_total_loss: 0.0544, d_dis_loss: 1.4657, attack_loss: 0.1040, label_acc: 0.1497
[699]: fg_loss: 1.4395, e_total_loss: 2.4469, e_dis_loss: 0.1766, d_total_loss: 0.0596, d_dis_loss: 1.4697, attack_loss: 0.0818, label_acc: 0.1494
[799]: fg_loss: 1.4123, e_total_loss: 2.4426, e_dis_loss: 0.1250, d_total_loss: 0.0547, d_dis_loss: 1.4612, attack_loss: 0.0654, label_acc: 0.1541
[899]: fg_loss: 1.3524, e_total_loss: 2.4010, e_dis_loss: 0.0916, d_total_loss: 0.0566, d_dis_loss: 1.4493, attack_loss: 0.0763, label_acc: 0.2334
[999]: fg_loss: 1.3379, e_total_loss: 2.4079, e_dis_loss: 0.1397, d_total_loss: 0.0405, d_dis_loss: 1.4503, attack_loss: 0.0647, label_acc: 0.2744
[1099]: fg_loss: 1.2644, e_total_loss: 2.3691, e_dis_loss: 0.2449, d_total_loss: 0.0438, d_dis_loss: 1.4718, attack_loss: 0.0556, label_acc: 0.3722
[1199]: fg_loss: 1.2700, e_total_loss: 2.3406, e_dis_loss: 0.2094, d_total_loss: 0.0494, d_dis_loss: 1.4636, attack_loss: 0.0527, label_acc: 0.4200
[1299]: fg_loss: 1.1923, e_total_loss: 2.2698, e_dis_loss: 0.2567, d_total_loss: 0.0400, d_dis_loss: 1.4555, attack_loss: 0.0590, label_acc: 0.4612
[1399]: fg_loss: 1.2075, e_total_loss: 2.2754, e_dis_loss: 0.3094, d_total_loss: 0.0394, d_dis_loss: 1.4635, attack_loss: 0.0561, label_acc: 0.4769
[1499]: fg_loss: 1.1365, e_total_loss: 2.3513, e_dis_loss: 0.4178, d_total_loss: 0.0401, d_dis_loss: 1.4543, attack_loss: 0.0478, label_acc: 0.4872
[1599]: fg_loss: 1.1418, e_total_loss: 2.2738, e_dis_loss: 0.4056, d_total_loss: 0.0409, d_dis_loss: 1.4577, attack_loss: 0.0488, label_acc: 0.4997
[1699]: fg_loss: 1.1050, e_total_loss: 2.2334, e_dis_loss: 0.4077, d_total_loss: 0.0409, d_dis_loss: 1.4598, attack_loss: 0.0495, label_acc: 0.4903
[1799]: fg_loss: 1.1070, e_total_loss: 2.2594, e_dis_loss: 0.4029, d_total_loss: 0.0464, d_dis_loss: 1.4374, attack_loss: 0.0492, label_acc: 0.5103
[1899]: fg_loss: 1.0462, e_total_loss: 2.2364, e_dis_loss: 0.4055, d_total_loss: 0.0465, d_dis_loss: 1.4517, attack_loss: 0.0516, label_acc: 0.5019
[1999]: fg_loss: 1.0499, e_total_loss: 2.2359, e_dis_loss: 0.4895, d_total_loss: 0.0391, d_dis_loss: 1.4388, attack_loss: 0.0484, label_acc: 0.5150
[2099]: fg_loss: 1.0183, e_total_loss: 2.2270, e_dis_loss: 0.4411, d_total_loss: 0.0393, d_dis_loss: 1.4516, attack_loss: 0.0515, label_acc: 0.5356
[2199]: fg_loss: 1.0045, e_total_loss: 2.2022, e_dis_loss: 0.3191, d_total_loss: 0.0418, d_dis_loss: 1.4621, attack_loss: 0.0492, label_acc: 0.5472
