Start usl/resnet experiments on stl10 at l4 with {'e_lr': 0.001, 'd_lr': 0.0005, 'hs_lr': 0.001, 'lambda1': 0.04, 'lambda2': 1e-05, 'flip_rate': 0.2, 'e_dis_lr': 4e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.8405, e_total_loss: 2.4298, e_dis_loss: 0.5899, d_total_loss: 0.0424, d_dis_loss: 1.5730, attack_loss: 0.0775, label_acc: 0.1713
[199]: fg_loss: 1.5913, e_total_loss: 2.2703, e_dis_loss: 0.5815, d_total_loss: 0.0297, d_dis_loss: 1.5825, attack_loss: 0.0590, label_acc: 0.1897
[299]: fg_loss: 1.4638, e_total_loss: 2.2092, e_dis_loss: 0.4912, d_total_loss: 0.0326, d_dis_loss: 1.5478, attack_loss: 0.0520, label_acc: 0.1875
[399]: fg_loss: 1.3739, e_total_loss: 2.2247, e_dis_loss: 0.4168, d_total_loss: 0.0323, d_dis_loss: 1.5741, attack_loss: 0.0476, label_acc: 0.1944
[499]: fg_loss: 1.3114, e_total_loss: 2.1945, e_dis_loss: 0.3318, d_total_loss: 0.0352, d_dis_loss: 1.5462, attack_loss: 0.0413, label_acc: 0.2606
[599]: fg_loss: 1.2634, e_total_loss: 2.1377, e_dis_loss: 0.4538, d_total_loss: 0.0302, d_dis_loss: 1.5594, attack_loss: 0.0424, label_acc: 0.3197
[699]: fg_loss: 1.1962, e_total_loss: 2.1351, e_dis_loss: 0.4203, d_total_loss: 0.0267, d_dis_loss: 1.5580, attack_loss: 0.0419, label_acc: 0.3750
[799]: fg_loss: 1.1838, e_total_loss: 2.0724, e_dis_loss: 0.3924, d_total_loss: 0.0268, d_dis_loss: 1.5735, attack_loss: 0.0402, label_acc: 0.4028
[899]: fg_loss: 1.1016, e_total_loss: 2.1033, e_dis_loss: 0.3441, d_total_loss: 0.0268, d_dis_loss: 1.5762, attack_loss: 0.0426, label_acc: 0.4369
[999]: fg_loss: 1.0878, e_total_loss: 2.0924, e_dis_loss: 0.3452, d_total_loss: 0.0278, d_dis_loss: 1.5633, attack_loss: 0.0410, label_acc: 0.4381
[1099]: fg_loss: 1.0206, e_total_loss: 2.0449, e_dis_loss: 0.3021, d_total_loss: 0.0255, d_dis_loss: 1.5753, attack_loss: 0.0379, label_acc: 0.4897
[1199]: fg_loss: 1.0499, e_total_loss: 2.0305, e_dis_loss: 0.3189, d_total_loss: 0.0285, d_dis_loss: 1.5750, attack_loss: 0.0372, label_acc: 0.4741
