Start usl/plainnet experiments on stl10 at l6 with {'e_lr': 0.001, 'd_lr': 0.0005, 'hs_lr': 0.001, 'lambda1': 0.04, 'lambda2': 1e-05, 'flip_rate': 0.4, 'e_dis_lr': 4e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.8727, e_total_loss: 2.3889, e_dis_loss: 0.9642, d_total_loss: 0.0559, d_dis_loss: 1.5032, attack_loss: 0.1060, label_acc: 0.1153
[199]: fg_loss: 1.7139, e_total_loss: 2.3497, e_dis_loss: 0.4659, d_total_loss: 0.0439, d_dis_loss: 1.5393, attack_loss: 0.0978, label_acc: 0.1325
[299]: fg_loss: 1.6666, e_total_loss: 2.3454, e_dis_loss: 0.4370, d_total_loss: 0.0427, d_dis_loss: 1.5230, attack_loss: 0.0947, label_acc: 0.1919
[399]: fg_loss: 1.6078, e_total_loss: 2.3392, e_dis_loss: 0.4104, d_total_loss: 0.0518, d_dis_loss: 1.4961, attack_loss: 0.0870, label_acc: 0.1950
[499]: fg_loss: 1.5722, e_total_loss: 2.3829, e_dis_loss: 0.3170, d_total_loss: 0.0544, d_dis_loss: 1.4770, attack_loss: 0.0924, label_acc: 0.1903
[599]: fg_loss: 1.5428, e_total_loss: 2.4053, e_dis_loss: 0.2019, d_total_loss: 0.0625, d_dis_loss: 1.5747, attack_loss: 0.0743, label_acc: 0.1816
[699]: fg_loss: 1.4455, e_total_loss: 2.3533, e_dis_loss: 0.5709, d_total_loss: 0.0542, d_dis_loss: 1.5773, attack_loss: 0.0666, label_acc: 0.2691
[799]: fg_loss: 1.4430, e_total_loss: 2.3318, e_dis_loss: 0.3964, d_total_loss: 0.0512, d_dis_loss: 1.5770, attack_loss: 0.0695, label_acc: 0.3297
[899]: fg_loss: 1.3559, e_total_loss: 2.3249, e_dis_loss: 0.3114, d_total_loss: 0.0488, d_dis_loss: 1.5708, attack_loss: 0.0657, label_acc: 0.3369
[999]: fg_loss: 1.3362, e_total_loss: 2.3030, e_dis_loss: 0.3189, d_total_loss: 0.0498, d_dis_loss: 1.5347, attack_loss: 0.0672, label_acc: 0.3541
[1099]: fg_loss: 1.2568, e_total_loss: 2.3074, e_dis_loss: 0.2711, d_total_loss: 0.0461, d_dis_loss: 1.5466, attack_loss: 0.0605, label_acc: 0.3700
[1199]: fg_loss: 1.2598, e_total_loss: 2.2905, e_dis_loss: 0.4886, d_total_loss: 0.0521, d_dis_loss: 1.5607, attack_loss: 0.0580, label_acc: 0.4322
[1299]: fg_loss: 1.1889, e_total_loss: 2.3114, e_dis_loss: 0.5204, d_total_loss: 0.0472, d_dis_loss: 1.5125, attack_loss: 0.0542, label_acc: 0.4500
[1399]: fg_loss: 1.1981, e_total_loss: 2.2671, e_dis_loss: 0.3299, d_total_loss: 0.0433, d_dis_loss: 1.5707, attack_loss: 0.0550, label_acc: 0.4403
[1499]: fg_loss: 1.1311, e_total_loss: 2.2482, e_dis_loss: 0.4631, d_total_loss: 0.0440, d_dis_loss: 1.5556, attack_loss: 0.0529, label_acc: 0.5044
[1599]: fg_loss: 1.1276, e_total_loss: 2.2473, e_dis_loss: 0.5220, d_total_loss: 0.0425, d_dis_loss: 1.5111, attack_loss: 0.0565, label_acc: 0.4997
[1699]: fg_loss: 1.0765, e_total_loss: 2.2273, e_dis_loss: 0.4002, d_total_loss: 0.0426, d_dis_loss: 1.5237, attack_loss: 0.0549, label_acc: 0.5169
[1799]: fg_loss: 1.0771, e_total_loss: 2.2250, e_dis_loss: 0.5720, d_total_loss: 0.0493, d_dis_loss: 1.5396, attack_loss: 0.0538, label_acc: 0.5363
[1899]: fg_loss: 1.0366, e_total_loss: 2.2376, e_dis_loss: 0.4745, d_total_loss: 0.0468, d_dis_loss: 1.5142, attack_loss: 0.0552, label_acc: 0.5297
[1999]: fg_loss: 1.0360, e_total_loss: 2.2270, e_dis_loss: 0.4542, d_total_loss: 0.0408, d_dis_loss: 1.5134, attack_loss: 0.0488, label_acc: 0.5544
[2099]: fg_loss: 0.9851, e_total_loss: 2.2181, e_dis_loss: 0.4323, d_total_loss: 0.0422, d_dis_loss: 1.5362, attack_loss: 0.0511, label_acc: 0.5437
[2199]: fg_loss: 0.9598, e_total_loss: 2.1786, e_dis_loss: 0.4457, d_total_loss: 0.0414, d_dis_loss: 1.5150, attack_loss: 0.0494, label_acc: 0.5869
[2299]: fg_loss: 0.9565, e_total_loss: 2.1919, e_dis_loss: 0.3634, d_total_loss: 0.0400, d_dis_loss: 1.5060, attack_loss: 0.0523, label_acc: 0.6016
[2399]: fg_loss: 0.9232, e_total_loss: 2.2071, e_dis_loss: 0.4220, d_total_loss: 0.0407, d_dis_loss: 1.5061, attack_loss: 0.0512, label_acc: 0.5919
[2499]: fg_loss: 0.9306, e_total_loss: 2.2531, e_dis_loss: 0.5417, d_total_loss: 0.0416, d_dis_loss: 1.5361, attack_loss: 0.0538, label_acc: 0.5753
[2599]: fg_loss: 0.8816, e_total_loss: 2.2137, e_dis_loss: 0.4747, d_total_loss: 0.0432, d_dis_loss: 1.5592, attack_loss: 0.0531, label_acc: 0.6078
[2699]: fg_loss: 0.9008, e_total_loss: 2.1683, e_dis_loss: 0.5471, d_total_loss: 0.0409, d_dis_loss: 1.5505, attack_loss: 0.0517, label_acc: 0.6106
[2799]: fg_loss: 0.8425, e_total_loss: 2.1603, e_dis_loss: 0.4236, d_total_loss: 0.0388, d_dis_loss: 1.5214, attack_loss: 0.0519, label_acc: 0.6334
[2899]: fg_loss: 0.8290, e_total_loss: 2.1402, e_dis_loss: 0.3435, d_total_loss: 0.0381, d_dis_loss: 1.5344, attack_loss: 0.0504, label_acc: 0.6062
[2999]: fg_loss: 0.8275, e_total_loss: 2.1557, e_dis_loss: 0.3612, d_total_loss: 0.0411, d_dis_loss: 1.5166, attack_loss: 0.0499, label_acc: 0.6503
[3099]: fg_loss: 0.7532, e_total_loss: 2.1381, e_dis_loss: 0.4751, d_total_loss: 0.0393, d_dis_loss: 1.5203, attack_loss: 0.0516, label_acc: 0.6453
[3199]: fg_loss: 0.7686, e_total_loss: 2.1383, e_dis_loss: 0.4187, d_total_loss: 0.0422, d_dis_loss: 1.5293, attack_loss: 0.0469, label_acc: 0.6631
[3299]: fg_loss: 0.7529, e_total_loss: 2.1448, e_dis_loss: 0.4427, d_total_loss: 0.0376, d_dis_loss: 1.5491, attack_loss: 0.0488, label_acc: 0.6553
[3399]: fg_loss: 0.7458, e_total_loss: 2.1525, e_dis_loss: 0.4024, d_total_loss: 0.0394, d_dis_loss: 1.5230, attack_loss: 0.0457, label_acc: 0.6947
[3499]: fg_loss: 0.7053, e_total_loss: 2.1596, e_dis_loss: 0.4353, d_total_loss: 0.0401, d_dis_loss: 1.5206, attack_loss: 0.0492, label_acc: 0.6678
[3599]: fg_loss: 0.6627, e_total_loss: 2.1496, e_dis_loss: 0.3927, d_total_loss: 0.0407, d_dis_loss: 1.5168, attack_loss: 0.0492, label_acc: 0.6966
[3699]: fg_loss: 0.6638, e_total_loss: 2.1527, e_dis_loss: 0.4576, d_total_loss: 0.0388, d_dis_loss: 1.5267, attack_loss: 0.0475, label_acc: 0.6919
[3799]: fg_loss: 0.6231, e_total_loss: 2.1299, e_dis_loss: 0.5501, d_total_loss: 0.0385, d_dis_loss: 1.5078, attack_loss: 0.0454, label_acc: 0.7122
[3899]: fg_loss: 0.6241, e_total_loss: 2.1416, e_dis_loss: 0.4632, d_total_loss: 0.0379, d_dis_loss: 1.4866, attack_loss: 0.0499, label_acc: 0.7003
[3999]: fg_loss: 0.6062, e_total_loss: 2.1163, e_dis_loss: 0.4954, d_total_loss: 0.0380, d_dis_loss: 1.4995, attack_loss: 0.0464, label_acc: 0.7259
[4099]: fg_loss: 0.5837, e_total_loss: 2.1436, e_dis_loss: 0.4309, d_total_loss: 0.0380, d_dis_loss: 1.5123, attack_loss: 0.0483, label_acc: 0.7312
[4199]: fg_loss: 0.5252, e_total_loss: 2.1450, e_dis_loss: 0.3234, d_total_loss: 0.0388, d_dis_loss: 1.5112, attack_loss: 0.0458, label_acc: 0.7406
[4299]: fg_loss: 0.5245, e_total_loss: 2.1504, e_dis_loss: 0.4104, d_total_loss: 0.0380, d_dis_loss: 1.5212, attack_loss: 0.0461, label_acc: 0.7497
[4399]: fg_loss: 0.4837, e_total_loss: 2.1448, e_dis_loss: 0.3485, d_total_loss: 0.0393, d_dis_loss: 1.4909, attack_loss: 0.0458, label_acc: 0.7378
[4499]: fg_loss: 0.4655, e_total_loss: 2.1313, e_dis_loss: 0.3710, d_total_loss: 0.0346, d_dis_loss: 1.4904, attack_loss: 0.0475, label_acc: 0.7531
[4599]: fg_loss: 0.4601, e_total_loss: 2.1262, e_dis_loss: 0.3473, d_total_loss: 0.0380, d_dis_loss: 1.5072, attack_loss: 0.0464, label_acc: 0.7603
[4699]: fg_loss: 0.4486, e_total_loss: 2.1726, e_dis_loss: 0.3249, d_total_loss: 0.0349, d_dis_loss: 1.4979, attack_loss: 0.0470, label_acc: 0.7625
[4799]: fg_loss: 0.4283, e_total_loss: 2.1264, e_dis_loss: 0.3351, d_total_loss: 0.0354, d_dis_loss: 1.5151, attack_loss: 0.0449, label_acc: 0.7584
[4899]: fg_loss: 0.4161, e_total_loss: 2.1696, e_dis_loss: 0.3797, d_total_loss: 0.0355, d_dis_loss: 1.5050, attack_loss: 0.0467, label_acc: 0.7347
[4999]: fg_loss: 0.3335, e_total_loss: 2.1522, e_dis_loss: 0.3600, d_total_loss: 0.0358, d_dis_loss: 1.5371, attack_loss: 0.0481, label_acc: 0.8094
[5099]: fg_loss: 0.3363, e_total_loss: 2.1383, e_dis_loss: 0.2888, d_total_loss: 0.0353, d_dis_loss: 1.5297, attack_loss: 0.0458, label_acc: 0.7963
[5199]: fg_loss: 0.3011, e_total_loss: 2.1310, e_dis_loss: 0.2687, d_total_loss: 0.0337, d_dis_loss: 1.5162, attack_loss: 0.0437, label_acc: 0.8156
[5299]: fg_loss: 0.2766, e_total_loss: 2.1101, e_dis_loss: 0.3965, d_total_loss: 0.0333, d_dis_loss: 1.5210, attack_loss: 0.0439, label_acc: 0.8216
[5399]: fg_loss: 0.2717, e_total_loss: 2.1349, e_dis_loss: 0.3068, d_total_loss: 0.0348, d_dis_loss: 1.5015, attack_loss: 0.0446, label_acc: 0.8166
[5499]: fg_loss: 0.2767, e_total_loss: 2.1198, e_dis_loss: 0.4270, d_total_loss: 0.0346, d_dis_loss: 1.5254, attack_loss: 0.0470, label_acc: 0.8044
