Start usl/resnet experiments on stl10 at l5 with {'e_lr': 0.001, 'd_lr': 0.0005, 'hs_lr': 0.001, 'lambda1': 0.04, 'lambda2': 1e-05, 'flip_rate': 0.2, 'e_dis_lr': 4e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.8428, e_total_loss: 2.3945, e_dis_loss: 0.5515, d_total_loss: 0.0446, d_dis_loss: 1.5549, attack_loss: 0.1227, label_acc: 0.1331
[199]: fg_loss: 1.6388, e_total_loss: 2.2670, e_dis_loss: 0.3924, d_total_loss: 0.0272, d_dis_loss: 1.5217, attack_loss: 0.1004, label_acc: 0.1775
[299]: fg_loss: 1.5407, e_total_loss: 2.2501, e_dis_loss: 0.5437, d_total_loss: 0.0273, d_dis_loss: 1.4854, attack_loss: 0.0628, label_acc: 0.1959
[399]: fg_loss: 1.4545, e_total_loss: 2.2045, e_dis_loss: 0.4564, d_total_loss: 0.0327, d_dis_loss: 1.4808, attack_loss: 0.0581, label_acc: 0.2325
[499]: fg_loss: 1.3633, e_total_loss: 2.1924, e_dis_loss: 0.4416, d_total_loss: 0.0289, d_dis_loss: 1.5485, attack_loss: 0.0630, label_acc: 0.2462
[599]: fg_loss: 1.3244, e_total_loss: 2.1366, e_dis_loss: 0.5363, d_total_loss: 0.0286, d_dis_loss: 1.5332, attack_loss: 0.0561, label_acc: 0.2631
[699]: fg_loss: 1.2416, e_total_loss: 2.1034, e_dis_loss: 0.4721, d_total_loss: 0.0299, d_dis_loss: 1.5028, attack_loss: 0.0466, label_acc: 0.2397
[799]: fg_loss: 1.2192, e_total_loss: 2.0796, e_dis_loss: 0.4390, d_total_loss: 0.0298, d_dis_loss: 1.4416, attack_loss: 0.0477, label_acc: 0.3125
[899]: fg_loss: 1.1495, e_total_loss: 2.0830, e_dis_loss: 0.5224, d_total_loss: 0.0282, d_dis_loss: 1.5264, attack_loss: 0.0428, label_acc: 0.3406
[999]: fg_loss: 1.1298, e_total_loss: 2.0693, e_dis_loss: 0.6507, d_total_loss: 0.0293, d_dis_loss: 1.4704, attack_loss: 0.0423, label_acc: 0.3534
[1099]: fg_loss: 1.0640, e_total_loss: 2.0113, e_dis_loss: 0.5059, d_total_loss: 0.0328, d_dis_loss: 1.5185, attack_loss: 0.0491, label_acc: 0.3891
