Start vsl/resnet experiments on tinyimagenet at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.02, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 5.2464, e_total_loss: 5.3003, e_dis_loss: 0.9415, d_total_loss: 0.0466, d_dis_loss: 1.5453, attack_loss: 0.0911
[199]: fg_loss: 4.9509, e_total_loss: 5.0875, e_dis_loss: 0.7442, d_total_loss: 0.0335, d_dis_loss: 1.5340, attack_loss: 0.0544
[299]: fg_loss: 4.7132, e_total_loss: 4.9240, e_dis_loss: 0.7118, d_total_loss: 0.0340, d_dis_loss: 1.5142, attack_loss: 0.0512
[399]: fg_loss: 4.4717, e_total_loss: 4.7639, e_dis_loss: 0.6875, d_total_loss: 0.0375, d_dis_loss: 1.5191, attack_loss: 0.0451
[499]: fg_loss: 4.2846, e_total_loss: 4.6584, e_dis_loss: 0.6754, d_total_loss: 0.0363, d_dis_loss: 1.5217, attack_loss: 0.0457
[599]: fg_loss: 4.0823, e_total_loss: 4.5296, e_dis_loss: 0.7194, d_total_loss: 0.0342, d_dis_loss: 1.5423, attack_loss: 0.0465
[699]: fg_loss: 3.9108, e_total_loss: 4.4194, e_dis_loss: 0.7121, d_total_loss: 0.0347, d_dis_loss: 1.5103, attack_loss: 0.0444
[799]: fg_loss: 3.7563, e_total_loss: 4.3288, e_dis_loss: 0.6120, d_total_loss: 0.0343, d_dis_loss: 1.5614, attack_loss: 0.0429
[899]: fg_loss: 3.5816, e_total_loss: 4.2450, e_dis_loss: 0.5218, d_total_loss: 0.0331, d_dis_loss: 1.5127, attack_loss: 0.0412
[999]: fg_loss: 3.4180, e_total_loss: 4.1393, e_dis_loss: 0.5869, d_total_loss: 0.0320, d_dis_loss: 1.5092, attack_loss: 0.0399
[1099]: fg_loss: 3.2350, e_total_loss: 4.0889, e_dis_loss: 0.5189, d_total_loss: 0.0320, d_dis_loss: 1.5377, attack_loss: 0.0400
[1199]: fg_loss: 3.0573, e_total_loss: 4.0374, e_dis_loss: 0.5485, d_total_loss: 0.0313, d_dis_loss: 1.5095, attack_loss: 0.0404
[1299]: fg_loss: 2.8148, e_total_loss: 3.9287, e_dis_loss: 0.5081, d_total_loss: 0.0315, d_dis_loss: 1.5124, attack_loss: 0.0410
[1399]: fg_loss: 2.6193, e_total_loss: 3.8647, e_dis_loss: 0.3867, d_total_loss: 0.0315, d_dis_loss: 1.5131, attack_loss: 0.0410
[1499]: fg_loss: 2.4060, e_total_loss: 3.7529, e_dis_loss: 0.3607, d_total_loss: 0.0312, d_dis_loss: 1.5262, attack_loss: 0.0405
[1599]: fg_loss: 2.1692, e_total_loss: 3.6290, e_dis_loss: 0.3254, d_total_loss: 0.0310, d_dis_loss: 1.5492, attack_loss: 0.0422
[1699]: fg_loss: 1.9308, e_total_loss: 3.5368, e_dis_loss: 0.2873, d_total_loss: 0.0317, d_dis_loss: 1.5229, attack_loss: 0.0428
[1799]: fg_loss: 1.6931, e_total_loss: 3.3737, e_dis_loss: 0.2316, d_total_loss: 0.0314, d_dis_loss: 1.5447, attack_loss: 0.0427
[1899]: fg_loss: 1.4304, e_total_loss: 3.2299, e_dis_loss: 0.2217, d_total_loss: 0.0321, d_dis_loss: 1.5261, attack_loss: 0.0422
[1999]: fg_loss: 1.2306, e_total_loss: 3.0294, e_dis_loss: 0.2233, d_total_loss: 0.0325, d_dis_loss: 1.5265, attack_loss: 0.0431
[2099]: fg_loss: 1.0163, e_total_loss: 2.8240, e_dis_loss: 0.1673, d_total_loss: 0.0326, d_dis_loss: 1.5294, attack_loss: 0.0425
[2199]: fg_loss: 0.8753, e_total_loss: 2.6517, e_dis_loss: 0.1751, d_total_loss: 0.0325, d_dis_loss: 1.5143, attack_loss: 0.0424
[2299]: fg_loss: 0.7209, e_total_loss: 2.4303, e_dis_loss: 0.1546, d_total_loss: 0.0333, d_dis_loss: 1.5334, attack_loss: 0.0431
[2399]: fg_loss: 0.5864, e_total_loss: 2.2182, e_dis_loss: 0.1205, d_total_loss: 0.0326, d_dis_loss: 1.5237, attack_loss: 0.0433
[2499]: fg_loss: 0.4688, e_total_loss: 2.0152, e_dis_loss: 0.1219, d_total_loss: 0.0324, d_dis_loss: 1.5192, attack_loss: 0.0429
[2599]: fg_loss: 0.3726, e_total_loss: 1.8453, e_dis_loss: 0.1163, d_total_loss: 0.0327, d_dis_loss: 1.5200, attack_loss: 0.0421
[2699]: fg_loss: 0.3149, e_total_loss: 1.6734, e_dis_loss: 0.0966, d_total_loss: 0.0325, d_dis_loss: 1.5245, attack_loss: 0.0424
[2799]: fg_loss: 0.2555, e_total_loss: 1.4765, e_dis_loss: 0.0982, d_total_loss: 0.0325, d_dis_loss: 1.5167, attack_loss: 0.0426
[2899]: fg_loss: 0.2230, e_total_loss: 1.2884, e_dis_loss: 0.0975, d_total_loss: 0.0320, d_dis_loss: 1.5037, attack_loss: 0.0428
[2999]: fg_loss: 0.1690, e_total_loss: 1.1292, e_dis_loss: 0.0940, d_total_loss: 0.0322, d_dis_loss: 1.4992, attack_loss: 0.0419
[3099]: fg_loss: 0.1410, e_total_loss: 1.0185, e_dis_loss: 0.0805, d_total_loss: 0.0322, d_dis_loss: 1.5101, attack_loss: 0.0422
