Start vsl/resnet experiments on cifar100 at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.02, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 3.6021, e_total_loss: 3.6519, e_dis_loss: 0.6035, d_total_loss: 0.0476, d_dis_loss: 1.4233, attack_loss: 0.0731
[199]: fg_loss: 3.2740, e_total_loss: 3.3636, e_dis_loss: 0.5668, d_total_loss: 0.0341, d_dis_loss: 1.3781, attack_loss: 0.0551
[299]: fg_loss: 3.1015, e_total_loss: 3.2230, e_dis_loss: 0.6330, d_total_loss: 0.0313, d_dis_loss: 1.4021, attack_loss: 0.0545
[399]: fg_loss: 2.9765, e_total_loss: 3.1115, e_dis_loss: 0.6274, d_total_loss: 0.0295, d_dis_loss: 1.4105, attack_loss: 0.0485
[499]: fg_loss: 2.8656, e_total_loss: 3.0292, e_dis_loss: 0.6341, d_total_loss: 0.0292, d_dis_loss: 1.4795, attack_loss: 0.0432
[599]: fg_loss: 2.7544, e_total_loss: 2.9335, e_dis_loss: 0.8101, d_total_loss: 0.0292, d_dis_loss: 1.3892, attack_loss: 0.0405
[699]: fg_loss: 2.6640, e_total_loss: 2.8514, e_dis_loss: 0.6412, d_total_loss: 0.0280, d_dis_loss: 1.4188, attack_loss: 0.0414
[799]: fg_loss: 2.5415, e_total_loss: 2.7610, e_dis_loss: 0.6844, d_total_loss: 0.0279, d_dis_loss: 1.4476, attack_loss: 0.0399
[899]: fg_loss: 2.4864, e_total_loss: 2.6724, e_dis_loss: 0.7490, d_total_loss: 0.0259, d_dis_loss: 1.4418, attack_loss: 0.0412
[999]: fg_loss: 2.3634, e_total_loss: 2.5936, e_dis_loss: 0.7729, d_total_loss: 0.0257, d_dis_loss: 1.4344, attack_loss: 0.0361
[1099]: fg_loss: 2.3068, e_total_loss: 2.5368, e_dis_loss: 0.7461, d_total_loss: 0.0250, d_dis_loss: 1.4340, attack_loss: 0.0373
[1199]: fg_loss: 2.2105, e_total_loss: 2.4585, e_dis_loss: 0.7801, d_total_loss: 0.0238, d_dis_loss: 1.4415, attack_loss: 0.0358
[1299]: fg_loss: 2.1480, e_total_loss: 2.4072, e_dis_loss: 0.8727, d_total_loss: 0.0243, d_dis_loss: 1.4372, attack_loss: 0.0367
[1399]: fg_loss: 2.1035, e_total_loss: 2.3605, e_dis_loss: 0.7489, d_total_loss: 0.0239, d_dis_loss: 1.4291, attack_loss: 0.0372
[1499]: fg_loss: 2.0093, e_total_loss: 2.3035, e_dis_loss: 0.7532, d_total_loss: 0.0232, d_dis_loss: 1.4731, attack_loss: 0.0396
[1599]: fg_loss: 1.9738, e_total_loss: 2.2455, e_dis_loss: 0.6812, d_total_loss: 0.0236, d_dis_loss: 1.4672, attack_loss: 0.0386
[1699]: fg_loss: 1.9093, e_total_loss: 2.1926, e_dis_loss: 0.8245, d_total_loss: 0.0220, d_dis_loss: 1.4225, attack_loss: 0.0379
[1799]: fg_loss: 1.8716, e_total_loss: 2.1512, e_dis_loss: 0.7868, d_total_loss: 0.0224, d_dis_loss: 1.4671, attack_loss: 0.0395
[1899]: fg_loss: 1.8227, e_total_loss: 2.1120, e_dis_loss: 0.6734, d_total_loss: 0.0214, d_dis_loss: 1.4385, attack_loss: 0.0375
[1999]: fg_loss: 1.7558, e_total_loss: 2.0893, e_dis_loss: 0.6501, d_total_loss: 0.0215, d_dis_loss: 1.4210, attack_loss: 0.0374
