Start vsl/resnet experiments on tinyimagenet at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.02, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 5.2546, e_total_loss: 5.2630, e_dis_loss: 0.8788, d_total_loss: 0.0459, d_dis_loss: 1.5367, attack_loss: 0.1049
[199]: fg_loss: 4.9684, e_total_loss: 4.9885, e_dis_loss: 1.0095, d_total_loss: 0.0468, d_dis_loss: 1.5073, attack_loss: 0.0706
[299]: fg_loss: 4.7215, e_total_loss: 4.7661, e_dis_loss: 0.9301, d_total_loss: 0.0484, d_dis_loss: 1.5180, attack_loss: 0.0647
[399]: fg_loss: 4.5560, e_total_loss: 4.5475, e_dis_loss: 0.9238, d_total_loss: 0.0459, d_dis_loss: 1.5246, attack_loss: 0.0575
[499]: fg_loss: 4.3989, e_total_loss: 4.4079, e_dis_loss: 0.9500, d_total_loss: 0.0470, d_dis_loss: 1.5126, attack_loss: 0.0543
[599]: fg_loss: 4.2693, e_total_loss: 4.2862, e_dis_loss: 0.8978, d_total_loss: 0.0452, d_dis_loss: 1.5037, attack_loss: 0.0522
[699]: fg_loss: 4.1661, e_total_loss: 4.1731, e_dis_loss: 0.8836, d_total_loss: 0.0441, d_dis_loss: 1.5060, attack_loss: 0.0540
[799]: fg_loss: 4.1250, e_total_loss: 4.0857, e_dis_loss: 0.9209, d_total_loss: 0.0448, d_dis_loss: 1.5062, attack_loss: 0.0560
[899]: fg_loss: 4.0525, e_total_loss: 3.9696, e_dis_loss: 0.8749, d_total_loss: 0.0457, d_dis_loss: 1.5046, attack_loss: 0.0531
[999]: fg_loss: 3.9861, e_total_loss: 3.8743, e_dis_loss: 0.8662, d_total_loss: 0.0433, d_dis_loss: 1.5028, attack_loss: 0.0503
[1099]: fg_loss: 3.9322, e_total_loss: 3.7930, e_dis_loss: 0.8134, d_total_loss: 0.0433, d_dis_loss: 1.4888, attack_loss: 0.0512
[1199]: fg_loss: 3.8888, e_total_loss: 3.6861, e_dis_loss: 0.8594, d_total_loss: 0.0429, d_dis_loss: 1.5022, attack_loss: 0.0469
[1299]: fg_loss: 3.8409, e_total_loss: 3.5743, e_dis_loss: 0.7483, d_total_loss: 0.0416, d_dis_loss: 1.4800, attack_loss: 0.0454
[1399]: fg_loss: 3.7900, e_total_loss: 3.4930, e_dis_loss: 0.7079, d_total_loss: 0.0420, d_dis_loss: 1.4904, attack_loss: 0.0452
[1499]: fg_loss: 3.7426, e_total_loss: 3.3652, e_dis_loss: 0.7121, d_total_loss: 0.0418, d_dis_loss: 1.5157, attack_loss: 0.0449
[1599]: fg_loss: 3.6967, e_total_loss: 3.2522, e_dis_loss: 0.6681, d_total_loss: 0.0417, d_dis_loss: 1.4828, attack_loss: 0.0453
[1699]: fg_loss: 3.6711, e_total_loss: 3.1450, e_dis_loss: 0.6042, d_total_loss: 0.0417, d_dis_loss: 1.4951, attack_loss: 0.0446
[1799]: fg_loss: 3.6272, e_total_loss: 3.0262, e_dis_loss: 0.5163, d_total_loss: 0.0414, d_dis_loss: 1.5160, attack_loss: 0.0441
[1899]: fg_loss: 3.5860, e_total_loss: 2.9135, e_dis_loss: 0.4365, d_total_loss: 0.0416, d_dis_loss: 1.5005, attack_loss: 0.0432
[1999]: fg_loss: 3.5403, e_total_loss: 2.8172, e_dis_loss: 0.4032, d_total_loss: 0.0413, d_dis_loss: 1.4853, attack_loss: 0.0440
[2099]: fg_loss: 3.5415, e_total_loss: 2.6988, e_dis_loss: 0.3594, d_total_loss: 0.0415, d_dis_loss: 1.5026, attack_loss: 0.0432
[2199]: fg_loss: 3.4990, e_total_loss: 2.6018, e_dis_loss: 0.4024, d_total_loss: 0.0410, d_dis_loss: 1.4846, attack_loss: 0.0430
[2299]: fg_loss: 3.4672, e_total_loss: 2.4953, e_dis_loss: 0.2904, d_total_loss: 0.0417, d_dis_loss: 1.4945, attack_loss: 0.0425
[2399]: fg_loss: 3.4324, e_total_loss: 2.3935, e_dis_loss: 0.2363, d_total_loss: 0.0410, d_dis_loss: 1.4946, attack_loss: 0.0417
[2499]: fg_loss: 3.4216, e_total_loss: 2.3026, e_dis_loss: 0.2316, d_total_loss: 0.0411, d_dis_loss: 1.4944, attack_loss: 0.0419
[2599]: fg_loss: 3.3872, e_total_loss: 2.2051, e_dis_loss: 0.2469, d_total_loss: 0.0413, d_dis_loss: 1.5020, attack_loss: 0.0424
[2699]: fg_loss: 3.3592, e_total_loss: 2.1174, e_dis_loss: 0.2020, d_total_loss: 0.0410, d_dis_loss: 1.4992, attack_loss: 0.0418
[2799]: fg_loss: 3.3383, e_total_loss: 2.0468, e_dis_loss: 0.1826, d_total_loss: 0.0410, d_dis_loss: 1.5146, attack_loss: 0.0413
[2899]: fg_loss: 3.3143, e_total_loss: 1.9739, e_dis_loss: 0.1579, d_total_loss: 0.0413, d_dis_loss: 1.4941, attack_loss: 0.0427
[2999]: fg_loss: 3.2974, e_total_loss: 1.8964, e_dis_loss: 0.1407, d_total_loss: 0.0411, d_dis_loss: 1.4915, attack_loss: 0.0421
[3099]: fg_loss: 3.2611, e_total_loss: 1.8319, e_dis_loss: 0.1227, d_total_loss: 0.0413, d_dis_loss: 1.4798, attack_loss: 0.0413
