Start vsl/plainnet experiments on tinyimagenet at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.02, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 5.2478, e_total_loss: 5.2697, e_dis_loss: 1.7017, d_total_loss: 0.0681, d_dis_loss: 1.4062, attack_loss: 0.0820
[199]: fg_loss: 5.0401, e_total_loss: 5.0449, e_dis_loss: 1.5652, d_total_loss: 0.0665, d_dis_loss: 1.3680, attack_loss: 0.0714
[299]: fg_loss: 4.8449, e_total_loss: 4.8508, e_dis_loss: 1.2426, d_total_loss: 0.0643, d_dis_loss: 1.3681, attack_loss: 0.0705
[399]: fg_loss: 4.7089, e_total_loss: 4.7097, e_dis_loss: 1.1678, d_total_loss: 0.0658, d_dis_loss: 1.3481, attack_loss: 0.0698
[499]: fg_loss: 4.5863, e_total_loss: 4.6041, e_dis_loss: 1.0830, d_total_loss: 0.0647, d_dis_loss: 1.3611, attack_loss: 0.0685
[599]: fg_loss: 4.5113, e_total_loss: 4.4877, e_dis_loss: 0.9288, d_total_loss: 0.0643, d_dis_loss: 1.3530, attack_loss: 0.0686
[699]: fg_loss: 4.4166, e_total_loss: 4.3872, e_dis_loss: 0.9122, d_total_loss: 0.0640, d_dis_loss: 1.3194, attack_loss: 0.0693
[799]: fg_loss: 4.3660, e_total_loss: 4.2622, e_dis_loss: 0.8599, d_total_loss: 0.0633, d_dis_loss: 1.3378, attack_loss: 0.0675
[899]: fg_loss: 4.2896, e_total_loss: 4.1347, e_dis_loss: 0.7923, d_total_loss: 0.0631, d_dis_loss: 1.3448, attack_loss: 0.0669
[999]: fg_loss: 4.2553, e_total_loss: 4.0694, e_dis_loss: 0.7849, d_total_loss: 0.0630, d_dis_loss: 1.3386, attack_loss: 0.0663
[1099]: fg_loss: 4.1807, e_total_loss: 3.9390, e_dis_loss: 0.7211, d_total_loss: 0.0627, d_dis_loss: 1.3578, attack_loss: 0.0676
[1199]: fg_loss: 4.1645, e_total_loss: 3.8248, e_dis_loss: 0.7627, d_total_loss: 0.0625, d_dis_loss: 1.3412, attack_loss: 0.0654
[1299]: fg_loss: 4.1041, e_total_loss: 3.7166, e_dis_loss: 0.6435, d_total_loss: 0.0628, d_dis_loss: 1.3525, attack_loss: 0.0649
[1399]: fg_loss: 4.0572, e_total_loss: 3.6207, e_dis_loss: 0.5735, d_total_loss: 0.0626, d_dis_loss: 1.3453, attack_loss: 0.0655
[1499]: fg_loss: 4.0141, e_total_loss: 3.5257, e_dis_loss: 0.5939, d_total_loss: 0.0623, d_dis_loss: 1.3389, attack_loss: 0.0655
[1599]: fg_loss: 3.9706, e_total_loss: 3.4186, e_dis_loss: 0.5463, d_total_loss: 0.0626, d_dis_loss: 1.3257, attack_loss: 0.0657
[1699]: fg_loss: 3.9522, e_total_loss: 3.3421, e_dis_loss: 0.5090, d_total_loss: 0.0622, d_dis_loss: 1.3246, attack_loss: 0.0651
[1799]: fg_loss: 3.9050, e_total_loss: 3.2435, e_dis_loss: 0.4444, d_total_loss: 0.0617, d_dis_loss: 1.3271, attack_loss: 0.0648
[1899]: fg_loss: 3.8640, e_total_loss: 3.1432, e_dis_loss: 0.4092, d_total_loss: 0.0618, d_dis_loss: 1.3285, attack_loss: 0.0645
[1999]: fg_loss: 3.8258, e_total_loss: 3.0680, e_dis_loss: 0.3385, d_total_loss: 0.0615, d_dis_loss: 1.3293, attack_loss: 0.0650
[2099]: fg_loss: 3.8154, e_total_loss: 2.9902, e_dis_loss: 0.3548, d_total_loss: 0.0611, d_dis_loss: 1.3249, attack_loss: 0.0646
[2199]: fg_loss: 3.7782, e_total_loss: 2.9182, e_dis_loss: 0.3853, d_total_loss: 0.0610, d_dis_loss: 1.3179, attack_loss: 0.0645
[2299]: fg_loss: 3.7419, e_total_loss: 2.8626, e_dis_loss: 0.3785, d_total_loss: 0.0609, d_dis_loss: 1.3338, attack_loss: 0.0641
[2399]: fg_loss: 3.7001, e_total_loss: 2.7700, e_dis_loss: 0.3400, d_total_loss: 0.0603, d_dis_loss: 1.3316, attack_loss: 0.0649
[2499]: fg_loss: 3.6868, e_total_loss: 2.7178, e_dis_loss: 0.3011, d_total_loss: 0.0601, d_dis_loss: 1.3120, attack_loss: 0.0638
[2599]: fg_loss: 3.6538, e_total_loss: 2.6340, e_dis_loss: 0.2449, d_total_loss: 0.0600, d_dis_loss: 1.3178, attack_loss: 0.0653
[2699]: fg_loss: 3.6030, e_total_loss: 2.5597, e_dis_loss: 0.2324, d_total_loss: 0.0594, d_dis_loss: 1.3174, attack_loss: 0.0637
[2799]: fg_loss: 3.5954, e_total_loss: 2.5120, e_dis_loss: 0.2121, d_total_loss: 0.0593, d_dis_loss: 1.3306, attack_loss: 0.0636
[2899]: fg_loss: 3.5638, e_total_loss: 2.4526, e_dis_loss: 0.2239, d_total_loss: 0.0592, d_dis_loss: 1.3334, attack_loss: 0.0638
