Start vsl/resnet experiments on cifar10 at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.02, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.7540, e_total_loss: 1.8600, e_dis_loss: 0.4539, d_total_loss: 0.0409, d_dis_loss: 1.4356, attack_loss: 0.0734
[199]: fg_loss: 1.4191, e_total_loss: 1.5178, e_dis_loss: 0.5467, d_total_loss: 0.0275, d_dis_loss: 1.4451, attack_loss: 0.0610
[299]: fg_loss: 1.2796, e_total_loss: 1.3315, e_dis_loss: 0.7463, d_total_loss: 0.0260, d_dis_loss: 1.4780, attack_loss: 0.0515
[399]: fg_loss: 1.1224, e_total_loss: 1.1867, e_dis_loss: 0.9003, d_total_loss: 0.0258, d_dis_loss: 1.4886, attack_loss: 0.0539
[499]: fg_loss: 1.0347, e_total_loss: 0.9896, e_dis_loss: 0.7532, d_total_loss: 0.0252, d_dis_loss: 1.4544, attack_loss: 0.0494
[599]: fg_loss: 0.9508, e_total_loss: 0.8060, e_dis_loss: 0.7736, d_total_loss: 0.0250, d_dis_loss: 1.4504, attack_loss: 0.0484
[699]: fg_loss: 0.8845, e_total_loss: 0.6315, e_dis_loss: 0.7460, d_total_loss: 0.0250, d_dis_loss: 1.5065, attack_loss: 0.0474
[799]: fg_loss: 0.8187, e_total_loss: 0.5052, e_dis_loss: 0.6705, d_total_loss: 0.0243, d_dis_loss: 1.5058, attack_loss: 0.0506
[899]: fg_loss: 0.7650, e_total_loss: 0.3851, e_dis_loss: 0.6331, d_total_loss: 0.0250, d_dis_loss: 1.4860, attack_loss: 0.0488
[999]: fg_loss: 0.7336, e_total_loss: 0.2993, e_dis_loss: 0.5687, d_total_loss: 0.0245, d_dis_loss: 1.4807, attack_loss: 0.0512
[1099]: fg_loss: 0.6494, e_total_loss: 0.2368, e_dis_loss: 0.4962, d_total_loss: 0.0243, d_dis_loss: 1.5221, attack_loss: 0.0536
[1199]: fg_loss: 0.6502, e_total_loss: 0.2554, e_dis_loss: 0.4899, d_total_loss: 0.0246, d_dis_loss: 1.5096, attack_loss: 0.0480
[1299]: fg_loss: 0.6162, e_total_loss: 0.1983, e_dis_loss: 0.4798, d_total_loss: 0.0244, d_dis_loss: 1.4603, attack_loss: 0.0511
[1399]: fg_loss: 0.5670, e_total_loss: 0.1945, e_dis_loss: 0.4483, d_total_loss: 0.0247, d_dis_loss: 1.4894, attack_loss: 0.0472
