Start vsl/resnet experiments on cifar100 at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.02, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 4.2935, e_total_loss: 4.3254, e_dis_loss: 0.6740, d_total_loss: 0.0376, d_dis_loss: 1.5582, attack_loss: 0.0634
[199]: fg_loss: 3.8604, e_total_loss: 3.9233, e_dis_loss: 0.6756, d_total_loss: 0.0274, d_dis_loss: 1.5321, attack_loss: 0.0485
[299]: fg_loss: 3.6376, e_total_loss: 3.7323, e_dis_loss: 0.7567, d_total_loss: 0.0253, d_dis_loss: 1.5205, attack_loss: 0.0402
[399]: fg_loss: 3.4784, e_total_loss: 3.5953, e_dis_loss: 0.8225, d_total_loss: 0.0237, d_dis_loss: 1.5091, attack_loss: 0.0369
[499]: fg_loss: 3.2992, e_total_loss: 3.4676, e_dis_loss: 0.7085, d_total_loss: 0.0236, d_dis_loss: 1.5422, attack_loss: 0.0369
[599]: fg_loss: 3.1786, e_total_loss: 3.3250, e_dis_loss: 0.7792, d_total_loss: 0.0226, d_dis_loss: 1.4970, attack_loss: 0.0349
[699]: fg_loss: 3.0544, e_total_loss: 3.2044, e_dis_loss: 0.7446, d_total_loss: 0.0217, d_dis_loss: 1.4902, attack_loss: 0.0331
[799]: fg_loss: 2.9158, e_total_loss: 3.0679, e_dis_loss: 0.7948, d_total_loss: 0.0210, d_dis_loss: 1.5076, attack_loss: 0.0308
[899]: fg_loss: 2.8297, e_total_loss: 2.9854, e_dis_loss: 0.7542, d_total_loss: 0.0209, d_dis_loss: 1.4970, attack_loss: 0.0297
[999]: fg_loss: 2.7104, e_total_loss: 2.9047, e_dis_loss: 0.6579, d_total_loss: 0.0202, d_dis_loss: 1.5121, attack_loss: 0.0293
[1099]: fg_loss: 2.6409, e_total_loss: 2.7938, e_dis_loss: 0.6639, d_total_loss: 0.0196, d_dis_loss: 1.5074, attack_loss: 0.0292
[1199]: fg_loss: 2.5282, e_total_loss: 2.7451, e_dis_loss: 0.6544, d_total_loss: 0.0193, d_dis_loss: 1.4970, attack_loss: 0.0275
[1299]: fg_loss: 2.4657, e_total_loss: 2.6654, e_dis_loss: 0.5937, d_total_loss: 0.0191, d_dis_loss: 1.5100, attack_loss: 0.0273
[1399]: fg_loss: 2.4091, e_total_loss: 2.6207, e_dis_loss: 0.6273, d_total_loss: 0.0189, d_dis_loss: 1.5131, attack_loss: 0.0269
[1499]: fg_loss: 2.3015, e_total_loss: 2.5599, e_dis_loss: 0.5645, d_total_loss: 0.0180, d_dis_loss: 1.4990, attack_loss: 0.0257
[1599]: fg_loss: 2.2635, e_total_loss: 2.5207, e_dis_loss: 0.5807, d_total_loss: 0.0179, d_dis_loss: 1.4961, attack_loss: 0.0258
[1699]: fg_loss: 2.1885, e_total_loss: 2.4674, e_dis_loss: 0.5196, d_total_loss: 0.0174, d_dis_loss: 1.5061, attack_loss: 0.0264
[1799]: fg_loss: 2.1300, e_total_loss: 2.4144, e_dis_loss: 0.5099, d_total_loss: 0.0181, d_dis_loss: 1.5098, attack_loss: 0.0263
[1899]: fg_loss: 2.0853, e_total_loss: 2.3809, e_dis_loss: 0.5273, d_total_loss: 0.0171, d_dis_loss: 1.4960, attack_loss: 0.0267
[1999]: fg_loss: 2.0082, e_total_loss: 2.3452, e_dis_loss: 0.4883, d_total_loss: 0.0174, d_dis_loss: 1.5037, attack_loss: 0.0268
[2099]: fg_loss: 1.9943, e_total_loss: 2.2934, e_dis_loss: 0.4610, d_total_loss: 0.0168, d_dis_loss: 1.4964, attack_loss: 0.0265
[2199]: fg_loss: 1.9031, e_total_loss: 2.2691, e_dis_loss: 0.4326, d_total_loss: 0.0168, d_dis_loss: 1.5112, attack_loss: 0.0259
