Start vsl/plainnet experiments on cifar100 at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.02, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 4.4162, e_total_loss: 4.4349, e_dis_loss: 1.2579, d_total_loss: 0.0639, d_dis_loss: 1.5228, attack_loss: 0.0667
[199]: fg_loss: 4.1153, e_total_loss: 4.1358, e_dis_loss: 1.0457, d_total_loss: 0.0511, d_dis_loss: 1.4682, attack_loss: 0.0572
[299]: fg_loss: 3.9495, e_total_loss: 3.9931, e_dis_loss: 0.7804, d_total_loss: 0.0491, d_dis_loss: 1.4614, attack_loss: 0.0491
[399]: fg_loss: 3.8237, e_total_loss: 3.8764, e_dis_loss: 0.8715, d_total_loss: 0.0449, d_dis_loss: 1.4898, attack_loss: 0.0471
[499]: fg_loss: 3.6716, e_total_loss: 3.7394, e_dis_loss: 0.8530, d_total_loss: 0.0440, d_dis_loss: 1.4769, attack_loss: 0.0462
[599]: fg_loss: 3.5681, e_total_loss: 3.6583, e_dis_loss: 0.8716, d_total_loss: 0.0409, d_dis_loss: 1.4502, attack_loss: 0.0455
[699]: fg_loss: 3.4675, e_total_loss: 3.5627, e_dis_loss: 0.6704, d_total_loss: 0.0414, d_dis_loss: 1.4526, attack_loss: 0.0451
[799]: fg_loss: 3.3586, e_total_loss: 3.4566, e_dis_loss: 0.8412, d_total_loss: 0.0389, d_dis_loss: 1.4763, attack_loss: 0.0432
[899]: fg_loss: 3.2779, e_total_loss: 3.4087, e_dis_loss: 0.6668, d_total_loss: 0.0390, d_dis_loss: 1.4858, attack_loss: 0.0439
[999]: fg_loss: 3.1852, e_total_loss: 3.3235, e_dis_loss: 0.6865, d_total_loss: 0.0385, d_dis_loss: 1.4521, attack_loss: 0.0434
[1099]: fg_loss: 3.1056, e_total_loss: 3.2297, e_dis_loss: 0.6922, d_total_loss: 0.0376, d_dis_loss: 1.4947, attack_loss: 0.0431
[1199]: fg_loss: 3.0108, e_total_loss: 3.1888, e_dis_loss: 0.6051, d_total_loss: 0.0369, d_dis_loss: 1.4699, attack_loss: 0.0431
[1299]: fg_loss: 2.9539, e_total_loss: 3.0917, e_dis_loss: 0.5430, d_total_loss: 0.0368, d_dis_loss: 1.4972, attack_loss: 0.0433
[1399]: fg_loss: 2.8741, e_total_loss: 3.0419, e_dis_loss: 0.5691, d_total_loss: 0.0365, d_dis_loss: 1.4623, attack_loss: 0.0423
[1499]: fg_loss: 2.7748, e_total_loss: 2.9799, e_dis_loss: 0.5297, d_total_loss: 0.0360, d_dis_loss: 1.4715, attack_loss: 0.0432
[1599]: fg_loss: 2.7176, e_total_loss: 2.9093, e_dis_loss: 0.5353, d_total_loss: 0.0363, d_dis_loss: 1.4801, attack_loss: 0.0405
[1699]: fg_loss: 2.6638, e_total_loss: 2.8956, e_dis_loss: 0.4934, d_total_loss: 0.0355, d_dis_loss: 1.4856, attack_loss: 0.0414
[1799]: fg_loss: 2.5984, e_total_loss: 2.7989, e_dis_loss: 0.5119, d_total_loss: 0.0353, d_dis_loss: 1.4727, attack_loss: 0.0408
[1899]: fg_loss: 2.5409, e_total_loss: 2.7837, e_dis_loss: 0.4781, d_total_loss: 0.0341, d_dis_loss: 1.4729, attack_loss: 0.0405
[1999]: fg_loss: 2.4744, e_total_loss: 2.7232, e_dis_loss: 0.5538, d_total_loss: 0.0342, d_dis_loss: 1.4916, attack_loss: 0.0394
[2099]: fg_loss: 2.4551, e_total_loss: 2.7038, e_dis_loss: 0.4915, d_total_loss: 0.0338, d_dis_loss: 1.4895, attack_loss: 0.0391
[2199]: fg_loss: 2.3685, e_total_loss: 2.6434, e_dis_loss: 0.4982, d_total_loss: 0.0345, d_dis_loss: 1.4768, attack_loss: 0.0393
[2299]: fg_loss: 2.3360, e_total_loss: 2.6486, e_dis_loss: 0.4480, d_total_loss: 0.0328, d_dis_loss: 1.4741, attack_loss: 0.0397
[2399]: fg_loss: 2.2706, e_total_loss: 2.5762, e_dis_loss: 0.4465, d_total_loss: 0.0335, d_dis_loss: 1.4675, attack_loss: 0.0398
[2499]: fg_loss: 2.2484, e_total_loss: 2.5532, e_dis_loss: 0.3796, d_total_loss: 0.0319, d_dis_loss: 1.4944, attack_loss: 0.0399
[2599]: fg_loss: 2.2122, e_total_loss: 2.5151, e_dis_loss: 0.3941, d_total_loss: 0.0326, d_dis_loss: 1.4822, attack_loss: 0.0405
[2699]: fg_loss: 2.1351, e_total_loss: 2.4876, e_dis_loss: 0.3934, d_total_loss: 0.0313, d_dis_loss: 1.4733, attack_loss: 0.0398
[2799]: fg_loss: 2.1376, e_total_loss: 2.4567, e_dis_loss: 0.3633, d_total_loss: 0.0320, d_dis_loss: 1.4619, attack_loss: 0.0396
[2899]: fg_loss: 2.0396, e_total_loss: 2.4227, e_dis_loss: 0.3444, d_total_loss: 0.0312, d_dis_loss: 1.4761, attack_loss: 0.0404
[2999]: fg_loss: 2.0306, e_total_loss: 2.3998, e_dis_loss: 0.3285, d_total_loss: 0.0314, d_dis_loss: 1.4913, attack_loss: 0.0390
[3099]: fg_loss: 1.9747, e_total_loss: 2.3888, e_dis_loss: 0.2990, d_total_loss: 0.0318, d_dis_loss: 1.4849, attack_loss: 0.0389
[3199]: fg_loss: 1.9279, e_total_loss: 2.3771, e_dis_loss: 0.3057, d_total_loss: 0.0321, d_dis_loss: 1.4980, attack_loss: 0.0387
[3299]: fg_loss: 1.9174, e_total_loss: 2.3424, e_dis_loss: 0.3049, d_total_loss: 0.0309, d_dis_loss: 1.4643, attack_loss: 0.0397
[3399]: fg_loss: 1.8488, e_total_loss: 2.3314, e_dis_loss: 0.3056, d_total_loss: 0.0307, d_dis_loss: 1.4911, attack_loss: 0.0381
[3499]: fg_loss: 1.8415, e_total_loss: 2.2761, e_dis_loss: 0.2818, d_total_loss: 0.0305, d_dis_loss: 1.4645, attack_loss: 0.0385
[3599]: fg_loss: 1.7782, e_total_loss: 2.3061, e_dis_loss: 0.2681, d_total_loss: 0.0305, d_dis_loss: 1.4674, attack_loss: 0.0390
[3699]: fg_loss: 1.7511, e_total_loss: 2.2484, e_dis_loss: 0.2426, d_total_loss: 0.0307, d_dis_loss: 1.4883, attack_loss: 0.0389
[3799]: fg_loss: 1.7151, e_total_loss: 2.2611, e_dis_loss: 0.2400, d_total_loss: 0.0301, d_dis_loss: 1.4584, attack_loss: 0.0390
[3899]: fg_loss: 1.6696, e_total_loss: 2.2151, e_dis_loss: 0.2444, d_total_loss: 0.0305, d_dis_loss: 1.5056, attack_loss: 0.0386
[3999]: fg_loss: 1.6654, e_total_loss: 2.2302, e_dis_loss: 0.2261, d_total_loss: 0.0303, d_dis_loss: 1.4652, attack_loss: 0.0388
[4099]: fg_loss: 1.6162, e_total_loss: 2.1933, e_dis_loss: 0.2119, d_total_loss: 0.0304, d_dis_loss: 1.4704, attack_loss: 0.0379
[4199]: fg_loss: 1.6017, e_total_loss: 2.2197, e_dis_loss: 0.2122, d_total_loss: 0.0297, d_dis_loss: 1.4769, attack_loss: 0.0386
[4299]: fg_loss: 1.5254, e_total_loss: 2.1752, e_dis_loss: 0.1924, d_total_loss: 0.0300, d_dis_loss: 1.4875, attack_loss: 0.0384
[4399]: fg_loss: 1.4933, e_total_loss: 2.1867, e_dis_loss: 0.1771, d_total_loss: 0.0291, d_dis_loss: 1.4647, attack_loss: 0.0369
[4499]: fg_loss: 1.4778, e_total_loss: 2.1247, e_dis_loss: 0.1823, d_total_loss: 0.0300, d_dis_loss: 1.4609, attack_loss: 0.0389
[4599]: fg_loss: 1.4286, e_total_loss: 2.1640, e_dis_loss: 0.1815, d_total_loss: 0.0291, d_dis_loss: 1.4715, attack_loss: 0.0378
[4699]: fg_loss: 1.4243, e_total_loss: 2.0947, e_dis_loss: 0.1808, d_total_loss: 0.0295, d_dis_loss: 1.4662, attack_loss: 0.0384
[4799]: fg_loss: 1.3838, e_total_loss: 2.1318, e_dis_loss: 0.1499, d_total_loss: 0.0293, d_dis_loss: 1.4675, attack_loss: 0.0383
[4899]: fg_loss: 1.3537, e_total_loss: 2.1133, e_dis_loss: 0.1582, d_total_loss: 0.0292, d_dis_loss: 1.4607, attack_loss: 0.0377
[4999]: fg_loss: 1.3098, e_total_loss: 2.0651, e_dis_loss: 0.1351, d_total_loss: 0.0288, d_dis_loss: 1.4651, attack_loss: 0.0376
[5099]: fg_loss: 1.2804, e_total_loss: 2.0635, e_dis_loss: 0.1243, d_total_loss: 0.0287, d_dis_loss: 1.4752, attack_loss: 0.0381
[5199]: fg_loss: 1.2808, e_total_loss: 2.0854, e_dis_loss: 0.1278, d_total_loss: 0.0289, d_dis_loss: 1.4501, attack_loss: 0.0380
[5299]: fg_loss: 1.2342, e_total_loss: 2.0341, e_dis_loss: 0.1313, d_total_loss: 0.0284, d_dis_loss: 1.4727, attack_loss: 0.0377
[5399]: fg_loss: 1.2275, e_total_loss: 2.0368, e_dis_loss: 0.1235, d_total_loss: 0.0289, d_dis_loss: 1.4615, attack_loss: 0.0384
[5499]: fg_loss: 1.1843, e_total_loss: 2.0245, e_dis_loss: 0.1118, d_total_loss: 0.0283, d_dis_loss: 1.4790, attack_loss: 0.0397
[5599]: fg_loss: 1.1535, e_total_loss: 2.0087, e_dis_loss: 0.1091, d_total_loss: 0.0286, d_dis_loss: 1.4606, attack_loss: 0.0378
[5699]: fg_loss: 1.1103, e_total_loss: 2.0227, e_dis_loss: 0.1050, d_total_loss: 0.0287, d_dis_loss: 1.4676, attack_loss: 0.0383
[5799]: fg_loss: 1.0625, e_total_loss: 1.9851, e_dis_loss: 0.0915, d_total_loss: 0.0289, d_dis_loss: 1.4695, attack_loss: 0.0382
[5899]: fg_loss: 1.1017, e_total_loss: 2.0033, e_dis_loss: 0.0886, d_total_loss: 0.0283, d_dis_loss: 1.4573, attack_loss: 0.0384
[5999]: fg_loss: 1.0250, e_total_loss: 1.9470, e_dis_loss: 0.0816, d_total_loss: 0.0286, d_dis_loss: 1.4771, attack_loss: 0.0381
[6099]: fg_loss: 1.0332, e_total_loss: 1.9684, e_dis_loss: 0.0670, d_total_loss: 0.0279, d_dis_loss: 1.4766, attack_loss: 0.0384
[6199]: fg_loss: 0.9845, e_total_loss: 1.9585, e_dis_loss: 0.0880, d_total_loss: 0.0285, d_dis_loss: 1.4779, attack_loss: 0.0376
[6299]: fg_loss: 0.9436, e_total_loss: 1.9462, e_dis_loss: 0.0786, d_total_loss: 0.0278, d_dis_loss: 1.4734, attack_loss: 0.0373
[6399]: fg_loss: 0.9323, e_total_loss: 1.9277, e_dis_loss: 0.0777, d_total_loss: 0.0277, d_dis_loss: 1.4677, attack_loss: 0.0378
[6499]: fg_loss: 0.9067, e_total_loss: 1.9447, e_dis_loss: 0.0806, d_total_loss: 0.0272, d_dis_loss: 1.4694, attack_loss: 0.0368
