Start vsl/plainnet experiments on stl10 at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.02, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.8695, e_total_loss: 1.8347, e_dis_loss: 0.8396, d_total_loss: 0.0633, d_dis_loss: 1.5933, attack_loss: 0.0695
[199]: fg_loss: 1.6971, e_total_loss: 1.5579, e_dis_loss: 0.5824, d_total_loss: 0.0517, d_dis_loss: 1.6023, attack_loss: 0.0618
[299]: fg_loss: 1.6699, e_total_loss: 1.3708, e_dis_loss: 0.4862, d_total_loss: 0.0531, d_dis_loss: 1.6216, attack_loss: 0.0616
[399]: fg_loss: 1.6166, e_total_loss: 1.2098, e_dis_loss: 0.5109, d_total_loss: 0.0528, d_dis_loss: 1.6144, attack_loss: 0.0610
[499]: fg_loss: 1.5900, e_total_loss: 1.1023, e_dis_loss: 0.5654, d_total_loss: 0.0543, d_dis_loss: 1.6077, attack_loss: 0.0578
[599]: fg_loss: 1.5386, e_total_loss: 0.9436, e_dis_loss: 0.4955, d_total_loss: 0.0541, d_dis_loss: 1.5905, attack_loss: 0.0605
[699]: fg_loss: 1.4636, e_total_loss: 0.8233, e_dis_loss: 0.5530, d_total_loss: 0.0543, d_dis_loss: 1.5972, attack_loss: 0.0602
[799]: fg_loss: 1.4462, e_total_loss: 0.6606, e_dis_loss: 0.5142, d_total_loss: 0.0543, d_dis_loss: 1.5910, attack_loss: 0.0568
[899]: fg_loss: 1.3682, e_total_loss: 0.5499, e_dis_loss: 0.4762, d_total_loss: 0.0532, d_dis_loss: 1.5884, attack_loss: 0.0573
[999]: fg_loss: 1.3438, e_total_loss: 0.4169, e_dis_loss: 0.4424, d_total_loss: 0.0521, d_dis_loss: 1.5839, attack_loss: 0.0583
[1099]: fg_loss: 1.2638, e_total_loss: 0.3569, e_dis_loss: 0.4261, d_total_loss: 0.0505, d_dis_loss: 1.5835, attack_loss: 0.0625
[1199]: fg_loss: 1.2765, e_total_loss: 0.3187, e_dis_loss: 0.4537, d_total_loss: 0.0505, d_dis_loss: 1.5709, attack_loss: 0.0583
[1299]: fg_loss: 1.1999, e_total_loss: 0.2651, e_dis_loss: 0.4731, d_total_loss: 0.0500, d_dis_loss: 1.5692, attack_loss: 0.0603
[1399]: fg_loss: 1.2039, e_total_loss: 0.2705, e_dis_loss: 0.4878, d_total_loss: 0.0497, d_dis_loss: 1.5673, attack_loss: 0.0607
[1499]: fg_loss: 1.1352, e_total_loss: 0.2584, e_dis_loss: 0.6358, d_total_loss: 0.0495, d_dis_loss: 1.5811, attack_loss: 0.0589
[1599]: fg_loss: 1.1351, e_total_loss: 0.2480, e_dis_loss: 0.6219, d_total_loss: 0.0505, d_dis_loss: 1.5723, attack_loss: 0.0593
[1699]: fg_loss: 1.0949, e_total_loss: 0.2010, e_dis_loss: 0.5970, d_total_loss: 0.0500, d_dis_loss: 1.5775, attack_loss: 0.0608
[1799]: fg_loss: 1.0975, e_total_loss: 0.1901, e_dis_loss: 0.6560, d_total_loss: 0.0489, d_dis_loss: 1.5806, attack_loss: 0.0608
[1899]: fg_loss: 1.0581, e_total_loss: 0.1923, e_dis_loss: 0.6345, d_total_loss: 0.0484, d_dis_loss: 1.5810, attack_loss: 0.0605
[1999]: fg_loss: 1.0258, e_total_loss: 0.1757, e_dis_loss: 0.6362, d_total_loss: 0.0485, d_dis_loss: 1.5737, attack_loss: 0.0609
[2099]: fg_loss: 1.0070, e_total_loss: 0.1643, e_dis_loss: 0.6760, d_total_loss: 0.0487, d_dis_loss: 1.5660, attack_loss: 0.0628
[2199]: fg_loss: 0.9795, e_total_loss: 0.1451, e_dis_loss: 0.6443, d_total_loss: 0.0477, d_dis_loss: 1.5661, attack_loss: 0.0610
[2299]: fg_loss: 0.9671, e_total_loss: 0.1486, e_dis_loss: 0.7035, d_total_loss: 0.0471, d_dis_loss: 1.5678, attack_loss: 0.0614
[2399]: fg_loss: 0.9487, e_total_loss: 0.1305, e_dis_loss: 0.7905, d_total_loss: 0.0473, d_dis_loss: 1.5601, attack_loss: 0.0590
[2499]: fg_loss: 0.9427, e_total_loss: 0.1333, e_dis_loss: 0.7609, d_total_loss: 0.0468, d_dis_loss: 1.5609, attack_loss: 0.0594
[2599]: fg_loss: 0.9124, e_total_loss: 0.1162, e_dis_loss: 0.7529, d_total_loss: 0.0465, d_dis_loss: 1.5718, attack_loss: 0.0600
[2699]: fg_loss: 0.9105, e_total_loss: 0.1241, e_dis_loss: 0.7653, d_total_loss: 0.0457, d_dis_loss: 1.5552, attack_loss: 0.0579
[2799]: fg_loss: 0.8770, e_total_loss: 0.1086, e_dis_loss: 0.9144, d_total_loss: 0.0454, d_dis_loss: 1.5499, attack_loss: 0.0565
[2899]: fg_loss: 0.8642, e_total_loss: 0.1012, e_dis_loss: 0.8554, d_total_loss: 0.0443, d_dis_loss: 1.5605, attack_loss: 0.0573
[2999]: fg_loss: 0.8538, e_total_loss: 0.0829, e_dis_loss: 0.8424, d_total_loss: 0.0440, d_dis_loss: 1.5575, attack_loss: 0.0561
[3099]: fg_loss: 0.7975, e_total_loss: 0.0774, e_dis_loss: 0.9037, d_total_loss: 0.0427, d_dis_loss: 1.5699, attack_loss: 0.0558
[3199]: fg_loss: 0.8007, e_total_loss: 0.0835, e_dis_loss: 0.8781, d_total_loss: 0.0434, d_dis_loss: 1.5539, attack_loss: 0.0560
[3299]: fg_loss: 0.7683, e_total_loss: 0.1044, e_dis_loss: 0.7805, d_total_loss: 0.0447, d_dis_loss: 1.5659, attack_loss: 0.0569
[3399]: fg_loss: 0.7694, e_total_loss: 0.1730, e_dis_loss: 0.5866, d_total_loss: 0.0443, d_dis_loss: 1.5207, attack_loss: 0.0554
[3499]: fg_loss: 0.7289, e_total_loss: 0.2523, e_dis_loss: 0.4244, d_total_loss: 0.0448, d_dis_loss: 1.5582, attack_loss: 0.0554
[3599]: fg_loss: 0.7194, e_total_loss: 0.0969, e_dis_loss: 0.6303, d_total_loss: 0.0400, d_dis_loss: 1.5465, attack_loss: 0.0533
[3699]: fg_loss: 0.6915, e_total_loss: 0.0722, e_dis_loss: 0.7896, d_total_loss: 0.0400, d_dis_loss: 1.5349, attack_loss: 0.0556
