Start vsl/resnet experiments on stl10 at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.02, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.8593, e_total_loss: 1.9292, e_dis_loss: 0.4991, d_total_loss: 0.0424, d_dis_loss: 1.5150, attack_loss: 0.0896
[199]: fg_loss: 1.6648, e_total_loss: 1.7341, e_dis_loss: 0.3487, d_total_loss: 0.0293, d_dis_loss: 1.5370, attack_loss: 0.0661
[299]: fg_loss: 1.6032, e_total_loss: 1.6768, e_dis_loss: 0.3476, d_total_loss: 0.0279, d_dis_loss: 1.5268, attack_loss: 0.0549
[399]: fg_loss: 1.5380, e_total_loss: 1.6328, e_dis_loss: 0.3931, d_total_loss: 0.0268, d_dis_loss: 1.5072, attack_loss: 0.0467
[499]: fg_loss: 1.4408, e_total_loss: 1.6003, e_dis_loss: 0.4266, d_total_loss: 0.0258, d_dis_loss: 1.4892, attack_loss: 0.0598
[599]: fg_loss: 1.3777, e_total_loss: 1.5341, e_dis_loss: 0.3868, d_total_loss: 0.0284, d_dis_loss: 1.4969, attack_loss: 0.0455
[699]: fg_loss: 1.2830, e_total_loss: 1.5039, e_dis_loss: 0.4536, d_total_loss: 0.0331, d_dis_loss: 1.4931, attack_loss: 0.0440
[799]: fg_loss: 1.2374, e_total_loss: 1.3997, e_dis_loss: 0.4974, d_total_loss: 0.0321, d_dis_loss: 1.4798, attack_loss: 0.0455
[899]: fg_loss: 1.1778, e_total_loss: 1.3177, e_dis_loss: 0.5353, d_total_loss: 0.0294, d_dis_loss: 1.4813, attack_loss: 0.0436
[999]: fg_loss: 1.1481, e_total_loss: 1.3056, e_dis_loss: 0.4776, d_total_loss: 0.0291, d_dis_loss: 1.4980, attack_loss: 0.0444
[1099]: fg_loss: 1.0938, e_total_loss: 1.2542, e_dis_loss: 0.5387, d_total_loss: 0.0292, d_dis_loss: 1.4860, attack_loss: 0.0402
[1199]: fg_loss: 1.1146, e_total_loss: 1.2087, e_dis_loss: 0.5605, d_total_loss: 0.0266, d_dis_loss: 1.4731, attack_loss: 0.0455
[1299]: fg_loss: 1.0562, e_total_loss: 1.1971, e_dis_loss: 0.4537, d_total_loss: 0.0273, d_dis_loss: 1.4731, attack_loss: 0.0428
[1399]: fg_loss: 1.0380, e_total_loss: 1.1741, e_dis_loss: 0.5481, d_total_loss: 0.0286, d_dis_loss: 1.4836, attack_loss: 0.0398
[1499]: fg_loss: 0.9793, e_total_loss: 1.1132, e_dis_loss: 0.5878, d_total_loss: 0.0269, d_dis_loss: 1.4759, attack_loss: 0.0404
[1599]: fg_loss: 1.0049, e_total_loss: 1.1524, e_dis_loss: 0.5288, d_total_loss: 0.0279, d_dis_loss: 1.4671, attack_loss: 0.0449
[1699]: fg_loss: 0.9335, e_total_loss: 1.0609, e_dis_loss: 0.5889, d_total_loss: 0.0268, d_dis_loss: 1.4838, attack_loss: 0.0421
[1799]: fg_loss: 0.9348, e_total_loss: 1.0750, e_dis_loss: 0.5350, d_total_loss: 0.0261, d_dis_loss: 1.4606, attack_loss: 0.0439
[1899]: fg_loss: 0.8931, e_total_loss: 1.0266, e_dis_loss: 0.4958, d_total_loss: 0.0265, d_dis_loss: 1.4884, attack_loss: 0.0440
[1999]: fg_loss: 0.8801, e_total_loss: 1.0088, e_dis_loss: 0.5356, d_total_loss: 0.0277, d_dis_loss: 1.4790, attack_loss: 0.0447
[2099]: fg_loss: 0.8432, e_total_loss: 0.9584, e_dis_loss: 0.4871, d_total_loss: 0.0269, d_dis_loss: 1.4867, attack_loss: 0.0437
[2199]: fg_loss: 0.8240, e_total_loss: 0.9929, e_dis_loss: 0.4510, d_total_loss: 0.0278, d_dis_loss: 1.4847, attack_loss: 0.0432
[2299]: fg_loss: 0.8075, e_total_loss: 0.9819, e_dis_loss: 0.3981, d_total_loss: 0.0268, d_dis_loss: 1.4725, attack_loss: 0.0428
[2399]: fg_loss: 0.7721, e_total_loss: 0.9017, e_dis_loss: 0.4110, d_total_loss: 0.0273, d_dis_loss: 1.4698, attack_loss: 0.0421
[2499]: fg_loss: 0.7852, e_total_loss: 0.8813, e_dis_loss: 0.4024, d_total_loss: 0.0268, d_dis_loss: 1.4808, attack_loss: 0.0410
[2599]: fg_loss: 0.7383, e_total_loss: 0.8472, e_dis_loss: 0.3406, d_total_loss: 0.0285, d_dis_loss: 1.4680, attack_loss: 0.0413
[2699]: fg_loss: 0.7406, e_total_loss: 0.8596, e_dis_loss: 0.3797, d_total_loss: 0.0276, d_dis_loss: 1.4746, attack_loss: 0.0454
[2799]: fg_loss: 0.6840, e_total_loss: 0.7776, e_dis_loss: 0.3650, d_total_loss: 0.0275, d_dis_loss: 1.4685, attack_loss: 0.0401
[2899]: fg_loss: 0.6650, e_total_loss: 0.7863, e_dis_loss: 0.3659, d_total_loss: 0.0275, d_dis_loss: 1.4970, attack_loss: 0.0432
[2999]: fg_loss: 0.6651, e_total_loss: 0.7589, e_dis_loss: 0.3773, d_total_loss: 0.0287, d_dis_loss: 1.4465, attack_loss: 0.0417
[3099]: fg_loss: 0.5982, e_total_loss: 0.6961, e_dis_loss: 0.3791, d_total_loss: 0.0271, d_dis_loss: 1.4714, attack_loss: 0.0424
[3199]: fg_loss: 0.6002, e_total_loss: 0.6878, e_dis_loss: 0.3722, d_total_loss: 0.0286, d_dis_loss: 1.4761, attack_loss: 0.0396
[3299]: fg_loss: 0.5584, e_total_loss: 0.6810, e_dis_loss: 0.3678, d_total_loss: 0.0281, d_dis_loss: 1.4786, attack_loss: 0.0419
[3399]: fg_loss: 0.5943, e_total_loss: 0.6393, e_dis_loss: 0.4116, d_total_loss: 0.0283, d_dis_loss: 1.4733, attack_loss: 0.0415
[3499]: fg_loss: 0.4989, e_total_loss: 0.5794, e_dis_loss: 0.3387, d_total_loss: 0.0274, d_dis_loss: 1.4655, attack_loss: 0.0421
[3599]: fg_loss: 0.4694, e_total_loss: 0.5867, e_dis_loss: 0.3883, d_total_loss: 0.0280, d_dis_loss: 1.4856, attack_loss: 0.0403
[3699]: fg_loss: 0.4662, e_total_loss: 0.5545, e_dis_loss: 0.3160, d_total_loss: 0.0287, d_dis_loss: 1.4809, attack_loss: 0.0420
[3799]: fg_loss: 0.4302, e_total_loss: 0.4893, e_dis_loss: 0.2893, d_total_loss: 0.0282, d_dis_loss: 1.4643, attack_loss: 0.0418
[3899]: fg_loss: 0.4062, e_total_loss: 0.5000, e_dis_loss: 0.3344, d_total_loss: 0.0286, d_dis_loss: 1.4722, attack_loss: 0.0438
[3999]: fg_loss: 0.3944, e_total_loss: 0.4798, e_dis_loss: 0.2797, d_total_loss: 0.0283, d_dis_loss: 1.4644, attack_loss: 0.0425
[4099]: fg_loss: 0.3831, e_total_loss: 0.4435, e_dis_loss: 0.2981, d_total_loss: 0.0283, d_dis_loss: 1.4821, attack_loss: 0.0415
[4199]: fg_loss: 0.3525, e_total_loss: 0.4119, e_dis_loss: 0.3214, d_total_loss: 0.0277, d_dis_loss: 1.4689, attack_loss: 0.0414
[4299]: fg_loss: 0.3343, e_total_loss: 0.3720, e_dis_loss: 0.2807, d_total_loss: 0.0281, d_dis_loss: 1.4667, attack_loss: 0.0414
[4399]: fg_loss: 0.2676, e_total_loss: 0.3767, e_dis_loss: 0.2542, d_total_loss: 0.0280, d_dis_loss: 1.4588, attack_loss: 0.0394
[4499]: fg_loss: 0.2778, e_total_loss: 0.4637, e_dis_loss: 0.2268, d_total_loss: 0.0285, d_dis_loss: 1.4604, attack_loss: 0.0416
[4599]: fg_loss: 0.2486, e_total_loss: 0.3392, e_dis_loss: 0.2132, d_total_loss: 0.0280, d_dis_loss: 1.4396, attack_loss: 0.0426
[4699]: fg_loss: 0.2527, e_total_loss: 0.3109, e_dis_loss: 0.2279, d_total_loss: 0.0277, d_dis_loss: 1.4621, attack_loss: 0.0413
[4799]: fg_loss: 0.2222, e_total_loss: 0.2868, e_dis_loss: 0.2564, d_total_loss: 0.0278, d_dis_loss: 1.4661, attack_loss: 0.0398
[4899]: fg_loss: 0.2241, e_total_loss: 0.2623, e_dis_loss: 0.2509, d_total_loss: 0.0277, d_dis_loss: 1.4621, attack_loss: 0.0425
[4999]: fg_loss: 0.1713, e_total_loss: 0.2573, e_dis_loss: 0.2241, d_total_loss: 0.0272, d_dis_loss: 1.4420, attack_loss: 0.0415
[5099]: fg_loss: 0.1889, e_total_loss: 0.2722, e_dis_loss: 0.2215, d_total_loss: 0.0280, d_dis_loss: 1.4554, attack_loss: 0.0406
[5199]: fg_loss: 0.1746, e_total_loss: 0.2320, e_dis_loss: 0.2923, d_total_loss: 0.0277, d_dis_loss: 1.4536, attack_loss: 0.0399
[5299]: fg_loss: 0.1458, e_total_loss: 0.2567, e_dis_loss: 0.2326, d_total_loss: 0.0271, d_dis_loss: 1.4621, attack_loss: 0.0397
[5399]: fg_loss: 0.1601, e_total_loss: 0.2286, e_dis_loss: 0.2537, d_total_loss: 0.0268, d_dis_loss: 1.4484, attack_loss: 0.0385
[5499]: fg_loss: 0.1556, e_total_loss: 0.3088, e_dis_loss: 0.2365, d_total_loss: 0.0277, d_dis_loss: 1.4773, attack_loss: 0.0400
[5599]: fg_loss: 0.1488, e_total_loss: 0.2164, e_dis_loss: 0.2211, d_total_loss: 0.0270, d_dis_loss: 1.4500, attack_loss: 0.0405
[5699]: fg_loss: 0.1456, e_total_loss: 0.2194, e_dis_loss: 0.2525, d_total_loss: 0.0268, d_dis_loss: 1.4556, attack_loss: 0.0398
[5799]: fg_loss: 0.1263, e_total_loss: 0.1939, e_dis_loss: 0.2475, d_total_loss: 0.0279, d_dis_loss: 1.4716, attack_loss: 0.0404
[5899]: fg_loss: 0.1170, e_total_loss: 0.2035, e_dis_loss: 0.2776, d_total_loss: 0.0273, d_dis_loss: 1.4552, attack_loss: 0.0390
