Start vsl/resnet experiments on tinyimagenet at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.02, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 5.1159, e_total_loss: 5.1976, e_dis_loss: 0.5259, d_total_loss: 0.0324, d_dis_loss: 1.5166, attack_loss: 0.0800
[199]: fg_loss: 4.7050, e_total_loss: 4.8235, e_dis_loss: 0.4773, d_total_loss: 0.0323, d_dis_loss: 1.5370, attack_loss: 0.0604
[299]: fg_loss: 4.4632, e_total_loss: 4.6314, e_dis_loss: 0.7494, d_total_loss: 0.0419, d_dis_loss: 1.5444, attack_loss: 0.0549
[399]: fg_loss: 4.3311, e_total_loss: 4.4567, e_dis_loss: 0.8323, d_total_loss: 0.0419, d_dis_loss: 1.5386, attack_loss: 0.0495
[499]: fg_loss: 4.1701, e_total_loss: 4.3182, e_dis_loss: 0.6678, d_total_loss: 0.0373, d_dis_loss: 1.5491, attack_loss: 0.0462
[599]: fg_loss: 4.0875, e_total_loss: 4.2591, e_dis_loss: 0.6701, d_total_loss: 0.0373, d_dis_loss: 1.5398, attack_loss: 0.0474
[699]: fg_loss: 3.9668, e_total_loss: 4.1740, e_dis_loss: 0.6541, d_total_loss: 0.0349, d_dis_loss: 1.5274, attack_loss: 0.0476
[799]: fg_loss: 3.9158, e_total_loss: 4.0877, e_dis_loss: 0.6788, d_total_loss: 0.0327, d_dis_loss: 1.5545, attack_loss: 0.0471
[899]: fg_loss: 3.8195, e_total_loss: 4.0463, e_dis_loss: 0.7598, d_total_loss: 0.0342, d_dis_loss: 1.5681, attack_loss: 0.0444
[999]: fg_loss: 3.7559, e_total_loss: 3.9445, e_dis_loss: 0.7462, d_total_loss: 0.0322, d_dis_loss: 1.5385, attack_loss: 0.0418
[1099]: fg_loss: 3.6839, e_total_loss: 3.8894, e_dis_loss: 0.6531, d_total_loss: 0.0304, d_dis_loss: 1.5079, attack_loss: 0.0396
[1199]: fg_loss: 3.6142, e_total_loss: 3.8603, e_dis_loss: 0.7315, d_total_loss: 0.0293, d_dis_loss: 1.5436, attack_loss: 0.0396
[1299]: fg_loss: 3.5477, e_total_loss: 3.7929, e_dis_loss: 0.6096, d_total_loss: 0.0287, d_dis_loss: 1.5820, attack_loss: 0.0406
[1399]: fg_loss: 3.5023, e_total_loss: 3.7403, e_dis_loss: 0.6464, d_total_loss: 0.0277, d_dis_loss: 1.5028, attack_loss: 0.0383
[1499]: fg_loss: 3.4480, e_total_loss: 3.6907, e_dis_loss: 0.6364, d_total_loss: 0.0269, d_dis_loss: 1.5347, attack_loss: 0.0364
[1599]: fg_loss: 3.3824, e_total_loss: 3.6759, e_dis_loss: 0.7994, d_total_loss: 0.0258, d_dis_loss: 1.5310, attack_loss: 0.0368
[1699]: fg_loss: 3.3580, e_total_loss: 3.6288, e_dis_loss: 0.6739, d_total_loss: 0.0267, d_dis_loss: 1.5428, attack_loss: 0.0358
[1799]: fg_loss: 3.2800, e_total_loss: 3.5514, e_dis_loss: 0.6837, d_total_loss: 0.0254, d_dis_loss: 1.5088, attack_loss: 0.0347
[1899]: fg_loss: 3.2587, e_total_loss: 3.5285, e_dis_loss: 0.6558, d_total_loss: 0.0241, d_dis_loss: 1.5287, attack_loss: 0.0342
[1999]: fg_loss: 3.1748, e_total_loss: 3.5143, e_dis_loss: 0.7015, d_total_loss: 0.0246, d_dis_loss: 1.5315, attack_loss: 0.0360
[2099]: fg_loss: 3.1844, e_total_loss: 3.4837, e_dis_loss: 0.7363, d_total_loss: 0.0237, d_dis_loss: 1.5274, attack_loss: 0.0349
[2199]: fg_loss: 3.1160, e_total_loss: 3.4410, e_dis_loss: 0.8322, d_total_loss: 0.0232, d_dis_loss: 1.5424, attack_loss: 0.0331
[2299]: fg_loss: 3.0881, e_total_loss: 3.4246, e_dis_loss: 0.7074, d_total_loss: 0.0228, d_dis_loss: 1.5366, attack_loss: 0.0336
[2399]: fg_loss: 3.0389, e_total_loss: 3.3642, e_dis_loss: 0.6357, d_total_loss: 0.0224, d_dis_loss: 1.5447, attack_loss: 0.0340
[2499]: fg_loss: 3.0125, e_total_loss: 3.3231, e_dis_loss: 0.5742, d_total_loss: 0.0218, d_dis_loss: 1.5324, attack_loss: 0.0313
[2599]: fg_loss: 2.9672, e_total_loss: 3.3242, e_dis_loss: 0.6058, d_total_loss: 0.0213, d_dis_loss: 1.5358, attack_loss: 0.0317
[2699]: fg_loss: 2.9255, e_total_loss: 3.2686, e_dis_loss: 0.5999, d_total_loss: 0.0213, d_dis_loss: 1.5130, attack_loss: 0.0301
[2799]: fg_loss: 2.9239, e_total_loss: 3.2593, e_dis_loss: 0.5912, d_total_loss: 0.0223, d_dis_loss: 1.5323, attack_loss: 0.0305
[2899]: fg_loss: 2.8644, e_total_loss: 3.2400, e_dis_loss: 0.5995, d_total_loss: 0.0215, d_dis_loss: 1.5270, attack_loss: 0.0299
[2999]: fg_loss: 2.8234, e_total_loss: 3.1950, e_dis_loss: 0.5501, d_total_loss: 0.0205, d_dis_loss: 1.5417, attack_loss: 0.0311
[3099]: fg_loss: 2.7917, e_total_loss: 3.1703, e_dis_loss: 0.5778, d_total_loss: 0.0207, d_dis_loss: 1.5121, attack_loss: 0.0304
[3199]: fg_loss: 2.7710, e_total_loss: 3.1418, e_dis_loss: 0.5798, d_total_loss: 0.0203, d_dis_loss: 1.5178, attack_loss: 0.0310
[3299]: fg_loss: 2.7301, e_total_loss: 3.1281, e_dis_loss: 0.5222, d_total_loss: 0.0203, d_dis_loss: 1.5225, attack_loss: 0.0315
[3399]: fg_loss: 2.7149, e_total_loss: 3.1141, e_dis_loss: 0.6102, d_total_loss: 0.0203, d_dis_loss: 1.5306, attack_loss: 0.0287
[3499]: fg_loss: 2.6482, e_total_loss: 3.0846, e_dis_loss: 0.5400, d_total_loss: 0.0203, d_dis_loss: 1.5002, attack_loss: 0.0291
