Start vsl/plainnet experiments on tinyimagenet at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.02, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 5.2693, e_total_loss: 5.2879, e_dis_loss: 1.6866, d_total_loss: 0.0791, d_dis_loss: 1.4493, attack_loss: 0.0823
[199]: fg_loss: 5.1427, e_total_loss: 5.1594, e_dis_loss: 1.6222, d_total_loss: 0.0715, d_dis_loss: 1.4174, attack_loss: 0.0750
[299]: fg_loss: 5.0169, e_total_loss: 5.0471, e_dis_loss: 1.3970, d_total_loss: 0.0687, d_dis_loss: 1.4168, attack_loss: 0.0759
[399]: fg_loss: 4.9246, e_total_loss: 4.9381, e_dis_loss: 1.2538, d_total_loss: 0.0688, d_dis_loss: 1.4087, attack_loss: 0.0709
[499]: fg_loss: 4.8244, e_total_loss: 4.8525, e_dis_loss: 1.2948, d_total_loss: 0.0685, d_dis_loss: 1.4108, attack_loss: 0.0695
[599]: fg_loss: 4.7410, e_total_loss: 4.7529, e_dis_loss: 1.1385, d_total_loss: 0.0675, d_dis_loss: 1.4020, attack_loss: 0.0689
[699]: fg_loss: 4.6549, e_total_loss: 4.6888, e_dis_loss: 1.1997, d_total_loss: 0.0672, d_dis_loss: 1.4177, attack_loss: 0.0680
[799]: fg_loss: 4.6105, e_total_loss: 4.6417, e_dis_loss: 1.0620, d_total_loss: 0.0674, d_dis_loss: 1.4309, attack_loss: 0.0676
[899]: fg_loss: 4.5417, e_total_loss: 4.5781, e_dis_loss: 1.0359, d_total_loss: 0.0664, d_dis_loss: 1.4394, attack_loss: 0.0674
[999]: fg_loss: 4.5070, e_total_loss: 4.5250, e_dis_loss: 1.0080, d_total_loss: 0.0650, d_dis_loss: 1.4445, attack_loss: 0.0665
[1099]: fg_loss: 4.4456, e_total_loss: 4.5107, e_dis_loss: 0.8303, d_total_loss: 0.0653, d_dis_loss: 1.4377, attack_loss: 0.0675
[1199]: fg_loss: 4.4431, e_total_loss: 4.4934, e_dis_loss: 0.9649, d_total_loss: 0.0650, d_dis_loss: 1.4454, attack_loss: 0.0672
[1299]: fg_loss: 4.3909, e_total_loss: 4.4463, e_dis_loss: 1.0433, d_total_loss: 0.0648, d_dis_loss: 1.4455, attack_loss: 0.0664
[1399]: fg_loss: 4.3604, e_total_loss: 4.4075, e_dis_loss: 1.0259, d_total_loss: 0.0634, d_dis_loss: 1.4473, attack_loss: 0.0657
[1499]: fg_loss: 4.3280, e_total_loss: 4.3999, e_dis_loss: 0.9969, d_total_loss: 0.0634, d_dis_loss: 1.4311, attack_loss: 0.0660
[1599]: fg_loss: 4.2924, e_total_loss: 4.3838, e_dis_loss: 0.8513, d_total_loss: 0.0625, d_dis_loss: 1.4254, attack_loss: 0.0663
[1699]: fg_loss: 4.2773, e_total_loss: 4.3559, e_dis_loss: 0.9051, d_total_loss: 0.0633, d_dis_loss: 1.4246, attack_loss: 0.0651
[1799]: fg_loss: 4.2393, e_total_loss: 4.3130, e_dis_loss: 0.8091, d_total_loss: 0.0621, d_dis_loss: 1.4278, attack_loss: 0.0644
[1899]: fg_loss: 4.2295, e_total_loss: 4.2897, e_dis_loss: 0.8723, d_total_loss: 0.0616, d_dis_loss: 1.4206, attack_loss: 0.0640
[1999]: fg_loss: 4.1848, e_total_loss: 4.2958, e_dis_loss: 0.8716, d_total_loss: 0.0610, d_dis_loss: 1.4234, attack_loss: 0.0646
