Start vsl/plainnet experiments on tinyimagenet at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.02, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 5.2722, e_total_loss: 5.3011, e_dis_loss: 1.3622, d_total_loss: 0.0751, d_dis_loss: 1.4732, attack_loss: 0.0791
[199]: fg_loss: 5.1695, e_total_loss: 5.1852, e_dis_loss: 1.3259, d_total_loss: 0.0667, d_dis_loss: 1.5062, attack_loss: 0.0690
[299]: fg_loss: 5.0546, e_total_loss: 5.0679, e_dis_loss: 1.1184, d_total_loss: 0.0646, d_dis_loss: 1.5239, attack_loss: 0.0654
[399]: fg_loss: 4.9738, e_total_loss: 4.9825, e_dis_loss: 1.1566, d_total_loss: 0.0651, d_dis_loss: 1.5094, attack_loss: 0.0665
[499]: fg_loss: 4.8813, e_total_loss: 4.9172, e_dis_loss: 1.1549, d_total_loss: 0.0628, d_dis_loss: 1.5346, attack_loss: 0.0636
[599]: fg_loss: 4.8003, e_total_loss: 4.8106, e_dis_loss: 1.1104, d_total_loss: 0.0621, d_dis_loss: 1.5243, attack_loss: 0.0657
[699]: fg_loss: 4.6951, e_total_loss: 4.7376, e_dis_loss: 1.0529, d_total_loss: 0.0635, d_dis_loss: 1.5021, attack_loss: 0.0678
[799]: fg_loss: 4.6296, e_total_loss: 4.6692, e_dis_loss: 1.0468, d_total_loss: 0.0627, d_dis_loss: 1.5265, attack_loss: 0.0655
[899]: fg_loss: 4.5592, e_total_loss: 4.6035, e_dis_loss: 1.1421, d_total_loss: 0.0621, d_dis_loss: 1.5193, attack_loss: 0.0648
[999]: fg_loss: 4.5018, e_total_loss: 4.5268, e_dis_loss: 1.0355, d_total_loss: 0.0604, d_dis_loss: 1.5018, attack_loss: 0.0648
[1099]: fg_loss: 4.4442, e_total_loss: 4.5048, e_dis_loss: 1.0563, d_total_loss: 0.0592, d_dis_loss: 1.4788, attack_loss: 0.0653
[1199]: fg_loss: 4.4176, e_total_loss: 4.4764, e_dis_loss: 1.0510, d_total_loss: 0.0625, d_dis_loss: 1.4913, attack_loss: 0.0656
[1299]: fg_loss: 4.3570, e_total_loss: 4.4206, e_dis_loss: 1.0401, d_total_loss: 0.0610, d_dis_loss: 1.4866, attack_loss: 0.0629
[1399]: fg_loss: 4.3125, e_total_loss: 4.3548, e_dis_loss: 1.0412, d_total_loss: 0.0599, d_dis_loss: 1.4752, attack_loss: 0.0628
[1499]: fg_loss: 4.2727, e_total_loss: 4.3500, e_dis_loss: 0.9742, d_total_loss: 0.0600, d_dis_loss: 1.5012, attack_loss: 0.0622
[1599]: fg_loss: 4.2411, e_total_loss: 4.3319, e_dis_loss: 0.8603, d_total_loss: 0.0598, d_dis_loss: 1.5026, attack_loss: 0.0624
[1699]: fg_loss: 4.2168, e_total_loss: 4.2968, e_dis_loss: 0.9952, d_total_loss: 0.0597, d_dis_loss: 1.4862, attack_loss: 0.0622
[1799]: fg_loss: 4.1681, e_total_loss: 4.2507, e_dis_loss: 0.9052, d_total_loss: 0.0598, d_dis_loss: 1.5114, attack_loss: 0.0610
[1899]: fg_loss: 4.1561, e_total_loss: 4.2213, e_dis_loss: 0.9199, d_total_loss: 0.0591, d_dis_loss: 1.5257, attack_loss: 0.0613
[1999]: fg_loss: 4.1039, e_total_loss: 4.2142, e_dis_loss: 0.8488, d_total_loss: 0.0591, d_dis_loss: 1.5003, attack_loss: 0.0616
[2099]: fg_loss: 4.1083, e_total_loss: 4.1778, e_dis_loss: 0.8618, d_total_loss: 0.0606, d_dis_loss: 1.5022, attack_loss: 0.0611
[2199]: fg_loss: 4.0718, e_total_loss: 4.1765, e_dis_loss: 0.8932, d_total_loss: 0.0592, d_dis_loss: 1.4961, attack_loss: 0.0600
[2299]: fg_loss: 4.0344, e_total_loss: 4.1279, e_dis_loss: 0.8364, d_total_loss: 0.0594, d_dis_loss: 1.5135, attack_loss: 0.0587
[2399]: fg_loss: 4.0136, e_total_loss: 4.1253, e_dis_loss: 0.8386, d_total_loss: 0.0584, d_dis_loss: 1.4967, attack_loss: 0.0601
[2499]: fg_loss: 4.0013, e_total_loss: 4.0941, e_dis_loss: 0.8442, d_total_loss: 0.0580, d_dis_loss: 1.5224, attack_loss: 0.0606
[2599]: fg_loss: 3.9976, e_total_loss: 4.0992, e_dis_loss: 0.7484, d_total_loss: 0.0589, d_dis_loss: 1.5028, attack_loss: 0.0599
[2699]: fg_loss: 3.9412, e_total_loss: 4.0467, e_dis_loss: 0.8234, d_total_loss: 0.0567, d_dis_loss: 1.5048, attack_loss: 0.0600
[2799]: fg_loss: 3.9497, e_total_loss: 4.0382, e_dis_loss: 0.8293, d_total_loss: 0.0568, d_dis_loss: 1.5195, attack_loss: 0.0605
[2899]: fg_loss: 3.9277, e_total_loss: 4.0377, e_dis_loss: 0.8651, d_total_loss: 0.0566, d_dis_loss: 1.5029, attack_loss: 0.0596
[2999]: fg_loss: 3.9269, e_total_loss: 4.0251, e_dis_loss: 0.8531, d_total_loss: 0.0566, d_dis_loss: 1.4912, attack_loss: 0.0597
[3099]: fg_loss: 3.8824, e_total_loss: 4.0144, e_dis_loss: 0.7837, d_total_loss: 0.0566, d_dis_loss: 1.5198, attack_loss: 0.0600
[3199]: fg_loss: 3.8800, e_total_loss: 3.9575, e_dis_loss: 0.8868, d_total_loss: 0.0558, d_dis_loss: 1.5286, attack_loss: 0.0585
[3299]: fg_loss: 3.8548, e_total_loss: 3.9923, e_dis_loss: 0.8107, d_total_loss: 0.0555, d_dis_loss: 1.5112, attack_loss: 0.0594
