Start vsl/plainnet experiments on tinyimagenet at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.02, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 5.1957, e_total_loss: 5.2244, e_dis_loss: 1.2590, d_total_loss: 0.0703, d_dis_loss: 1.3754, attack_loss: 0.0854
[199]: fg_loss: 4.9502, e_total_loss: 4.9810, e_dis_loss: 0.9584, d_total_loss: 0.0669, d_dis_loss: 1.3709, attack_loss: 0.0728
[299]: fg_loss: 4.7601, e_total_loss: 4.8209, e_dis_loss: 0.7397, d_total_loss: 0.0685, d_dis_loss: 1.3569, attack_loss: 0.0695
[399]: fg_loss: 4.6207, e_total_loss: 4.6689, e_dis_loss: 0.5995, d_total_loss: 0.0672, d_dis_loss: 1.3440, attack_loss: 0.0682
[499]: fg_loss: 4.5006, e_total_loss: 4.5571, e_dis_loss: 0.5661, d_total_loss: 0.0665, d_dis_loss: 1.3424, attack_loss: 0.0669
[599]: fg_loss: 4.4074, e_total_loss: 4.4863, e_dis_loss: 0.5425, d_total_loss: 0.0661, d_dis_loss: 1.3513, attack_loss: 0.0651
[699]: fg_loss: 4.3233, e_total_loss: 4.4301, e_dis_loss: 0.4230, d_total_loss: 0.0646, d_dis_loss: 1.3454, attack_loss: 0.0649
[799]: fg_loss: 4.2734, e_total_loss: 4.3798, e_dis_loss: 0.4006, d_total_loss: 0.0642, d_dis_loss: 1.3499, attack_loss: 0.0648
[899]: fg_loss: 4.2094, e_total_loss: 4.3310, e_dis_loss: 0.4046, d_total_loss: 0.0628, d_dis_loss: 1.3520, attack_loss: 0.0642
[999]: fg_loss: 4.1510, e_total_loss: 4.2764, e_dis_loss: 0.3837, d_total_loss: 0.0629, d_dis_loss: 1.3651, attack_loss: 0.0627
[1099]: fg_loss: 4.0956, e_total_loss: 4.2281, e_dis_loss: 0.4818, d_total_loss: 0.0623, d_dis_loss: 1.3526, attack_loss: 0.0638
[1199]: fg_loss: 4.0802, e_total_loss: 4.1981, e_dis_loss: 0.5122, d_total_loss: 0.0627, d_dis_loss: 1.3701, attack_loss: 0.0633
[1299]: fg_loss: 4.0115, e_total_loss: 4.1359, e_dis_loss: 0.6174, d_total_loss: 0.0619, d_dis_loss: 1.3688, attack_loss: 0.0631
[1399]: fg_loss: 3.9583, e_total_loss: 4.0895, e_dis_loss: 0.5468, d_total_loss: 0.0597, d_dis_loss: 1.3725, attack_loss: 0.0620
