Start vsl/resnet experiments on cifar10 at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.0, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.7024, e_total_loss: 1.8513, e_dis_loss: 0.0000, d_total_loss: 0.0399, d_dis_loss: 1.5068, attack_loss: 0.0690
[199]: fg_loss: 1.3911, e_total_loss: 1.5443, e_dis_loss: 0.0000, d_total_loss: 0.0267, d_dis_loss: 1.4987, attack_loss: 0.0750
[299]: fg_loss: 1.2436, e_total_loss: 1.3630, e_dis_loss: 0.0000, d_total_loss: 0.0250, d_dis_loss: 1.4808, attack_loss: 0.0771
[399]: fg_loss: 1.0897, e_total_loss: 1.2141, e_dis_loss: 0.0000, d_total_loss: 0.0242, d_dis_loss: 1.4503, attack_loss: 0.0720
[499]: fg_loss: 1.0173, e_total_loss: 1.1658, e_dis_loss: 0.0000, d_total_loss: 0.0237, d_dis_loss: 1.4716, attack_loss: 0.0682
[599]: fg_loss: 0.9339, e_total_loss: 1.0460, e_dis_loss: 0.0000, d_total_loss: 0.0221, d_dis_loss: 1.4658, attack_loss: 0.0682
[699]: fg_loss: 0.8702, e_total_loss: 0.9912, e_dis_loss: 0.0000, d_total_loss: 0.0215, d_dis_loss: 1.4760, attack_loss: 0.0688
[799]: fg_loss: 0.8064, e_total_loss: 0.9503, e_dis_loss: 0.0000, d_total_loss: 0.0208, d_dis_loss: 1.5000, attack_loss: 0.0681
[899]: fg_loss: 0.7626, e_total_loss: 0.9028, e_dis_loss: 0.0000, d_total_loss: 0.0206, d_dis_loss: 1.4924, attack_loss: 0.0633
[999]: fg_loss: 0.7198, e_total_loss: 0.8464, e_dis_loss: 0.0000, d_total_loss: 0.0204, d_dis_loss: 1.5027, attack_loss: 0.0641
[1099]: fg_loss: 0.6547, e_total_loss: 0.8242, e_dis_loss: 0.0000, d_total_loss: 0.0197, d_dis_loss: 1.4690, attack_loss: 0.0608
[1199]: fg_loss: 0.6419, e_total_loss: 0.7847, e_dis_loss: 0.0000, d_total_loss: 0.0202, d_dis_loss: 1.4839, attack_loss: 0.0609
[1299]: fg_loss: 0.6141, e_total_loss: 0.7756, e_dis_loss: 0.0000, d_total_loss: 0.0195, d_dis_loss: 1.4751, attack_loss: 0.0640
[1399]: fg_loss: 0.5779, e_total_loss: 0.7523, e_dis_loss: 0.0000, d_total_loss: 0.0196, d_dis_loss: 1.4746, attack_loss: 0.0635
[1499]: fg_loss: 0.5338, e_total_loss: 0.7186, e_dis_loss: 0.0000, d_total_loss: 0.0194, d_dis_loss: 1.4810, attack_loss: 0.0621
[1599]: fg_loss: 0.4983, e_total_loss: 0.6736, e_dis_loss: 0.0000, d_total_loss: 0.0192, d_dis_loss: 1.4662, attack_loss: 0.0675
[1699]: fg_loss: 0.4791, e_total_loss: 0.6627, e_dis_loss: 0.0000, d_total_loss: 0.0190, d_dis_loss: 1.4926, attack_loss: 0.0643
[1799]: fg_loss: 0.4310, e_total_loss: 0.6375, e_dis_loss: 0.0000, d_total_loss: 0.0183, d_dis_loss: 1.4724, attack_loss: 0.0633
[1899]: fg_loss: 0.4232, e_total_loss: 0.6065, e_dis_loss: 0.0000, d_total_loss: 0.0183, d_dis_loss: 1.4610, attack_loss: 0.0639
[1999]: fg_loss: 0.3869, e_total_loss: 0.6094, e_dis_loss: 0.0000, d_total_loss: 0.0181, d_dis_loss: 1.4571, attack_loss: 0.0625
[2099]: fg_loss: 0.3745, e_total_loss: 0.6046, e_dis_loss: 0.0000, d_total_loss: 0.0187, d_dis_loss: 1.4492, attack_loss: 0.0650
[2199]: fg_loss: 0.3391, e_total_loss: 0.5452, e_dis_loss: 0.0000, d_total_loss: 0.0177, d_dis_loss: 1.4781, attack_loss: 0.0619
[2299]: fg_loss: 0.3110, e_total_loss: 0.5092, e_dis_loss: 0.0000, d_total_loss: 0.0174, d_dis_loss: 1.4605, attack_loss: 0.0621
[2399]: fg_loss: 0.3010, e_total_loss: 0.5369, e_dis_loss: 0.0000, d_total_loss: 0.0177, d_dis_loss: 1.4718, attack_loss: 0.0664
[2499]: fg_loss: 0.2621, e_total_loss: 0.4965, e_dis_loss: 0.0000, d_total_loss: 0.0170, d_dis_loss: 1.4661, attack_loss: 0.0646
[2599]: fg_loss: 0.2657, e_total_loss: 0.4778, e_dis_loss: 0.0000, d_total_loss: 0.0172, d_dis_loss: 1.4500, attack_loss: 0.0653
[2699]: fg_loss: 0.2312, e_total_loss: 0.4967, e_dis_loss: 0.0000, d_total_loss: 0.0171, d_dis_loss: 1.4625, attack_loss: 0.0629
[2799]: fg_loss: 0.2244, e_total_loss: 0.4292, e_dis_loss: 0.0000, d_total_loss: 0.0170, d_dis_loss: 1.4541, attack_loss: 0.0631
[2899]: fg_loss: 0.2133, e_total_loss: 0.4714, e_dis_loss: 0.0000, d_total_loss: 0.0171, d_dis_loss: 1.4578, attack_loss: 0.0604
[2999]: fg_loss: 0.2009, e_total_loss: 0.4013, e_dis_loss: 0.0000, d_total_loss: 0.0169, d_dis_loss: 1.4604, attack_loss: 0.0621
[3099]: fg_loss: 0.1779, e_total_loss: 0.3872, e_dis_loss: 0.0000, d_total_loss: 0.0168, d_dis_loss: 1.4529, attack_loss: 0.0637
[3199]: fg_loss: 0.1635, e_total_loss: 0.3809, e_dis_loss: 0.0000, d_total_loss: 0.0170, d_dis_loss: 1.4602, attack_loss: 0.0650
[3299]: fg_loss: 0.1671, e_total_loss: 0.3700, e_dis_loss: 0.0000, d_total_loss: 0.0169, d_dis_loss: 1.4569, attack_loss: 0.0618
[3399]: fg_loss: 0.1599, e_total_loss: 0.3810, e_dis_loss: 0.0000, d_total_loss: 0.0170, d_dis_loss: 1.4514, attack_loss: 0.0597
[3499]: fg_loss: 0.1334, e_total_loss: 0.3101, e_dis_loss: 0.0000, d_total_loss: 0.0167, d_dis_loss: 1.4477, attack_loss: 0.0563
[3599]: fg_loss: 0.1460, e_total_loss: 0.2997, e_dis_loss: 0.0000, d_total_loss: 0.0165, d_dis_loss: 1.4639, attack_loss: 0.0564
[3699]: fg_loss: 0.1270, e_total_loss: 0.3020, e_dis_loss: 0.0000, d_total_loss: 0.0166, d_dis_loss: 1.4718, attack_loss: 0.0555
[3799]: fg_loss: 0.1318, e_total_loss: 0.2805, e_dis_loss: 0.0000, d_total_loss: 0.0165, d_dis_loss: 1.4732, attack_loss: 0.0545
[3899]: fg_loss: 0.1282, e_total_loss: 0.2713, e_dis_loss: 0.0000, d_total_loss: 0.0168, d_dis_loss: 1.4667, attack_loss: 0.0546
[3999]: fg_loss: 0.1230, e_total_loss: 0.2519, e_dis_loss: 0.0000, d_total_loss: 0.0166, d_dis_loss: 1.4573, attack_loss: 0.0529
[4099]: fg_loss: 0.1204, e_total_loss: 0.2816, e_dis_loss: 0.0000, d_total_loss: 0.0170, d_dis_loss: 1.4598, attack_loss: 0.0525
[4199]: fg_loss: 0.1116, e_total_loss: 0.2427, e_dis_loss: 0.0000, d_total_loss: 0.0166, d_dis_loss: 1.4663, attack_loss: 0.0553
[4299]: fg_loss: 0.1056, e_total_loss: 0.2260, e_dis_loss: 0.0000, d_total_loss: 0.0163, d_dis_loss: 1.4547, attack_loss: 0.0550
[4399]: fg_loss: 0.0918, e_total_loss: 0.2484, e_dis_loss: 0.0000, d_total_loss: 0.0165, d_dis_loss: 1.4527, attack_loss: 0.0533
[4499]: fg_loss: 0.1046, e_total_loss: 0.2051, e_dis_loss: 0.0000, d_total_loss: 0.0161, d_dis_loss: 1.4519, attack_loss: 0.0517
[4599]: fg_loss: 0.0993, e_total_loss: 0.2061, e_dis_loss: 0.0000, d_total_loss: 0.0164, d_dis_loss: 1.4580, attack_loss: 0.0528
[4699]: fg_loss: 0.0925, e_total_loss: 0.2070, e_dis_loss: 0.0000, d_total_loss: 0.0166, d_dis_loss: 1.4569, attack_loss: 0.0536
[4799]: fg_loss: 0.1012, e_total_loss: 0.2136, e_dis_loss: 0.0000, d_total_loss: 0.0164, d_dis_loss: 1.4567, attack_loss: 0.0523
[4899]: fg_loss: 0.0907, e_total_loss: 0.1721, e_dis_loss: 0.0000, d_total_loss: 0.0161, d_dis_loss: 1.4606, attack_loss: 0.0509
[4999]: fg_loss: 0.0839, e_total_loss: 0.1852, e_dis_loss: 0.0000, d_total_loss: 0.0163, d_dis_loss: 1.4790, attack_loss: 0.0523
[5099]: fg_loss: 0.0795, e_total_loss: 0.1728, e_dis_loss: 0.0000, d_total_loss: 0.0160, d_dis_loss: 1.4710, attack_loss: 0.0520
[5199]: fg_loss: 0.0769, e_total_loss: 0.1634, e_dis_loss: 0.0000, d_total_loss: 0.0163, d_dis_loss: 1.4662, attack_loss: 0.0528
[5299]: fg_loss: 0.0704, e_total_loss: 0.1256, e_dis_loss: 0.0000, d_total_loss: 0.0157, d_dis_loss: 1.4370, attack_loss: 0.0514
[5399]: fg_loss: 0.0938, e_total_loss: 0.1433, e_dis_loss: 0.0000, d_total_loss: 0.0161, d_dis_loss: 1.4634, attack_loss: 0.0523
[5499]: fg_loss: 0.1015, e_total_loss: 0.1612, e_dis_loss: 0.0000, d_total_loss: 0.0163, d_dis_loss: 1.4571, attack_loss: 0.0526
[5599]: fg_loss: 0.0818, e_total_loss: 0.1762, e_dis_loss: 0.0000, d_total_loss: 0.0160, d_dis_loss: 1.4544, attack_loss: 0.0530
[5699]: fg_loss: 0.0730, e_total_loss: 0.1289, e_dis_loss: 0.0000, d_total_loss: 0.0160, d_dis_loss: 1.4528, attack_loss: 0.0524
[5799]: fg_loss: 0.0620, e_total_loss: 0.1050, e_dis_loss: 0.0000, d_total_loss: 0.0161, d_dis_loss: 1.4573, attack_loss: 0.0515
[5899]: fg_loss: 0.0595, e_total_loss: 0.1129, e_dis_loss: 0.0000, d_total_loss: 0.0160, d_dis_loss: 1.4550, attack_loss: 0.0512
