Start vsl/resnet experiments on cifar10 at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.0, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.7687, e_total_loss: 1.7907, e_dis_loss: 0.0000, d_total_loss: 0.0392, d_dis_loss: 1.4482, attack_loss: 0.0792
[199]: fg_loss: 1.4439, e_total_loss: 1.4511, e_dis_loss: 0.0000, d_total_loss: 0.0271, d_dis_loss: 1.3841, attack_loss: 0.0760
[299]: fg_loss: 1.2840, e_total_loss: 1.3247, e_dis_loss: 0.0000, d_total_loss: 0.0246, d_dis_loss: 1.4266, attack_loss: 0.0697
[399]: fg_loss: 1.1576, e_total_loss: 1.2132, e_dis_loss: 0.0000, d_total_loss: 0.0232, d_dis_loss: 1.4399, attack_loss: 0.0660
[499]: fg_loss: 1.0807, e_total_loss: 1.1177, e_dis_loss: 0.0000, d_total_loss: 0.0224, d_dis_loss: 1.4811, attack_loss: 0.0612
[599]: fg_loss: 0.9923, e_total_loss: 1.0362, e_dis_loss: 0.0000, d_total_loss: 0.0216, d_dis_loss: 1.5044, attack_loss: 0.0613
[699]: fg_loss: 0.9351, e_total_loss: 0.9755, e_dis_loss: 0.0000, d_total_loss: 0.0220, d_dis_loss: 1.5190, attack_loss: 0.0644
[799]: fg_loss: 0.8662, e_total_loss: 0.9663, e_dis_loss: 0.0000, d_total_loss: 0.0215, d_dis_loss: 1.5469, attack_loss: 0.0611
[899]: fg_loss: 0.8096, e_total_loss: 0.8841, e_dis_loss: 0.0000, d_total_loss: 0.0212, d_dis_loss: 1.5372, attack_loss: 0.0664
[999]: fg_loss: 0.7750, e_total_loss: 0.8574, e_dis_loss: 0.0000, d_total_loss: 0.0209, d_dis_loss: 1.5550, attack_loss: 0.0653
[1099]: fg_loss: 0.6980, e_total_loss: 0.8069, e_dis_loss: 0.0000, d_total_loss: 0.0201, d_dis_loss: 1.5868, attack_loss: 0.0739
[1199]: fg_loss: 0.6869, e_total_loss: 0.7820, e_dis_loss: 0.0000, d_total_loss: 0.0205, d_dis_loss: 1.5722, attack_loss: 0.0706
[1299]: fg_loss: 0.6347, e_total_loss: 0.7537, e_dis_loss: 0.0000, d_total_loss: 0.0200, d_dis_loss: 1.5912, attack_loss: 0.0754
[1399]: fg_loss: 0.6101, e_total_loss: 0.7177, e_dis_loss: 0.0000, d_total_loss: 0.0188, d_dis_loss: 1.5914, attack_loss: 0.0766
[1499]: fg_loss: 0.5800, e_total_loss: 0.6996, e_dis_loss: 0.0000, d_total_loss: 0.0190, d_dis_loss: 1.5872, attack_loss: 0.0805
[1599]: fg_loss: 0.5227, e_total_loss: 0.6518, e_dis_loss: 0.0000, d_total_loss: 0.0188, d_dis_loss: 1.6144, attack_loss: 0.0828
[1699]: fg_loss: 0.5087, e_total_loss: 0.6562, e_dis_loss: 0.0000, d_total_loss: 0.0190, d_dis_loss: 1.5961, attack_loss: 0.0790
[1799]: fg_loss: 0.4625, e_total_loss: 0.5985, e_dis_loss: 0.0000, d_total_loss: 0.0185, d_dis_loss: 1.6162, attack_loss: 0.0823
[1899]: fg_loss: 0.4495, e_total_loss: 0.6047, e_dis_loss: 0.0000, d_total_loss: 0.0185, d_dis_loss: 1.5919, attack_loss: 0.0766
[1999]: fg_loss: 0.4228, e_total_loss: 0.5825, e_dis_loss: 0.0000, d_total_loss: 0.0184, d_dis_loss: 1.5857, attack_loss: 0.0810
[2099]: fg_loss: 0.3953, e_total_loss: 0.5523, e_dis_loss: 0.0000, d_total_loss: 0.0180, d_dis_loss: 1.5856, attack_loss: 0.0761
[2199]: fg_loss: 0.3826, e_total_loss: 0.5617, e_dis_loss: 0.0000, d_total_loss: 0.0181, d_dis_loss: 1.5856, attack_loss: 0.0767
[2299]: fg_loss: 0.3360, e_total_loss: 0.5084, e_dis_loss: 0.0000, d_total_loss: 0.0179, d_dis_loss: 1.5812, attack_loss: 0.0730
[2399]: fg_loss: 0.3172, e_total_loss: 0.5321, e_dis_loss: 0.0000, d_total_loss: 0.0178, d_dis_loss: 1.5700, attack_loss: 0.0737
[2499]: fg_loss: 0.2908, e_total_loss: 0.5078, e_dis_loss: 0.0000, d_total_loss: 0.0181, d_dis_loss: 1.5653, attack_loss: 0.0726
[2599]: fg_loss: 0.2749, e_total_loss: 0.4603, e_dis_loss: 0.0000, d_total_loss: 0.0180, d_dis_loss: 1.5802, attack_loss: 0.0715
[2699]: fg_loss: 0.2647, e_total_loss: 0.4880, e_dis_loss: 0.0000, d_total_loss: 0.0175, d_dis_loss: 1.5876, attack_loss: 0.0722
[2799]: fg_loss: 0.2344, e_total_loss: 0.4254, e_dis_loss: 0.0000, d_total_loss: 0.0175, d_dis_loss: 1.5634, attack_loss: 0.0688
[2899]: fg_loss: 0.2337, e_total_loss: 0.4525, e_dis_loss: 0.0000, d_total_loss: 0.0177, d_dis_loss: 1.5884, attack_loss: 0.0715
[2999]: fg_loss: 0.2146, e_total_loss: 0.3971, e_dis_loss: 0.0000, d_total_loss: 0.0174, d_dis_loss: 1.5768, attack_loss: 0.0704
[3099]: fg_loss: 0.2048, e_total_loss: 0.3844, e_dis_loss: 0.0000, d_total_loss: 0.0173, d_dis_loss: 1.5680, attack_loss: 0.0692
[3199]: fg_loss: 0.1909, e_total_loss: 0.3771, e_dis_loss: 0.0000, d_total_loss: 0.0175, d_dis_loss: 1.5632, attack_loss: 0.0683
[3299]: fg_loss: 0.1644, e_total_loss: 0.3550, e_dis_loss: 0.0000, d_total_loss: 0.0172, d_dis_loss: 1.5598, attack_loss: 0.0671
[3399]: fg_loss: 0.1637, e_total_loss: 0.3386, e_dis_loss: 0.0000, d_total_loss: 0.0170, d_dis_loss: 1.5659, attack_loss: 0.0695
[3499]: fg_loss: 0.1431, e_total_loss: 0.3215, e_dis_loss: 0.0000, d_total_loss: 0.0173, d_dis_loss: 1.5421, attack_loss: 0.0665
[3599]: fg_loss: 0.1446, e_total_loss: 0.3459, e_dis_loss: 0.0000, d_total_loss: 0.0172, d_dis_loss: 1.5525, attack_loss: 0.0693
[3699]: fg_loss: 0.1376, e_total_loss: 0.3382, e_dis_loss: 0.0000, d_total_loss: 0.0173, d_dis_loss: 1.5618, attack_loss: 0.0717
[3799]: fg_loss: 0.1349, e_total_loss: 0.2884, e_dis_loss: 0.0000, d_total_loss: 0.0171, d_dis_loss: 1.5343, attack_loss: 0.0683
[3899]: fg_loss: 0.1310, e_total_loss: 0.2743, e_dis_loss: 0.0000, d_total_loss: 0.0171, d_dis_loss: 1.5424, attack_loss: 0.0688
[3999]: fg_loss: 0.1311, e_total_loss: 0.2648, e_dis_loss: 0.0000, d_total_loss: 0.0169, d_dis_loss: 1.5650, attack_loss: 0.0719
[4099]: fg_loss: 0.1239, e_total_loss: 0.2685, e_dis_loss: 0.0000, d_total_loss: 0.0170, d_dis_loss: 1.5524, attack_loss: 0.0705
[4199]: fg_loss: 0.1157, e_total_loss: 0.2310, e_dis_loss: 0.0000, d_total_loss: 0.0167, d_dis_loss: 1.5588, attack_loss: 0.0689
[4299]: fg_loss: 0.1076, e_total_loss: 0.2162, e_dis_loss: 0.0000, d_total_loss: 0.0164, d_dis_loss: 1.5555, attack_loss: 0.0706
[4399]: fg_loss: 0.1108, e_total_loss: 0.2364, e_dis_loss: 0.0000, d_total_loss: 0.0166, d_dis_loss: 1.5775, attack_loss: 0.0725
[4499]: fg_loss: 0.1031, e_total_loss: 0.2210, e_dis_loss: 0.0000, d_total_loss: 0.0164, d_dis_loss: 1.5727, attack_loss: 0.0739
[4599]: fg_loss: 0.0981, e_total_loss: 0.2205, e_dis_loss: 0.0000, d_total_loss: 0.0167, d_dis_loss: 1.5435, attack_loss: 0.0719
[4699]: fg_loss: 0.1138, e_total_loss: 0.2270, e_dis_loss: 0.0000, d_total_loss: 0.0165, d_dis_loss: 1.5618, attack_loss: 0.0706
[4799]: fg_loss: 0.1078, e_total_loss: 0.2009, e_dis_loss: 0.0000, d_total_loss: 0.0169, d_dis_loss: 1.5831, attack_loss: 0.0729
[4899]: fg_loss: 0.0940, e_total_loss: 0.1713, e_dis_loss: 0.0000, d_total_loss: 0.0166, d_dis_loss: 1.6020, attack_loss: 0.0741
[4999]: fg_loss: 0.0896, e_total_loss: 0.1905, e_dis_loss: 0.0000, d_total_loss: 0.0165, d_dis_loss: 1.5684, attack_loss: 0.0702
[5099]: fg_loss: 0.0828, e_total_loss: 0.1815, e_dis_loss: 0.0000, d_total_loss: 0.0164, d_dis_loss: 1.5510, attack_loss: 0.0691
[5199]: fg_loss: 0.0768, e_total_loss: 0.1655, e_dis_loss: 0.0000, d_total_loss: 0.0166, d_dis_loss: 1.5611, attack_loss: 0.0691
[5299]: fg_loss: 0.0718, e_total_loss: 0.1332, e_dis_loss: 0.0000, d_total_loss: 0.0165, d_dis_loss: 1.5674, attack_loss: 0.0698
[5399]: fg_loss: 0.0669, e_total_loss: 0.1440, e_dis_loss: 0.0000, d_total_loss: 0.0164, d_dis_loss: 1.5725, attack_loss: 0.0702
[5499]: fg_loss: 0.0784, e_total_loss: 0.1651, e_dis_loss: 0.0000, d_total_loss: 0.0167, d_dis_loss: 1.5658, attack_loss: 0.0707
[5599]: fg_loss: 0.0765, e_total_loss: 0.1555, e_dis_loss: 0.0000, d_total_loss: 0.0164, d_dis_loss: 1.5774, attack_loss: 0.0730
[5699]: fg_loss: 0.0811, e_total_loss: 0.1752, e_dis_loss: 0.0000, d_total_loss: 0.0164, d_dis_loss: 1.5594, attack_loss: 0.0722
[5799]: fg_loss: 0.0853, e_total_loss: 0.1628, e_dis_loss: 0.0000, d_total_loss: 0.0165, d_dis_loss: 1.5683, attack_loss: 0.0699
[5899]: fg_loss: 0.0891, e_total_loss: 0.1605, e_dis_loss: 0.0000, d_total_loss: 0.0164, d_dis_loss: 1.5874, attack_loss: 0.0707
