Start experiments on cifar100 at level=4 with {'e_lr': 0.001, 'e_dis_lr': 4e-05, 'lambda1': 0.04, 'd_lr': 0.0005, 'd_dis_lr': 5e-09, 'lambda2': 1e-05, 'hs_lr': 0.001, 'flip_rate': 0.2}
Start running.
[99]: fg_loss: 4.3027, e_total_loss: 4.7126, e_dis_loss: 0.6585, d_total_loss: 0.0480, d_dis_loss: 1.5171, attack_loss: 0.0954, label_acc: 0.0158
[199]: fg_loss: 3.8293, e_total_loss: 4.6526, e_dis_loss: 0.7095, d_total_loss: 0.0319, d_dis_loss: 1.5103, attack_loss: 0.0703, label_acc: 0.0265
[299]: fg_loss: 3.5829, e_total_loss: 4.6092, e_dis_loss: 0.6658, d_total_loss: 0.0285, d_dis_loss: 1.5516, attack_loss: 0.0583, label_acc: 0.0314
[399]: fg_loss: 3.3842, e_total_loss: 4.5470, e_dis_loss: 0.4550, d_total_loss: 0.0233, d_dis_loss: 1.5836, attack_loss: 0.0587, label_acc: 0.0428
[499]: fg_loss: 3.2022, e_total_loss: 4.5157, e_dis_loss: 0.3767, d_total_loss: 0.0229, d_dis_loss: 1.5468, attack_loss: 0.0676, label_acc: 0.0507
[599]: fg_loss: 3.0806, e_total_loss: 4.4694, e_dis_loss: 0.3959, d_total_loss: 0.0264, d_dis_loss: 1.5468, attack_loss: 0.0646, label_acc: 0.0597
[699]: fg_loss: 2.9627, e_total_loss: 4.4188, e_dis_loss: 0.3594, d_total_loss: 0.0250, d_dis_loss: 1.5652, attack_loss: 0.0608, label_acc: 0.0813
[799]: fg_loss: 2.8527, e_total_loss: 4.4082, e_dis_loss: 0.3004, d_total_loss: 0.0251, d_dis_loss: 1.5792, attack_loss: 0.0515, label_acc: 0.0956
[899]: fg_loss: 2.7678, e_total_loss: 4.3255, e_dis_loss: 0.4113, d_total_loss: 0.0231, d_dis_loss: 1.5462, attack_loss: 0.0397, label_acc: 0.1100
[999]: fg_loss: 2.6722, e_total_loss: 4.2794, e_dis_loss: 0.3038, d_total_loss: 0.0241, d_dis_loss: 1.4854, attack_loss: 0.0437, label_acc: 0.1456
[1099]: fg_loss: 2.6063, e_total_loss: 4.2202, e_dis_loss: 0.3572, d_total_loss: 0.0206, d_dis_loss: 1.4907, attack_loss: 0.0401, label_acc: 0.1688
[1199]: fg_loss: 2.5097, e_total_loss: 4.1401, e_dis_loss: 0.4115, d_total_loss: 0.0193, d_dis_loss: 1.4918, attack_loss: 0.0389, label_acc: 0.2004
