Start usl/plainnet experiments on cifar100 at l5 with {'e_lr': 0.001, 'd_lr': 0.0005, 'hs_lr': 0.001, 'lambda1': 0.04, 'lambda2': 1e-05, 'flip_rate': 0.1, 'e_dis_lr': 4e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 4.4175, e_total_loss: 4.6528, e_dis_loss: 1.3138, d_total_loss: 0.0587, d_dis_loss: 1.4073, attack_loss: 0.0881, label_acc: 0.0094
[199]: fg_loss: 4.0988, e_total_loss: 4.5607, e_dis_loss: 1.0594, d_total_loss: 0.0546, d_dis_loss: 1.3958, attack_loss: 0.0865, label_acc: 0.0043
[299]: fg_loss: 3.8908, e_total_loss: 4.4724, e_dis_loss: 0.6669, d_total_loss: 0.0494, d_dis_loss: 1.4127, attack_loss: 0.0903, label_acc: 0.0047
[399]: fg_loss: 3.7702, e_total_loss: 4.4589, e_dis_loss: 0.4495, d_total_loss: 0.0510, d_dis_loss: 1.3951, attack_loss: 0.0918, label_acc: 0.0060
[499]: fg_loss: 3.6525, e_total_loss: 4.4520, e_dis_loss: 0.3672, d_total_loss: 0.0508, d_dis_loss: 1.3968, attack_loss: 0.1077, label_acc: 0.0043
[599]: fg_loss: 3.5630, e_total_loss: 4.4258, e_dis_loss: 0.3810, d_total_loss: 0.0498, d_dis_loss: 1.3835, attack_loss: 0.1101, label_acc: 0.0050
[699]: fg_loss: 3.4704, e_total_loss: 4.4523, e_dis_loss: 0.2756, d_total_loss: 0.0484, d_dis_loss: 1.4013, attack_loss: 0.0881, label_acc: 0.0039
[799]: fg_loss: 3.3716, e_total_loss: 4.4138, e_dis_loss: 0.2715, d_total_loss: 0.0562, d_dis_loss: 1.3835, attack_loss: 0.0844, label_acc: 0.0051
[899]: fg_loss: 3.2949, e_total_loss: 4.4296, e_dis_loss: 0.2199, d_total_loss: 0.0519, d_dis_loss: 1.3755, attack_loss: 0.0941, label_acc: 0.0052
[999]: fg_loss: 3.1992, e_total_loss: 4.4100, e_dis_loss: 0.2537, d_total_loss: 0.0519, d_dis_loss: 1.3724, attack_loss: 0.1092, label_acc: 0.0031
[1099]: fg_loss: 3.1501, e_total_loss: 4.3980, e_dis_loss: 0.2832, d_total_loss: 0.0495, d_dis_loss: 1.3846, attack_loss: 0.1147, label_acc: 0.0048
[1199]: fg_loss: 3.0415, e_total_loss: 4.3583, e_dis_loss: 0.2325, d_total_loss: 0.0470, d_dis_loss: 1.3768, attack_loss: 0.1225, label_acc: 0.0073
[1299]: fg_loss: 2.9705, e_total_loss: 4.3800, e_dis_loss: 0.2472, d_total_loss: 0.0496, d_dis_loss: 1.3740, attack_loss: 0.1226, label_acc: 0.0076
[1399]: fg_loss: 2.9082, e_total_loss: 4.3826, e_dis_loss: 0.2651, d_total_loss: 0.0469, d_dis_loss: 1.3697, attack_loss: 0.1209, label_acc: 0.0075
[1499]: fg_loss: 2.8062, e_total_loss: 4.3574, e_dis_loss: 0.2473, d_total_loss: 0.0479, d_dis_loss: 1.3751, attack_loss: 0.1245, label_acc: 0.0083
[1599]: fg_loss: 2.7576, e_total_loss: 4.3184, e_dis_loss: 0.1959, d_total_loss: 0.0453, d_dis_loss: 1.3612, attack_loss: 0.1320, label_acc: 0.0069
[1699]: fg_loss: 2.6540, e_total_loss: 4.3345, e_dis_loss: 0.1939, d_total_loss: 0.0456, d_dis_loss: 1.3698, attack_loss: 0.1310, label_acc: 0.0095
[1799]: fg_loss: 2.6258, e_total_loss: 4.3041, e_dis_loss: 0.2221, d_total_loss: 0.0411, d_dis_loss: 1.3964, attack_loss: 0.1329, label_acc: 0.0093
[1899]: fg_loss: 2.5459, e_total_loss: 4.2917, e_dis_loss: 0.1861, d_total_loss: 0.0386, d_dis_loss: 1.3900, attack_loss: 0.1379, label_acc: 0.0105
[1999]: fg_loss: 2.4744, e_total_loss: 4.2730, e_dis_loss: 0.1778, d_total_loss: 0.0397, d_dis_loss: 1.3837, attack_loss: 0.1328, label_acc: 0.0088
[2099]: fg_loss: 2.4552, e_total_loss: 4.2607, e_dis_loss: 0.2251, d_total_loss: 0.0358, d_dis_loss: 1.4006, attack_loss: 0.1477, label_acc: 0.0075
[2199]: fg_loss: 2.3630, e_total_loss: 4.2526, e_dis_loss: 0.1935, d_total_loss: 0.0348, d_dis_loss: 1.3946, attack_loss: 0.1564, label_acc: 0.0083
[2299]: fg_loss: 2.3464, e_total_loss: 4.2752, e_dis_loss: 0.2269, d_total_loss: 0.0385, d_dis_loss: 1.3893, attack_loss: 0.1466, label_acc: 0.0106
