Start experiments on cifar100 at level=5 with {'e_lr': 0.001, 'e_dis_lr': 4e-05, 'lambda1': 0.04, 'd_lr': 0.0005, 'd_dis_lr': 5e-09, 'lambda2': 1e-05, 'hs_lr': 0.001, 'flip_rate': 0.2}
Start running.
[99]: fg_loss: 4.3251, e_total_loss: 4.7240, e_dis_loss: 0.8927, d_total_loss: 0.0399, d_dis_loss: 1.5820, attack_loss: 0.0737, label_acc: 0.0148
[199]: fg_loss: 3.8679, e_total_loss: 4.6552, e_dis_loss: 1.0415, d_total_loss: 0.0330, d_dis_loss: 1.5046, attack_loss: 0.0649, label_acc: 0.0162
[299]: fg_loss: 3.6457, e_total_loss: 4.5582, e_dis_loss: 0.7836, d_total_loss: 0.0322, d_dis_loss: 1.5099, attack_loss: 0.0542, label_acc: 0.0192
[399]: fg_loss: 3.4754, e_total_loss: 4.4930, e_dis_loss: 0.6680, d_total_loss: 0.0328, d_dis_loss: 1.4502, attack_loss: 0.0576, label_acc: 0.0303
[499]: fg_loss: 3.3185, e_total_loss: 4.4393, e_dis_loss: 0.7400, d_total_loss: 0.0335, d_dis_loss: 1.5279, attack_loss: 0.0537, label_acc: 0.0394
[599]: fg_loss: 3.1629, e_total_loss: 4.4376, e_dis_loss: 0.5490, d_total_loss: 0.0306, d_dis_loss: 1.5049, attack_loss: 0.0475, label_acc: 0.0555
[699]: fg_loss: 3.0247, e_total_loss: 4.3825, e_dis_loss: 0.5169, d_total_loss: 0.0253, d_dis_loss: 1.4790, attack_loss: 0.0460, label_acc: 0.0638
[799]: fg_loss: 2.8928, e_total_loss: 4.3189, e_dis_loss: 0.5710, d_total_loss: 0.0265, d_dis_loss: 1.5251, attack_loss: 0.0430, label_acc: 0.0780
[899]: fg_loss: 2.7960, e_total_loss: 4.2921, e_dis_loss: 0.5439, d_total_loss: 0.0242, d_dis_loss: 1.4638, attack_loss: 0.0459, label_acc: 0.0987
[999]: fg_loss: 2.6812, e_total_loss: 4.2223, e_dis_loss: 0.4934, d_total_loss: 0.0230, d_dis_loss: 1.4953, attack_loss: 0.0362, label_acc: 0.1110
[1099]: fg_loss: 2.6101, e_total_loss: 4.1959, e_dis_loss: 0.6086, d_total_loss: 0.0230, d_dis_loss: 1.4851, attack_loss: 0.0362, label_acc: 0.1366
[1199]: fg_loss: 2.5054, e_total_loss: 4.1340, e_dis_loss: 0.5353, d_total_loss: 0.0231, d_dis_loss: 1.4889, attack_loss: 0.0320, label_acc: 0.1649
[1299]: fg_loss: 2.4386, e_total_loss: 4.0665, e_dis_loss: 0.5001, d_total_loss: 0.0218, d_dis_loss: 1.5054, attack_loss: 0.0307, label_acc: 0.1875
[1399]: fg_loss: 2.3917, e_total_loss: 4.0440, e_dis_loss: 0.5150, d_total_loss: 0.0212, d_dis_loss: 1.5088, attack_loss: 0.0309, label_acc: 0.2095
[1499]: fg_loss: 2.2653, e_total_loss: 3.9887, e_dis_loss: 0.4612, d_total_loss: 0.0205, d_dis_loss: 1.4955, attack_loss: 0.0305, label_acc: 0.2302
[1599]: fg_loss: 2.2385, e_total_loss: 3.9388, e_dis_loss: 0.4234, d_total_loss: 0.0191, d_dis_loss: 1.4711, attack_loss: 0.0275, label_acc: 0.2574
[1699]: fg_loss: 2.1654, e_total_loss: 3.8947, e_dis_loss: 0.4544, d_total_loss: 0.0173, d_dis_loss: 1.4916, attack_loss: 0.0274, label_acc: 0.2773
[1799]: fg_loss: 2.1183, e_total_loss: 3.8487, e_dis_loss: 0.4449, d_total_loss: 0.0171, d_dis_loss: 1.4859, attack_loss: 0.0254, label_acc: 0.3081
[1899]: fg_loss: 2.0609, e_total_loss: 3.8358, e_dis_loss: 0.4303, d_total_loss: 0.0171, d_dis_loss: 1.4943, attack_loss: 0.0241, label_acc: 0.3137
[1999]: fg_loss: 1.9772, e_total_loss: 3.8446, e_dis_loss: 0.4554, d_total_loss: 0.0186, d_dis_loss: 1.4854, attack_loss: 0.0246, label_acc: 0.3394
[2099]: fg_loss: 1.9811, e_total_loss: 3.8135, e_dis_loss: 0.3472, d_total_loss: 0.0188, d_dis_loss: 1.4983, attack_loss: 0.0249, label_acc: 0.3354
[2199]: fg_loss: 1.8864, e_total_loss: 3.7766, e_dis_loss: 0.3306, d_total_loss: 0.0173, d_dis_loss: 1.4696, attack_loss: 0.0250, label_acc: 0.3629
[2299]: fg_loss: 1.8632, e_total_loss: 3.7812, e_dis_loss: 0.4215, d_total_loss: 0.0165, d_dis_loss: 1.4962, attack_loss: 0.0232, label_acc: 0.3659
[2399]: fg_loss: 1.8027, e_total_loss: 3.7294, e_dis_loss: 0.3618, d_total_loss: 0.0183, d_dis_loss: 1.4681, attack_loss: 0.0251, label_acc: 0.3783
[2499]: fg_loss: 1.7478, e_total_loss: 3.7007, e_dis_loss: 0.2883, d_total_loss: 0.0171, d_dis_loss: 1.4669, attack_loss: 0.0230, label_acc: 0.3883
[2599]: fg_loss: 1.7354, e_total_loss: 3.6936, e_dis_loss: 0.3294, d_total_loss: 0.0152, d_dis_loss: 1.4759, attack_loss: 0.0214, label_acc: 0.4001
[2699]: fg_loss: 1.6473, e_total_loss: 3.6664, e_dis_loss: 0.3351, d_total_loss: 0.0164, d_dis_loss: 1.4819, attack_loss: 0.0215, label_acc: 0.4221
[2799]: fg_loss: 1.6479, e_total_loss: 3.6879, e_dis_loss: 0.3228, d_total_loss: 0.0159, d_dis_loss: 1.4525, attack_loss: 0.0212, label_acc: 0.4245
[2899]: fg_loss: 1.5620, e_total_loss: 3.6529, e_dis_loss: 0.3542, d_total_loss: 0.0143, d_dis_loss: 1.4643, attack_loss: 0.0225, label_acc: 0.4395
[2999]: fg_loss: 1.5259, e_total_loss: 3.6536, e_dis_loss: 0.3580, d_total_loss: 0.0152, d_dis_loss: 1.4577, attack_loss: 0.0239, label_acc: 0.4393
[3099]: fg_loss: 1.5062, e_total_loss: 3.6660, e_dis_loss: 0.3314, d_total_loss: 0.0145, d_dis_loss: 1.4497, attack_loss: 0.0195, label_acc: 0.4416
[3199]: fg_loss: 1.4398, e_total_loss: 3.6790, e_dis_loss: 0.2753, d_total_loss: 0.0139, d_dis_loss: 1.4778, attack_loss: 0.0194, label_acc: 0.4491
[3299]: fg_loss: 1.4420, e_total_loss: 3.6316, e_dis_loss: 0.3313, d_total_loss: 0.0137, d_dis_loss: 1.4699, attack_loss: 0.0200, label_acc: 0.4670
[3399]: fg_loss: 1.3611, e_total_loss: 3.6397, e_dis_loss: 0.3244, d_total_loss: 0.0126, d_dis_loss: 1.4784, attack_loss: 0.0191, label_acc: 0.4685
