Start experiments on cifar100 at level=5 with {'e_lr': 0.001, 'e_dis_lr': 4e-05, 'lambda1': 0.04, 'd_lr': 0.0005, 'd_dis_lr': 5e-09, 'lambda2': 1e-05, 'hs_lr': 0.001, 'flip_rate': 0.2}
Start running.
[99]: fg_loss: 4.2822, e_total_loss: 4.7252, e_dis_loss: 0.6970, d_total_loss: 0.0409, d_dis_loss: 1.5348, attack_loss: 0.0856, label_acc: 0.0122
[199]: fg_loss: 3.8340, e_total_loss: 4.6571, e_dis_loss: 0.7347, d_total_loss: 0.0337, d_dis_loss: 1.4970, attack_loss: 0.0863, label_acc: 0.0120
[299]: fg_loss: 3.6164, e_total_loss: 4.5666, e_dis_loss: 0.7670, d_total_loss: 0.0365, d_dis_loss: 1.5144, attack_loss: 0.0791, label_acc: 0.0154
[399]: fg_loss: 3.4618, e_total_loss: 4.5185, e_dis_loss: 0.8377, d_total_loss: 0.0303, d_dis_loss: 1.4791, attack_loss: 0.0589, label_acc: 0.0195
[499]: fg_loss: 3.3016, e_total_loss: 4.4734, e_dis_loss: 0.5932, d_total_loss: 0.0252, d_dis_loss: 1.4799, attack_loss: 0.0666, label_acc: 0.0249
[599]: fg_loss: 3.1358, e_total_loss: 4.4465, e_dis_loss: 0.5455, d_total_loss: 0.0266, d_dis_loss: 1.5072, attack_loss: 0.0554, label_acc: 0.0250
[699]: fg_loss: 3.0103, e_total_loss: 4.4078, e_dis_loss: 0.4680, d_total_loss: 0.0237, d_dis_loss: 1.4930, attack_loss: 0.0558, label_acc: 0.0286
[799]: fg_loss: 2.8859, e_total_loss: 4.3827, e_dis_loss: 0.4241, d_total_loss: 0.0227, d_dis_loss: 1.5078, attack_loss: 0.0569, label_acc: 0.0367
[899]: fg_loss: 2.8046, e_total_loss: 4.3177, e_dis_loss: 0.4366, d_total_loss: 0.0222, d_dis_loss: 1.5152, attack_loss: 0.0524, label_acc: 0.0506
[999]: fg_loss: 2.7086, e_total_loss: 4.3035, e_dis_loss: 0.3938, d_total_loss: 0.0214, d_dis_loss: 1.5071, attack_loss: 0.0499, label_acc: 0.0564
[1099]: fg_loss: 2.6420, e_total_loss: 4.2705, e_dis_loss: 0.3797, d_total_loss: 0.0207, d_dis_loss: 1.5039, attack_loss: 0.0503, label_acc: 0.0670
[1199]: fg_loss: 2.5333, e_total_loss: 4.2346, e_dis_loss: 0.4104, d_total_loss: 0.0204, d_dis_loss: 1.5162, attack_loss: 0.0514, label_acc: 0.0834
[1299]: fg_loss: 2.4747, e_total_loss: 4.2047, e_dis_loss: 0.3914, d_total_loss: 0.0195, d_dis_loss: 1.5105, attack_loss: 0.0491, label_acc: 0.0982
[1399]: fg_loss: 2.4179, e_total_loss: 4.1887, e_dis_loss: 0.3539, d_total_loss: 0.0206, d_dis_loss: 1.5085, attack_loss: 0.0459, label_acc: 0.1157
[1499]: fg_loss: 2.3175, e_total_loss: 4.1561, e_dis_loss: 0.3909, d_total_loss: 0.0196, d_dis_loss: 1.5016, attack_loss: 0.0461, label_acc: 0.1349
[1599]: fg_loss: 2.2652, e_total_loss: 4.1044, e_dis_loss: 0.3181, d_total_loss: 0.0175, d_dis_loss: 1.5165, attack_loss: 0.0403, label_acc: 0.1624
[1699]: fg_loss: 2.2057, e_total_loss: 4.0650, e_dis_loss: 0.3065, d_total_loss: 0.0194, d_dis_loss: 1.5031, attack_loss: 0.0364, label_acc: 0.1888
[1799]: fg_loss: 2.1533, e_total_loss: 4.0241, e_dis_loss: 0.3313, d_total_loss: 0.0210, d_dis_loss: 1.5197, attack_loss: 0.0318, label_acc: 0.2141
[1899]: fg_loss: 2.0981, e_total_loss: 3.9908, e_dis_loss: 0.3275, d_total_loss: 0.0180, d_dis_loss: 1.5230, attack_loss: 0.0333, label_acc: 0.2343
[1999]: fg_loss: 2.0111, e_total_loss: 3.9412, e_dis_loss: 0.3930, d_total_loss: 0.0186, d_dis_loss: 1.5336, attack_loss: 0.0280, label_acc: 0.2774
[2099]: fg_loss: 2.0074, e_total_loss: 3.9393, e_dis_loss: 0.2732, d_total_loss: 0.0170, d_dis_loss: 1.5336, attack_loss: 0.0275, label_acc: 0.2791
[2199]: fg_loss: 1.9114, e_total_loss: 3.8757, e_dis_loss: 0.3215, d_total_loss: 0.0152, d_dis_loss: 1.5325, attack_loss: 0.0272, label_acc: 0.3112
[2299]: fg_loss: 1.8701, e_total_loss: 3.8329, e_dis_loss: 0.2919, d_total_loss: 0.0143, d_dis_loss: 1.5107, attack_loss: 0.0248, label_acc: 0.3307
[2399]: fg_loss: 1.8276, e_total_loss: 3.7993, e_dis_loss: 0.3798, d_total_loss: 0.0143, d_dis_loss: 1.5245, attack_loss: 0.0245, label_acc: 0.3430
[2499]: fg_loss: 1.7948, e_total_loss: 3.8100, e_dis_loss: 0.3319, d_total_loss: 0.0143, d_dis_loss: 1.5263, attack_loss: 0.0235, label_acc: 0.3627
[2599]: fg_loss: 1.7548, e_total_loss: 3.7781, e_dis_loss: 0.3282, d_total_loss: 0.0142, d_dis_loss: 1.5200, attack_loss: 0.0219, label_acc: 0.3672
[2699]: fg_loss: 1.6847, e_total_loss: 3.7577, e_dis_loss: 0.3779, d_total_loss: 0.0144, d_dis_loss: 1.5263, attack_loss: 0.0205, label_acc: 0.3921
[2799]: fg_loss: 1.6538, e_total_loss: 3.7150, e_dis_loss: 0.3822, d_total_loss: 0.0136, d_dis_loss: 1.5040, attack_loss: 0.0203, label_acc: 0.3876
[2899]: fg_loss: 1.5928, e_total_loss: 3.7175, e_dis_loss: 0.3149, d_total_loss: 0.0132, d_dis_loss: 1.5386, attack_loss: 0.0217, label_acc: 0.4205
[2999]: fg_loss: 1.5617, e_total_loss: 3.6954, e_dis_loss: 0.3010, d_total_loss: 0.0125, d_dis_loss: 1.5037, attack_loss: 0.0199, label_acc: 0.4231
[3099]: fg_loss: 1.5102, e_total_loss: 3.6971, e_dis_loss: 0.3225, d_total_loss: 0.0126, d_dis_loss: 1.5280, attack_loss: 0.0191, label_acc: 0.4213
[3199]: fg_loss: 1.4759, e_total_loss: 3.6978, e_dis_loss: 0.2452, d_total_loss: 0.0126, d_dis_loss: 1.5169, attack_loss: 0.0180, label_acc: 0.4421
[3299]: fg_loss: 1.4480, e_total_loss: 3.6989, e_dis_loss: 0.2494, d_total_loss: 0.0130, d_dis_loss: 1.5152, attack_loss: 0.0183, label_acc: 0.4460
[3399]: fg_loss: 1.3950, e_total_loss: 3.6383, e_dis_loss: 0.2599, d_total_loss: 0.0115, d_dis_loss: 1.5061, attack_loss: 0.0185, label_acc: 0.4654
[3499]: fg_loss: 1.3521, e_total_loss: 3.6316, e_dis_loss: 0.2655, d_total_loss: 0.0118, d_dis_loss: 1.5194, attack_loss: 0.0169, label_acc: 0.4684
[3599]: fg_loss: 1.2948, e_total_loss: 3.6336, e_dis_loss: 0.2563, d_total_loss: 0.0115, d_dis_loss: 1.5155, attack_loss: 0.0184, label_acc: 0.4881
