Start vsl/plainnet experiments on cifar100 at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.02, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 4.5232, e_total_loss: 4.5456, e_dis_loss: 1.4968, d_total_loss: 0.0549, d_dis_loss: 1.3864, attack_loss: 0.0642
[199]: fg_loss: 4.2011, e_total_loss: 4.2427, e_dis_loss: 1.1667, d_total_loss: 0.0469, d_dis_loss: 1.3637, attack_loss: 0.0534
[299]: fg_loss: 3.9586, e_total_loss: 4.0221, e_dis_loss: 1.1248, d_total_loss: 0.0427, d_dis_loss: 1.4053, attack_loss: 0.0483
[399]: fg_loss: 3.8182, e_total_loss: 3.9031, e_dis_loss: 0.9428, d_total_loss: 0.0409, d_dis_loss: 1.4135, attack_loss: 0.0424
[499]: fg_loss: 3.6944, e_total_loss: 3.7665, e_dis_loss: 1.0088, d_total_loss: 0.0402, d_dis_loss: 1.3984, attack_loss: 0.0402
[599]: fg_loss: 3.5851, e_total_loss: 3.6672, e_dis_loss: 0.9512, d_total_loss: 0.0369, d_dis_loss: 1.3995, attack_loss: 0.0408
[699]: fg_loss: 3.5052, e_total_loss: 3.5993, e_dis_loss: 0.8656, d_total_loss: 0.0361, d_dis_loss: 1.3886, attack_loss: 0.0398
[799]: fg_loss: 3.4039, e_total_loss: 3.5198, e_dis_loss: 0.8467, d_total_loss: 0.0369, d_dis_loss: 1.3799, attack_loss: 0.0395
[899]: fg_loss: 3.3451, e_total_loss: 3.4210, e_dis_loss: 0.8227, d_total_loss: 0.0370, d_dis_loss: 1.3979, attack_loss: 0.0386
[999]: fg_loss: 3.2552, e_total_loss: 3.3983, e_dis_loss: 0.7539, d_total_loss: 0.0369, d_dis_loss: 1.4156, attack_loss: 0.0392
[1099]: fg_loss: 3.1785, e_total_loss: 3.2834, e_dis_loss: 0.7892, d_total_loss: 0.0368, d_dis_loss: 1.3831, attack_loss: 0.0392
