Start vsl/plainnet experiments on tinyimagenet at l5 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.02, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 5.2320, e_total_loss: 5.2652, e_dis_loss: 1.1406, d_total_loss: 0.0718, d_dis_loss: 1.5817, attack_loss: 0.0908
[199]: fg_loss: 5.0029, e_total_loss: 5.0396, e_dis_loss: 1.0320, d_total_loss: 0.0629, d_dis_loss: 1.5668, attack_loss: 0.0728
[299]: fg_loss: 4.8475, e_total_loss: 4.9232, e_dis_loss: 0.6708, d_total_loss: 0.0645, d_dis_loss: 1.5692, attack_loss: 0.0716
[399]: fg_loss: 4.7458, e_total_loss: 4.8206, e_dis_loss: 0.6857, d_total_loss: 0.0657, d_dis_loss: 1.5880, attack_loss: 0.0695
[499]: fg_loss: 4.6359, e_total_loss: 4.7191, e_dis_loss: 0.6079, d_total_loss: 0.0648, d_dis_loss: 1.5628, attack_loss: 0.0680
[599]: fg_loss: 4.5232, e_total_loss: 4.6228, e_dis_loss: 0.6670, d_total_loss: 0.0647, d_dis_loss: 1.5811, attack_loss: 0.0674
[699]: fg_loss: 4.4308, e_total_loss: 4.5438, e_dis_loss: 0.6510, d_total_loss: 0.0624, d_dis_loss: 1.5684, attack_loss: 0.0662
[799]: fg_loss: 4.3567, e_total_loss: 4.4584, e_dis_loss: 0.7435, d_total_loss: 0.0631, d_dis_loss: 1.5414, attack_loss: 0.0658
[899]: fg_loss: 4.2967, e_total_loss: 4.3960, e_dis_loss: 0.8555, d_total_loss: 0.0626, d_dis_loss: 1.5710, attack_loss: 0.0648
[999]: fg_loss: 4.2467, e_total_loss: 4.3471, e_dis_loss: 0.7929, d_total_loss: 0.0630, d_dis_loss: 1.5573, attack_loss: 0.0643
[1099]: fg_loss: 4.1741, e_total_loss: 4.3104, e_dis_loss: 0.6758, d_total_loss: 0.0615, d_dis_loss: 1.5670, attack_loss: 0.0649
[1199]: fg_loss: 4.1641, e_total_loss: 4.2861, e_dis_loss: 0.6865, d_total_loss: 0.0610, d_dis_loss: 1.5740, attack_loss: 0.0643
[1299]: fg_loss: 4.0919, e_total_loss: 4.2412, e_dis_loss: 0.5261, d_total_loss: 0.0601, d_dis_loss: 1.5687, attack_loss: 0.0632
