Start vsl/resnet experiments on tinyimagenet at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.02, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 5.2514, e_total_loss: 5.2774, e_dis_loss: 0.9476, d_total_loss: 0.0511, d_dis_loss: 1.4518, attack_loss: 0.0822
[199]: fg_loss: 4.9540, e_total_loss: 4.9899, e_dis_loss: 0.9033, d_total_loss: 0.0446, d_dis_loss: 1.4853, attack_loss: 0.0631
[299]: fg_loss: 4.6621, e_total_loss: 4.7259, e_dis_loss: 1.0103, d_total_loss: 0.0443, d_dis_loss: 1.4684, attack_loss: 0.0591
[399]: fg_loss: 4.5149, e_total_loss: 4.5423, e_dis_loss: 0.9559, d_total_loss: 0.0476, d_dis_loss: 1.4714, attack_loss: 0.0503
[499]: fg_loss: 4.3584, e_total_loss: 4.4225, e_dis_loss: 1.2360, d_total_loss: 0.0450, d_dis_loss: 1.4589, attack_loss: 0.0519
[599]: fg_loss: 4.2472, e_total_loss: 4.3272, e_dis_loss: 1.0828, d_total_loss: 0.0435, d_dis_loss: 1.5013, attack_loss: 0.0532
[699]: fg_loss: 4.1380, e_total_loss: 4.2488, e_dis_loss: 0.8943, d_total_loss: 0.0444, d_dis_loss: 1.4663, attack_loss: 0.0490
[799]: fg_loss: 4.0896, e_total_loss: 4.1686, e_dis_loss: 0.9677, d_total_loss: 0.0458, d_dis_loss: 1.5441, attack_loss: 0.0481
[899]: fg_loss: 4.0105, e_total_loss: 4.0982, e_dis_loss: 0.9789, d_total_loss: 0.0405, d_dis_loss: 1.5165, attack_loss: 0.0443
[999]: fg_loss: 3.9451, e_total_loss: 4.0366, e_dis_loss: 0.9722, d_total_loss: 0.0394, d_dis_loss: 1.4682, attack_loss: 0.0441
[1099]: fg_loss: 3.8958, e_total_loss: 4.0109, e_dis_loss: 0.9959, d_total_loss: 0.0373, d_dis_loss: 1.4382, attack_loss: 0.0440
[1199]: fg_loss: 3.8446, e_total_loss: 3.9718, e_dis_loss: 0.9600, d_total_loss: 0.0376, d_dis_loss: 1.4869, attack_loss: 0.0431
[1299]: fg_loss: 3.8105, e_total_loss: 3.9133, e_dis_loss: 0.9196, d_total_loss: 0.0345, d_dis_loss: 1.4831, attack_loss: 0.0421
[1399]: fg_loss: 3.7534, e_total_loss: 3.8629, e_dis_loss: 0.8572, d_total_loss: 0.0346, d_dis_loss: 1.4851, attack_loss: 0.0424
