Start vsl/plainnet experiments on tinyimagenet at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.02, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 5.2351, e_total_loss: 5.2616, e_dis_loss: 1.7057, d_total_loss: 0.0652, d_dis_loss: 1.5411, attack_loss: 0.0788
[199]: fg_loss: 5.0272, e_total_loss: 5.0499, e_dis_loss: 1.5044, d_total_loss: 0.0598, d_dis_loss: 1.5202, attack_loss: 0.0661
[299]: fg_loss: 4.8742, e_total_loss: 4.9137, e_dis_loss: 1.1392, d_total_loss: 0.0629, d_dis_loss: 1.5666, attack_loss: 0.0657
[399]: fg_loss: 4.7632, e_total_loss: 4.7897, e_dis_loss: 1.1370, d_total_loss: 0.0654, d_dis_loss: 1.5204, attack_loss: 0.0679
[499]: fg_loss: 4.6461, e_total_loss: 4.6798, e_dis_loss: 0.9516, d_total_loss: 0.0641, d_dis_loss: 1.5300, attack_loss: 0.0666
[599]: fg_loss: 4.5427, e_total_loss: 4.5898, e_dis_loss: 0.8959, d_total_loss: 0.0651, d_dis_loss: 1.5772, attack_loss: 0.0649
[699]: fg_loss: 4.4371, e_total_loss: 4.4968, e_dis_loss: 0.8466, d_total_loss: 0.0654, d_dis_loss: 1.5524, attack_loss: 0.0631
[799]: fg_loss: 4.3735, e_total_loss: 4.4222, e_dis_loss: 0.8475, d_total_loss: 0.0635, d_dis_loss: 1.5633, attack_loss: 0.0623
[899]: fg_loss: 4.3084, e_total_loss: 4.3563, e_dis_loss: 0.7658, d_total_loss: 0.0635, d_dis_loss: 1.5424, attack_loss: 0.0621
[999]: fg_loss: 4.2459, e_total_loss: 4.3078, e_dis_loss: 0.7105, d_total_loss: 0.0617, d_dis_loss: 1.5678, attack_loss: 0.0600
[1099]: fg_loss: 4.1791, e_total_loss: 4.2638, e_dis_loss: 0.7547, d_total_loss: 0.0596, d_dis_loss: 1.5493, attack_loss: 0.0606
[1199]: fg_loss: 4.1619, e_total_loss: 4.2383, e_dis_loss: 0.6833, d_total_loss: 0.0593, d_dis_loss: 1.5277, attack_loss: 0.0600
[1299]: fg_loss: 4.1098, e_total_loss: 4.1836, e_dis_loss: 0.6997, d_total_loss: 0.0585, d_dis_loss: 1.5604, attack_loss: 0.0612
[1399]: fg_loss: 4.0614, e_total_loss: 4.1509, e_dis_loss: 0.6623, d_total_loss: 0.0579, d_dis_loss: 1.5343, attack_loss: 0.0579
[1499]: fg_loss: 4.0260, e_total_loss: 4.1386, e_dis_loss: 0.6387, d_total_loss: 0.0582, d_dis_loss: 1.5339, attack_loss: 0.0587
[1599]: fg_loss: 3.9839, e_total_loss: 4.1052, e_dis_loss: 0.7239, d_total_loss: 0.0572, d_dis_loss: 1.5522, attack_loss: 0.0591
[1699]: fg_loss: 3.9556, e_total_loss: 4.0759, e_dis_loss: 0.6769, d_total_loss: 0.0571, d_dis_loss: 1.5272, attack_loss: 0.0600
