Start vsl/resnet experiments on stl10 at l5 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.02, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.8333, e_total_loss: 2.3343, e_dis_loss: 0.6227, d_total_loss: 0.0336, d_dis_loss: 1.4257, attack_loss: 0.1178
[199]: fg_loss: 1.6274, e_total_loss: 1.8013, e_dis_loss: 0.3574, d_total_loss: 0.0204, d_dis_loss: 1.4421, attack_loss: 0.0944
[299]: fg_loss: 1.5321, e_total_loss: 1.7516, e_dis_loss: 0.3974, d_total_loss: 0.0215, d_dis_loss: 1.4650, attack_loss: 0.0591
[399]: fg_loss: 1.4501, e_total_loss: 1.6844, e_dis_loss: 0.3973, d_total_loss: 0.0209, d_dis_loss: 1.4594, attack_loss: 0.0556
[499]: fg_loss: 1.3616, e_total_loss: 1.6122, e_dis_loss: 0.4418, d_total_loss: 0.0204, d_dis_loss: 1.4424, attack_loss: 0.0514
[599]: fg_loss: 1.3412, e_total_loss: 1.6121, e_dis_loss: 0.3513, d_total_loss: 0.0208, d_dis_loss: 1.4730, attack_loss: 0.0552
[699]: fg_loss: 1.2415, e_total_loss: 1.5235, e_dis_loss: 0.3492, d_total_loss: 0.0198, d_dis_loss: 1.4619, attack_loss: 0.0501
[799]: fg_loss: 1.2346, e_total_loss: 1.5260, e_dis_loss: 0.4086, d_total_loss: 0.0211, d_dis_loss: 1.4457, attack_loss: 0.0532
[899]: fg_loss: 1.1503, e_total_loss: 1.5082, e_dis_loss: 0.3977, d_total_loss: 0.0213, d_dis_loss: 1.5011, attack_loss: 0.0467
[999]: fg_loss: 1.1345, e_total_loss: 1.4290, e_dis_loss: 0.4192, d_total_loss: 0.0191, d_dis_loss: 1.5259, attack_loss: 0.0547
[1099]: fg_loss: 1.0700, e_total_loss: 1.4526, e_dis_loss: 0.3522, d_total_loss: 0.0216, d_dis_loss: 1.5037, attack_loss: 0.0487
[1199]: fg_loss: 1.0939, e_total_loss: 1.3986, e_dis_loss: 0.3371, d_total_loss: 0.0200, d_dis_loss: 1.5018, attack_loss: 0.0498
[1299]: fg_loss: 1.0229, e_total_loss: 1.3563, e_dis_loss: 0.3050, d_total_loss: 0.0195, d_dis_loss: 1.4718, attack_loss: 0.0417
[1399]: fg_loss: 1.0127, e_total_loss: 1.2990, e_dis_loss: 0.2751, d_total_loss: 0.0192, d_dis_loss: 1.4982, attack_loss: 0.0432
[1499]: fg_loss: 0.9344, e_total_loss: 1.3704, e_dis_loss: 0.3590, d_total_loss: 0.0188, d_dis_loss: 1.4547, attack_loss: 0.0403
[1599]: fg_loss: 0.9569, e_total_loss: 1.3785, e_dis_loss: 0.2939, d_total_loss: 0.0179, d_dis_loss: 1.4624, attack_loss: 0.0345
[1699]: fg_loss: 0.8980, e_total_loss: 1.2480, e_dis_loss: 0.2617, d_total_loss: 0.0168, d_dis_loss: 1.4571, attack_loss: 0.0381
[1799]: fg_loss: 0.8996, e_total_loss: 1.3146, e_dis_loss: 0.2926, d_total_loss: 0.0166, d_dis_loss: 1.5014, attack_loss: 0.0364
[1899]: fg_loss: 0.8465, e_total_loss: 1.2394, e_dis_loss: 0.3028, d_total_loss: 0.0157, d_dis_loss: 1.4766, attack_loss: 0.0332
[1999]: fg_loss: 0.8393, e_total_loss: 1.2434, e_dis_loss: 0.2533, d_total_loss: 0.0157, d_dis_loss: 1.4862, attack_loss: 0.0336
[2099]: fg_loss: 0.8104, e_total_loss: 1.2872, e_dis_loss: 0.2117, d_total_loss: 0.0164, d_dis_loss: 1.4502, attack_loss: 0.0349
[2199]: fg_loss: 0.7751, e_total_loss: 1.2799, e_dis_loss: 0.2368, d_total_loss: 0.0182, d_dis_loss: 1.4540, attack_loss: 0.0356
[2299]: fg_loss: 0.7368, e_total_loss: 1.1915, e_dis_loss: 0.2500, d_total_loss: 0.0149, d_dis_loss: 1.4642, attack_loss: 0.0333
[2399]: fg_loss: 0.7124, e_total_loss: 1.2350, e_dis_loss: 0.2005, d_total_loss: 0.0149, d_dis_loss: 1.4818, attack_loss: 0.0358
[2499]: fg_loss: 0.7023, e_total_loss: 1.3160, e_dis_loss: 0.1786, d_total_loss: 0.0147, d_dis_loss: 1.4898, attack_loss: 0.0350
[2599]: fg_loss: 0.6731, e_total_loss: 1.1795, e_dis_loss: 0.2327, d_total_loss: 0.0138, d_dis_loss: 1.4810, attack_loss: 0.0354
[2699]: fg_loss: 0.6726, e_total_loss: 1.2897, e_dis_loss: 0.1624, d_total_loss: 0.0145, d_dis_loss: 1.4905, attack_loss: 0.0319
[2799]: fg_loss: 0.6215, e_total_loss: 1.2585, e_dis_loss: 0.1595, d_total_loss: 0.0140, d_dis_loss: 1.4838, attack_loss: 0.0318
[2899]: fg_loss: 0.5849, e_total_loss: 1.2634, e_dis_loss: 0.1836, d_total_loss: 0.0147, d_dis_loss: 1.4780, attack_loss: 0.0339
[2999]: fg_loss: 0.6086, e_total_loss: 1.2807, e_dis_loss: 0.1449, d_total_loss: 0.0143, d_dis_loss: 1.4739, attack_loss: 0.0355
