Start vsl/plainnet experiments on stl10 at l5 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.02, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.8576, e_total_loss: 2.0141, e_dis_loss: 0.8528, d_total_loss: 0.0508, d_dis_loss: 1.5226, attack_loss: 0.0669
[199]: fg_loss: 1.6883, e_total_loss: 1.8284, e_dis_loss: 0.4435, d_total_loss: 0.0373, d_dis_loss: 1.5532, attack_loss: 0.0602
[299]: fg_loss: 1.6208, e_total_loss: 1.8134, e_dis_loss: 0.5397, d_total_loss: 0.0385, d_dis_loss: 1.5342, attack_loss: 0.0561
[399]: fg_loss: 1.5886, e_total_loss: 1.7340, e_dis_loss: 0.4471, d_total_loss: 0.0436, d_dis_loss: 1.5055, attack_loss: 0.0588
[499]: fg_loss: 1.5350, e_total_loss: 1.7482, e_dis_loss: 0.4665, d_total_loss: 0.0470, d_dis_loss: 1.4971, attack_loss: 0.0549
[599]: fg_loss: 1.5373, e_total_loss: 1.6659, e_dis_loss: 0.4291, d_total_loss: 0.0437, d_dis_loss: 1.4729, attack_loss: 0.0572
[699]: fg_loss: 1.4501, e_total_loss: 1.6418, e_dis_loss: 0.4777, d_total_loss: 0.0433, d_dis_loss: 1.4797, attack_loss: 0.0560
[799]: fg_loss: 1.4454, e_total_loss: 1.6652, e_dis_loss: 0.3041, d_total_loss: 0.0419, d_dis_loss: 1.4756, attack_loss: 0.0556
[899]: fg_loss: 1.3623, e_total_loss: 1.6348, e_dis_loss: 0.3504, d_total_loss: 0.0446, d_dis_loss: 1.5096, attack_loss: 0.0600
[999]: fg_loss: 1.3497, e_total_loss: 1.5561, e_dis_loss: 0.3260, d_total_loss: 0.0423, d_dis_loss: 1.4870, attack_loss: 0.0660
[1099]: fg_loss: 1.2595, e_total_loss: 1.5096, e_dis_loss: 0.3262, d_total_loss: 0.0416, d_dis_loss: 1.5120, attack_loss: 0.0603
[1199]: fg_loss: 1.2652, e_total_loss: 1.4633, e_dis_loss: 0.3320, d_total_loss: 0.0412, d_dis_loss: 1.4721, attack_loss: 0.0583
[1299]: fg_loss: 1.2083, e_total_loss: 1.4588, e_dis_loss: 0.3604, d_total_loss: 0.0431, d_dis_loss: 1.4936, attack_loss: 0.0588
[1399]: fg_loss: 1.2018, e_total_loss: 1.3481, e_dis_loss: 0.5015, d_total_loss: 0.0403, d_dis_loss: 1.4774, attack_loss: 0.0574
[1499]: fg_loss: 1.1347, e_total_loss: 1.3378, e_dis_loss: 0.4575, d_total_loss: 0.0388, d_dis_loss: 1.4997, attack_loss: 0.0540
[1599]: fg_loss: 1.1479, e_total_loss: 1.3989, e_dis_loss: 0.4624, d_total_loss: 0.0388, d_dis_loss: 1.4773, attack_loss: 0.0561
[1699]: fg_loss: 1.0830, e_total_loss: 1.2820, e_dis_loss: 0.4809, d_total_loss: 0.0370, d_dis_loss: 1.5124, attack_loss: 0.0559
[1799]: fg_loss: 1.1130, e_total_loss: 1.3271, e_dis_loss: 0.3900, d_total_loss: 0.0379, d_dis_loss: 1.4921, attack_loss: 0.0581
[1899]: fg_loss: 1.0513, e_total_loss: 1.2644, e_dis_loss: 0.4582, d_total_loss: 0.0384, d_dis_loss: 1.4819, attack_loss: 0.0516
[1999]: fg_loss: 1.0431, e_total_loss: 1.2751, e_dis_loss: 0.4138, d_total_loss: 0.0370, d_dis_loss: 1.4927, attack_loss: 0.0566
[2099]: fg_loss: 1.0080, e_total_loss: 1.2754, e_dis_loss: 0.3852, d_total_loss: 0.0365, d_dis_loss: 1.4784, attack_loss: 0.0526
[2199]: fg_loss: 0.9830, e_total_loss: 1.2455, e_dis_loss: 0.3917, d_total_loss: 0.0377, d_dis_loss: 1.4866, attack_loss: 0.0554
[2299]: fg_loss: 0.9688, e_total_loss: 1.1888, e_dis_loss: 0.3560, d_total_loss: 0.0366, d_dis_loss: 1.4885, attack_loss: 0.0570
[2399]: fg_loss: 0.9404, e_total_loss: 1.1863, e_dis_loss: 0.2939, d_total_loss: 0.0366, d_dis_loss: 1.4654, attack_loss: 0.0522
[2499]: fg_loss: 0.9205, e_total_loss: 1.2320, e_dis_loss: 0.3865, d_total_loss: 0.0360, d_dis_loss: 1.4793, attack_loss: 0.0594
