Start vsl/resnet experiments on cifar10 at l5 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.02, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.7021, e_total_loss: 1.9945, e_dis_loss: 0.3910, d_total_loss: 0.0372, d_dis_loss: 1.5394, attack_loss: 0.0824
[199]: fg_loss: 1.3955, e_total_loss: 1.6744, e_dis_loss: 0.3647, d_total_loss: 0.0261, d_dis_loss: 1.4935, attack_loss: 0.0650
[299]: fg_loss: 1.2496, e_total_loss: 1.5632, e_dis_loss: 0.4416, d_total_loss: 0.0228, d_dis_loss: 1.4744, attack_loss: 0.0506
[399]: fg_loss: 1.1014, e_total_loss: 1.5060, e_dis_loss: 0.4433, d_total_loss: 0.0233, d_dis_loss: 1.4824, attack_loss: 0.0413
[499]: fg_loss: 1.0222, e_total_loss: 1.3346, e_dis_loss: 0.4256, d_total_loss: 0.0216, d_dis_loss: 1.4685, attack_loss: 0.0381
[599]: fg_loss: 0.9557, e_total_loss: 1.2767, e_dis_loss: 0.5127, d_total_loss: 0.0191, d_dis_loss: 1.4147, attack_loss: 0.0393
[699]: fg_loss: 0.8892, e_total_loss: 1.2036, e_dis_loss: 0.5141, d_total_loss: 0.0180, d_dis_loss: 1.5002, attack_loss: 0.0361
[799]: fg_loss: 0.8397, e_total_loss: 1.1386, e_dis_loss: 0.4998, d_total_loss: 0.0166, d_dis_loss: 1.4817, attack_loss: 0.0364
[899]: fg_loss: 0.7728, e_total_loss: 1.1431, e_dis_loss: 0.4512, d_total_loss: 0.0145, d_dis_loss: 1.4173, attack_loss: 0.0381
[999]: fg_loss: 0.7510, e_total_loss: 1.1363, e_dis_loss: 0.4397, d_total_loss: 0.0156, d_dis_loss: 1.4088, attack_loss: 0.0331
[1099]: fg_loss: 0.6684, e_total_loss: 1.0842, e_dis_loss: 0.4056, d_total_loss: 0.0140, d_dis_loss: 1.4789, attack_loss: 0.0338
[1199]: fg_loss: 0.6586, e_total_loss: 1.0994, e_dis_loss: 0.3938, d_total_loss: 0.0142, d_dis_loss: 1.4815, attack_loss: 0.0332
[1299]: fg_loss: 0.6134, e_total_loss: 1.0692, e_dis_loss: 0.3915, d_total_loss: 0.0140, d_dis_loss: 1.4495, attack_loss: 0.0301
[1399]: fg_loss: 0.5788, e_total_loss: 1.0530, e_dis_loss: 0.3283, d_total_loss: 0.0132, d_dis_loss: 1.4588, attack_loss: 0.0300
[1499]: fg_loss: 0.5491, e_total_loss: 1.0204, e_dis_loss: 0.3413, d_total_loss: 0.0129, d_dis_loss: 1.4818, attack_loss: 0.0283
[1599]: fg_loss: 0.5123, e_total_loss: 1.0148, e_dis_loss: 0.2971, d_total_loss: 0.0129, d_dis_loss: 1.4694, attack_loss: 0.0272
[1699]: fg_loss: 0.4992, e_total_loss: 1.0494, e_dis_loss: 0.3035, d_total_loss: 0.0121, d_dis_loss: 1.4460, attack_loss: 0.0271
[1799]: fg_loss: 0.4391, e_total_loss: 0.9765, e_dis_loss: 0.2719, d_total_loss: 0.0119, d_dis_loss: 1.4664, attack_loss: 0.0255
[1899]: fg_loss: 0.4256, e_total_loss: 1.0665, e_dis_loss: 0.2047, d_total_loss: 0.0118, d_dis_loss: 1.4408, attack_loss: 0.0264
[1999]: fg_loss: 0.4074, e_total_loss: 1.0450, e_dis_loss: 0.2000, d_total_loss: 0.0124, d_dis_loss: 1.4571, attack_loss: 0.0235
[2099]: fg_loss: 0.3771, e_total_loss: 1.0440, e_dis_loss: 0.2066, d_total_loss: 0.0125, d_dis_loss: 1.4666, attack_loss: 0.0245
[2199]: fg_loss: 0.3583, e_total_loss: 1.0309, e_dis_loss: 0.2200, d_total_loss: 0.0110, d_dis_loss: 1.4655, attack_loss: 0.0234
[2299]: fg_loss: 0.3300, e_total_loss: 1.0348, e_dis_loss: 0.2212, d_total_loss: 0.0113, d_dis_loss: 1.4660, attack_loss: 0.0236
[2399]: fg_loss: 0.3098, e_total_loss: 1.1332, e_dis_loss: 0.1797, d_total_loss: 0.0109, d_dis_loss: 1.4465, attack_loss: 0.0252
