Start usl/plainnet experiments on cifar10 at l5 with {'e_lr': 0.001, 'd_lr': 0.0005, 'hs_lr': 0.001, 'lambda1': 0.04, 'lambda2': 1e-05, 'flip_rate': 0.1, 'e_dis_lr': 4e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.8970, e_total_loss: 2.2883, e_dis_loss: 0.9273, d_total_loss: 0.0525, d_dis_loss: 1.5518, attack_loss: 0.0827, label_acc: 0.0612
[199]: fg_loss: 1.5390, e_total_loss: 2.0856, e_dis_loss: 1.0294, d_total_loss: 0.0512, d_dis_loss: 1.5494, attack_loss: 0.0816, label_acc: 0.0355
[299]: fg_loss: 1.3917, e_total_loss: 2.1087, e_dis_loss: 0.7736, d_total_loss: 0.0550, d_dis_loss: 1.5456, attack_loss: 0.0740, label_acc: 0.0279
[399]: fg_loss: 1.2856, e_total_loss: 2.0703, e_dis_loss: 0.4856, d_total_loss: 0.0528, d_dis_loss: 1.5515, attack_loss: 0.0761, label_acc: 0.0309
[499]: fg_loss: 1.2083, e_total_loss: 2.0326, e_dis_loss: 0.4721, d_total_loss: 0.0548, d_dis_loss: 1.5470, attack_loss: 0.0749, label_acc: 0.0268
[599]: fg_loss: 1.1375, e_total_loss: 2.0656, e_dis_loss: 0.3227, d_total_loss: 0.0534, d_dis_loss: 1.5423, attack_loss: 0.0768, label_acc: 0.0262
[699]: fg_loss: 1.0784, e_total_loss: 2.0305, e_dis_loss: 0.2505, d_total_loss: 0.0533, d_dis_loss: 1.5249, attack_loss: 0.0749, label_acc: 0.0268
[799]: fg_loss: 1.0176, e_total_loss: 2.0305, e_dis_loss: 0.2969, d_total_loss: 0.0564, d_dis_loss: 1.5289, attack_loss: 0.0732, label_acc: 0.0290
[899]: fg_loss: 0.9494, e_total_loss: 2.0397, e_dis_loss: 0.2693, d_total_loss: 0.0553, d_dis_loss: 1.5383, attack_loss: 0.0733, label_acc: 0.0253
[999]: fg_loss: 0.9264, e_total_loss: 2.0296, e_dis_loss: 0.3273, d_total_loss: 0.0533, d_dis_loss: 1.5179, attack_loss: 0.0800, label_acc: 0.0265
[1099]: fg_loss: 0.8540, e_total_loss: 2.0156, e_dis_loss: 0.2260, d_total_loss: 0.0525, d_dis_loss: 1.4924, attack_loss: 0.0833, label_acc: 0.0231
[1199]: fg_loss: 0.8377, e_total_loss: 2.0727, e_dis_loss: 0.1650, d_total_loss: 0.0495, d_dis_loss: 1.5048, attack_loss: 0.0862, label_acc: 0.0310
[1299]: fg_loss: 0.7951, e_total_loss: 2.0163, e_dis_loss: 0.2025, d_total_loss: 0.0469, d_dis_loss: 1.5058, attack_loss: 0.0850, label_acc: 0.0359
[1399]: fg_loss: 0.7490, e_total_loss: 2.0243, e_dis_loss: 0.1951, d_total_loss: 0.0470, d_dis_loss: 1.5089, attack_loss: 0.0867, label_acc: 0.0512
[1499]: fg_loss: 0.7339, e_total_loss: 2.0273, e_dis_loss: 0.2242, d_total_loss: 0.0471, d_dis_loss: 1.5121, attack_loss: 0.0846, label_acc: 0.0506
[1599]: fg_loss: 0.6886, e_total_loss: 1.9955, e_dis_loss: 0.2041, d_total_loss: 0.0477, d_dis_loss: 1.4888, attack_loss: 0.0863, label_acc: 0.0526
[1699]: fg_loss: 0.6681, e_total_loss: 2.0077, e_dis_loss: 0.2113, d_total_loss: 0.0482, d_dis_loss: 1.4996, attack_loss: 0.0835, label_acc: 0.0620
[1799]: fg_loss: 0.6272, e_total_loss: 1.9805, e_dis_loss: 0.1629, d_total_loss: 0.0474, d_dis_loss: 1.4875, attack_loss: 0.0880, label_acc: 0.0691
[1899]: fg_loss: 0.6139, e_total_loss: 1.9788, e_dis_loss: 0.1822, d_total_loss: 0.0476, d_dis_loss: 1.4866, attack_loss: 0.0855, label_acc: 0.0846
[1999]: fg_loss: 0.5956, e_total_loss: 1.9707, e_dis_loss: 0.2030, d_total_loss: 0.0479, d_dis_loss: 1.4659, attack_loss: 0.0845, label_acc: 0.0916
[2099]: fg_loss: 0.5616, e_total_loss: 2.0328, e_dis_loss: 0.1429, d_total_loss: 0.0479, d_dis_loss: 1.4953, attack_loss: 0.0804, label_acc: 0.1078
[2199]: fg_loss: 0.5416, e_total_loss: 2.0070, e_dis_loss: 0.1392, d_total_loss: 0.0477, d_dis_loss: 1.4816, attack_loss: 0.0832, label_acc: 0.1146
[2299]: fg_loss: 0.5216, e_total_loss: 2.0003, e_dis_loss: 0.1542, d_total_loss: 0.0453, d_dis_loss: 1.4836, attack_loss: 0.0862, label_acc: 0.0948
[2399]: fg_loss: 0.4957, e_total_loss: 1.9945, e_dis_loss: 0.1981, d_total_loss: 0.0436, d_dis_loss: 1.4755, attack_loss: 0.0871, label_acc: 0.1245
[2499]: fg_loss: 0.4773, e_total_loss: 1.9686, e_dis_loss: 0.1684, d_total_loss: 0.0481, d_dis_loss: 1.4760, attack_loss: 0.0826, label_acc: 0.1338
[2599]: fg_loss: 0.4614, e_total_loss: 1.9975, e_dis_loss: 0.1690, d_total_loss: 0.0466, d_dis_loss: 1.4818, attack_loss: 0.0833, label_acc: 0.1849
[2699]: fg_loss: 0.4399, e_total_loss: 1.9262, e_dis_loss: 0.1841, d_total_loss: 0.0465, d_dis_loss: 1.4907, attack_loss: 0.0831, label_acc: 0.2056
[2799]: fg_loss: 0.4307, e_total_loss: 1.9294, e_dis_loss: 0.1681, d_total_loss: 0.0452, d_dis_loss: 1.4834, attack_loss: 0.0822, label_acc: 0.2188
