Start usl/plainnet experiments on cifar10 at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'hs_lr': 0.001, 'lambda1': 0.04, 'lambda2': 1e-05, 'flip_rate': 0.1, 'e_dis_lr': 4e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.8254, e_total_loss: 2.1698, e_dis_loss: 1.3401, d_total_loss: 0.0585, d_dis_loss: 1.5640, attack_loss: 0.0628, label_acc: 0.0900
[199]: fg_loss: 1.5343, e_total_loss: 2.0109, e_dis_loss: 1.2816, d_total_loss: 0.0567, d_dis_loss: 1.5848, attack_loss: 0.0585, label_acc: 0.0858
[299]: fg_loss: 1.3899, e_total_loss: 1.9752, e_dis_loss: 0.9787, d_total_loss: 0.0555, d_dis_loss: 1.6283, attack_loss: 0.0571, label_acc: 0.0790
[399]: fg_loss: 1.2526, e_total_loss: 1.9629, e_dis_loss: 0.9104, d_total_loss: 0.0569, d_dis_loss: 1.5862, attack_loss: 0.0624, label_acc: 0.0705
[499]: fg_loss: 1.1786, e_total_loss: 1.9195, e_dis_loss: 0.6685, d_total_loss: 0.0554, d_dis_loss: 1.6048, attack_loss: 0.0621, label_acc: 0.0658
[599]: fg_loss: 1.0954, e_total_loss: 1.9091, e_dis_loss: 0.6491, d_total_loss: 0.0566, d_dis_loss: 1.5535, attack_loss: 0.0617, label_acc: 0.0705
[699]: fg_loss: 1.0456, e_total_loss: 1.8692, e_dis_loss: 0.5507, d_total_loss: 0.0539, d_dis_loss: 1.5743, attack_loss: 0.0619, label_acc: 0.0784
[799]: fg_loss: 0.9624, e_total_loss: 1.8819, e_dis_loss: 0.4585, d_total_loss: 0.0566, d_dis_loss: 1.5492, attack_loss: 0.0603, label_acc: 0.0788
[899]: fg_loss: 0.9178, e_total_loss: 1.8236, e_dis_loss: 0.4365, d_total_loss: 0.0546, d_dis_loss: 1.5432, attack_loss: 0.0614, label_acc: 0.1258
[999]: fg_loss: 0.8908, e_total_loss: 1.8114, e_dis_loss: 0.3814, d_total_loss: 0.0559, d_dis_loss: 1.5395, attack_loss: 0.0618, label_acc: 0.1147
[1099]: fg_loss: 0.8067, e_total_loss: 1.8237, e_dis_loss: 0.2600, d_total_loss: 0.0569, d_dis_loss: 1.5576, attack_loss: 0.0647, label_acc: 0.1323
[1199]: fg_loss: 0.8082, e_total_loss: 1.8368, e_dis_loss: 0.3079, d_total_loss: 0.0559, d_dis_loss: 1.5228, attack_loss: 0.0598, label_acc: 0.1379
[1299]: fg_loss: 0.7509, e_total_loss: 1.8074, e_dis_loss: 0.2609, d_total_loss: 0.0560, d_dis_loss: 1.5256, attack_loss: 0.0622, label_acc: 0.1522
[1399]: fg_loss: 0.7334, e_total_loss: 1.8003, e_dis_loss: 0.2827, d_total_loss: 0.0564, d_dis_loss: 1.5439, attack_loss: 0.0630, label_acc: 0.2015
[1499]: fg_loss: 0.7050, e_total_loss: 1.7897, e_dis_loss: 0.1886, d_total_loss: 0.0552, d_dis_loss: 1.5171, attack_loss: 0.0616, label_acc: 0.1894
[1599]: fg_loss: 0.6568, e_total_loss: 1.7888, e_dis_loss: 0.2501, d_total_loss: 0.0554, d_dis_loss: 1.5394, attack_loss: 0.0619, label_acc: 0.2123
[1699]: fg_loss: 0.6578, e_total_loss: 1.8668, e_dis_loss: 0.2294, d_total_loss: 0.0559, d_dis_loss: 1.5370, attack_loss: 0.0589, label_acc: 0.2099
[1799]: fg_loss: 0.5936, e_total_loss: 1.7441, e_dis_loss: 0.2235, d_total_loss: 0.0568, d_dis_loss: 1.5026, attack_loss: 0.0588, label_acc: 0.2263
[1899]: fg_loss: 0.5951, e_total_loss: 1.7672, e_dis_loss: 0.2318, d_total_loss: 0.0549, d_dis_loss: 1.5046, attack_loss: 0.0594, label_acc: 0.2266
[1999]: fg_loss: 0.5634, e_total_loss: 1.7775, e_dis_loss: 0.2387, d_total_loss: 0.0552, d_dis_loss: 1.5381, attack_loss: 0.0589, label_acc: 0.2299
[2099]: fg_loss: 0.5474, e_total_loss: 1.7271, e_dis_loss: 0.2432, d_total_loss: 0.0553, d_dis_loss: 1.5014, attack_loss: 0.0602, label_acc: 0.2562
[2199]: fg_loss: 0.5291, e_total_loss: 1.7231, e_dis_loss: 0.2044, d_total_loss: 0.0540, d_dis_loss: 1.5166, attack_loss: 0.0592, label_acc: 0.2676
[2299]: fg_loss: 0.4924, e_total_loss: 1.6935, e_dis_loss: 0.1986, d_total_loss: 0.0542, d_dis_loss: 1.4909, attack_loss: 0.0603, label_acc: 0.2903
[2399]: fg_loss: 0.4957, e_total_loss: 1.6999, e_dis_loss: 0.2137, d_total_loss: 0.0529, d_dis_loss: 1.4690, attack_loss: 0.0605, label_acc: 0.3028
[2499]: fg_loss: 0.4424, e_total_loss: 1.6925, e_dis_loss: 0.1852, d_total_loss: 0.0539, d_dis_loss: 1.4543, attack_loss: 0.0593, label_acc: 0.3213
[2599]: fg_loss: 0.4364, e_total_loss: 1.6883, e_dis_loss: 0.2095, d_total_loss: 0.0533, d_dis_loss: 1.4629, attack_loss: 0.0597, label_acc: 0.3295
[2699]: fg_loss: 0.4180, e_total_loss: 1.6674, e_dis_loss: 0.1831, d_total_loss: 0.0534, d_dis_loss: 1.4850, attack_loss: 0.0591, label_acc: 0.3363
[2799]: fg_loss: 0.4068, e_total_loss: 1.6624, e_dis_loss: 0.1480, d_total_loss: 0.0538, d_dis_loss: 1.5040, attack_loss: 0.0611, label_acc: 0.3494
