Start usl/plainnet experiments on cifar10 at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'hs_lr': 0.001, 'lambda1': 0.04, 'lambda2': 1e-05, 'flip_rate': 0.1, 'e_dis_lr': 4e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.8070, e_total_loss: 2.1627, e_dis_loss: 1.0401, d_total_loss: 0.0600, d_dis_loss: 1.4956, attack_loss: 0.0698, label_acc: 0.1107
[199]: fg_loss: 1.5312, e_total_loss: 2.0014, e_dis_loss: 0.8070, d_total_loss: 0.0549, d_dis_loss: 1.4849, attack_loss: 0.0669, label_acc: 0.0920
[299]: fg_loss: 1.3983, e_total_loss: 1.9437, e_dis_loss: 0.6164, d_total_loss: 0.0559, d_dis_loss: 1.4516, attack_loss: 0.0617, label_acc: 0.0771
[399]: fg_loss: 1.2784, e_total_loss: 1.9006, e_dis_loss: 0.6749, d_total_loss: 0.0563, d_dis_loss: 1.5175, attack_loss: 0.0594, label_acc: 0.0813
[499]: fg_loss: 1.1947, e_total_loss: 1.8895, e_dis_loss: 0.6601, d_total_loss: 0.0533, d_dis_loss: 1.5144, attack_loss: 0.0600, label_acc: 0.0785
[599]: fg_loss: 1.1089, e_total_loss: 1.8837, e_dis_loss: 0.5153, d_total_loss: 0.0543, d_dis_loss: 1.4884, attack_loss: 0.0627, label_acc: 0.1052
[699]: fg_loss: 1.0413, e_total_loss: 1.8718, e_dis_loss: 0.4495, d_total_loss: 0.0522, d_dis_loss: 1.4854, attack_loss: 0.0609, label_acc: 0.1121
[799]: fg_loss: 0.9822, e_total_loss: 1.9053, e_dis_loss: 0.3889, d_total_loss: 0.0521, d_dis_loss: 1.5067, attack_loss: 0.0598, label_acc: 0.1122
[899]: fg_loss: 0.9326, e_total_loss: 1.8721, e_dis_loss: 0.3972, d_total_loss: 0.0524, d_dis_loss: 1.4778, attack_loss: 0.0632, label_acc: 0.1191
[999]: fg_loss: 0.9012, e_total_loss: 1.8761, e_dis_loss: 0.3672, d_total_loss: 0.0540, d_dis_loss: 1.4671, attack_loss: 0.0614, label_acc: 0.1355
[1099]: fg_loss: 0.8250, e_total_loss: 1.8440, e_dis_loss: 0.3300, d_total_loss: 0.0536, d_dis_loss: 1.4910, attack_loss: 0.0589, label_acc: 0.1334
[1199]: fg_loss: 0.8012, e_total_loss: 1.8451, e_dis_loss: 0.2790, d_total_loss: 0.0530, d_dis_loss: 1.4602, attack_loss: 0.0589, label_acc: 0.1244
[1299]: fg_loss: 0.7635, e_total_loss: 1.8117, e_dis_loss: 0.2899, d_total_loss: 0.0541, d_dis_loss: 1.4621, attack_loss: 0.0594, label_acc: 0.1268
[1399]: fg_loss: 0.7307, e_total_loss: 1.7785, e_dis_loss: 0.1806, d_total_loss: 0.0529, d_dis_loss: 1.4701, attack_loss: 0.0605, label_acc: 0.1141
[1499]: fg_loss: 0.7115, e_total_loss: 1.8096, e_dis_loss: 0.2816, d_total_loss: 0.0517, d_dis_loss: 1.4926, attack_loss: 0.0595, label_acc: 0.1235
