Start experiments on cifar10 at level=7 with {'e_lr': 0.001, 'e_dis_lr': 2e-05, 'lambda1': 0.02, 'd_lr': 0.0005, 'd_dis_lr': 5e-09, 'lambda2': 1e-05, 'hs_lr': 0.001, 'flip_rate': 0.2}
Start running.
[99]: fg_loss: 1.7298, e_total_loss: 2.0951, e_dis_loss: 0.3897, d_total_loss: 0.0355, d_dis_loss: 1.5799, attack_loss: 0.0872, label_acc: 0.1483
[199]: fg_loss: 1.4230, e_total_loss: 1.9721, e_dis_loss: 0.4336, d_total_loss: 0.0290, d_dis_loss: 1.5653, attack_loss: 0.1052, label_acc: 0.2016
[299]: fg_loss: 1.2582, e_total_loss: 1.9007, e_dis_loss: 0.5015, d_total_loss: 0.0314, d_dis_loss: 1.4974, attack_loss: 0.0927, label_acc: 0.2132
[399]: fg_loss: 1.1194, e_total_loss: 1.8339, e_dis_loss: 0.6404, d_total_loss: 0.0318, d_dis_loss: 1.4863, attack_loss: 0.0942, label_acc: 0.2370
[499]: fg_loss: 1.0431, e_total_loss: 1.7986, e_dis_loss: 0.8430, d_total_loss: 0.0349, d_dis_loss: 1.4768, attack_loss: 0.0888, label_acc: 0.2447
[599]: fg_loss: 0.9701, e_total_loss: 1.7678, e_dis_loss: 0.7217, d_total_loss: 0.0357, d_dis_loss: 1.5341, attack_loss: 0.0815, label_acc: 0.2662
[699]: fg_loss: 0.8993, e_total_loss: 1.7110, e_dis_loss: 0.6252, d_total_loss: 0.0352, d_dis_loss: 1.6000, attack_loss: 0.0868, label_acc: 0.2911
[799]: fg_loss: 0.8254, e_total_loss: 1.7044, e_dis_loss: 0.5002, d_total_loss: 0.0357, d_dis_loss: 1.4915, attack_loss: 0.0795, label_acc: 0.2676
[899]: fg_loss: 0.7851, e_total_loss: 1.6659, e_dis_loss: 0.5126, d_total_loss: 0.0359, d_dis_loss: 1.4954, attack_loss: 0.0759, label_acc: 0.3028
[999]: fg_loss: 0.7292, e_total_loss: 1.6795, e_dis_loss: 0.4775, d_total_loss: 0.0359, d_dis_loss: 1.4917, attack_loss: 0.0660, label_acc: 0.2991
[1099]: fg_loss: 0.6633, e_total_loss: 1.6662, e_dis_loss: 0.4687, d_total_loss: 0.0346, d_dis_loss: 1.5352, attack_loss: 0.0698, label_acc: 0.3159
[1199]: fg_loss: 0.6498, e_total_loss: 1.6427, e_dis_loss: 0.4108, d_total_loss: 0.0331, d_dis_loss: 1.5547, attack_loss: 0.0655, label_acc: 0.3298
[1299]: fg_loss: 0.6012, e_total_loss: 1.6368, e_dis_loss: 0.4018, d_total_loss: 0.0329, d_dis_loss: 1.5302, attack_loss: 0.0722, label_acc: 0.3590
[1399]: fg_loss: 0.5794, e_total_loss: 1.6198, e_dis_loss: 0.3881, d_total_loss: 0.0328, d_dis_loss: 1.5306, attack_loss: 0.0682, label_acc: 0.3862
[1499]: fg_loss: 0.5412, e_total_loss: 1.6069, e_dis_loss: 0.4035, d_total_loss: 0.0323, d_dis_loss: 1.4639, attack_loss: 0.0625, label_acc: 0.3804
[1599]: fg_loss: 0.4871, e_total_loss: 1.6153, e_dis_loss: 0.4061, d_total_loss: 0.0340, d_dis_loss: 1.4963, attack_loss: 0.0637, label_acc: 0.4030
[1699]: fg_loss: 0.4794, e_total_loss: 1.5921, e_dis_loss: 0.4239, d_total_loss: 0.0335, d_dis_loss: 1.5206, attack_loss: 0.0554, label_acc: 0.3945
[1799]: fg_loss: 0.4288, e_total_loss: 1.5901, e_dis_loss: 0.3786, d_total_loss: 0.0324, d_dis_loss: 1.4863, attack_loss: 0.0549, label_acc: 0.3968
[1899]: fg_loss: 0.4157, e_total_loss: 1.5752, e_dis_loss: 0.4078, d_total_loss: 0.0329, d_dis_loss: 1.4435, attack_loss: 0.0517, label_acc: 0.4186
[1999]: fg_loss: 0.3832, e_total_loss: 1.5779, e_dis_loss: 0.3571, d_total_loss: 0.0327, d_dis_loss: 1.5197, attack_loss: 0.0607, label_acc: 0.4168
[2099]: fg_loss: 0.3630, e_total_loss: 1.5600, e_dis_loss: 0.4106, d_total_loss: 0.0344, d_dis_loss: 1.5152, attack_loss: 0.0552, label_acc: 0.4387
[2199]: fg_loss: 0.3386, e_total_loss: 1.5752, e_dis_loss: 0.4458, d_total_loss: 0.0340, d_dis_loss: 1.4971, attack_loss: 0.0498, label_acc: 0.4291
[2299]: fg_loss: 0.3163, e_total_loss: 1.5234, e_dis_loss: 0.4024, d_total_loss: 0.0321, d_dis_loss: 1.4931, attack_loss: 0.0481, label_acc: 0.4453
[2399]: fg_loss: 0.3000, e_total_loss: 1.5716, e_dis_loss: 0.3860, d_total_loss: 0.0334, d_dis_loss: 1.5047, attack_loss: 0.0480, label_acc: 0.4464
[2499]: fg_loss: 0.2605, e_total_loss: 1.5525, e_dis_loss: 0.3730, d_total_loss: 0.0341, d_dis_loss: 1.4966, attack_loss: 0.0514, label_acc: 0.4506
[2599]: fg_loss: 0.2369, e_total_loss: 1.5597, e_dis_loss: 0.3732, d_total_loss: 0.0334, d_dis_loss: 1.4823, attack_loss: 0.0514, label_acc: 0.4574
[2699]: fg_loss: 0.2204, e_total_loss: 1.5428, e_dis_loss: 0.4115, d_total_loss: 0.0322, d_dis_loss: 1.5314, attack_loss: 0.0555, label_acc: 0.4765
[2799]: fg_loss: 0.2200, e_total_loss: 1.5362, e_dis_loss: 0.3933, d_total_loss: 0.0315, d_dis_loss: 1.5322, attack_loss: 0.0513, label_acc: 0.4612
[2899]: fg_loss: 0.2056, e_total_loss: 1.5403, e_dis_loss: 0.3443, d_total_loss: 0.0312, d_dis_loss: 1.5204, attack_loss: 0.0490, label_acc: 0.4690
[2999]: fg_loss: 0.1873, e_total_loss: 1.5265, e_dis_loss: 0.3517, d_total_loss: 0.0325, d_dis_loss: 1.5153, attack_loss: 0.0489, label_acc: 0.4923
[3099]: fg_loss: 0.2035, e_total_loss: 1.5306, e_dis_loss: 0.3026, d_total_loss: 0.0326, d_dis_loss: 1.4770, attack_loss: 0.0442, label_acc: 0.4869
[3199]: fg_loss: 0.1768, e_total_loss: 1.5238, e_dis_loss: 0.3706, d_total_loss: 0.0325, d_dis_loss: 1.5275, attack_loss: 0.0510, label_acc: 0.4855
[3299]: fg_loss: 0.1681, e_total_loss: 1.5304, e_dis_loss: 0.3076, d_total_loss: 0.0333, d_dis_loss: 1.5185, attack_loss: 0.0444, label_acc: 0.4973
[3399]: fg_loss: 0.1530, e_total_loss: 1.5031, e_dis_loss: 0.2609, d_total_loss: 0.0325, d_dis_loss: 1.4979, attack_loss: 0.0435, label_acc: 0.4768
[3499]: fg_loss: 0.1253, e_total_loss: 1.5085, e_dis_loss: 0.2846, d_total_loss: 0.0321, d_dis_loss: 1.4885, attack_loss: 0.0433, label_acc: 0.5023
[3599]: fg_loss: 0.1322, e_total_loss: 1.5011, e_dis_loss: 0.3362, d_total_loss: 0.0312, d_dis_loss: 1.4754, attack_loss: 0.0435, label_acc: 0.4948
[3699]: fg_loss: 0.1319, e_total_loss: 1.4855, e_dis_loss: 0.3226, d_total_loss: 0.0307, d_dis_loss: 1.4649, attack_loss: 0.0456, label_acc: 0.5066
[3799]: fg_loss: 0.1182, e_total_loss: 1.4847, e_dis_loss: 0.3527, d_total_loss: 0.0304, d_dis_loss: 1.4737, attack_loss: 0.0412, label_acc: 0.4925
[3899]: fg_loss: 0.1112, e_total_loss: 1.4929, e_dis_loss: 0.3563, d_total_loss: 0.0319, d_dis_loss: 1.4964, attack_loss: 0.0412, label_acc: 0.5057
[3999]: fg_loss: 0.1072, e_total_loss: 1.4723, e_dis_loss: 0.3293, d_total_loss: 0.0295, d_dis_loss: 1.5031, attack_loss: 0.0472, label_acc: 0.5070
[4099]: fg_loss: 0.1053, e_total_loss: 1.5073, e_dis_loss: 0.3380, d_total_loss: 0.0297, d_dis_loss: 1.4526, attack_loss: 0.0430, label_acc: 0.5239
[4199]: fg_loss: 0.1066, e_total_loss: 1.4820, e_dis_loss: 0.3731, d_total_loss: 0.0305, d_dis_loss: 1.4976, attack_loss: 0.0404, label_acc: 0.5257
[4299]: fg_loss: 0.1121, e_total_loss: 1.4968, e_dis_loss: 0.3553, d_total_loss: 0.0302, d_dis_loss: 1.4492, attack_loss: 0.0407, label_acc: 0.5161
[4399]: fg_loss: 0.0825, e_total_loss: 1.4655, e_dis_loss: 0.2848, d_total_loss: 0.0301, d_dis_loss: 1.4853, attack_loss: 0.0445, label_acc: 0.5392
[4499]: fg_loss: 0.1027, e_total_loss: 1.4554, e_dis_loss: 0.2861, d_total_loss: 0.0278, d_dis_loss: 1.5269, attack_loss: 0.0409, label_acc: 0.5364
[4599]: fg_loss: 0.0932, e_total_loss: 1.4682, e_dis_loss: 0.3111, d_total_loss: 0.0281, d_dis_loss: 1.5020, attack_loss: 0.0409, label_acc: 0.5604
[4699]: fg_loss: 0.1087, e_total_loss: 1.4545, e_dis_loss: 0.3388, d_total_loss: 0.0272, d_dis_loss: 1.4891, attack_loss: 0.0381, label_acc: 0.5673
[4799]: fg_loss: 0.1047, e_total_loss: 1.4243, e_dis_loss: 0.3399, d_total_loss: 0.0278, d_dis_loss: 1.5166, attack_loss: 0.0410, label_acc: 0.5493
[4899]: fg_loss: 0.0954, e_total_loss: 1.4458, e_dis_loss: 0.3493, d_total_loss: 0.0281, d_dis_loss: 1.5189, attack_loss: 0.0419, label_acc: 0.5566
[4999]: fg_loss: 0.0983, e_total_loss: 1.4233, e_dis_loss: 0.3653, d_total_loss: 0.0277, d_dis_loss: 1.4652, attack_loss: 0.0401, label_acc: 0.5405
[5099]: fg_loss: 0.0804, e_total_loss: 1.4364, e_dis_loss: 0.3336, d_total_loss: 0.0284, d_dis_loss: 1.4884, attack_loss: 0.0416, label_acc: 0.5582
[5199]: fg_loss: 0.0688, e_total_loss: 1.4709, e_dis_loss: 0.3812, d_total_loss: 0.0282, d_dis_loss: 1.4771, attack_loss: 0.0393, label_acc: 0.5622
[5299]: fg_loss: 0.0634, e_total_loss: 1.4466, e_dis_loss: 0.3092, d_total_loss: 0.0289, d_dis_loss: 1.4709, attack_loss: 0.0403, label_acc: 0.5616
[5399]: fg_loss: 0.0674, e_total_loss: 1.4148, e_dis_loss: 0.3133, d_total_loss: 0.0277, d_dis_loss: 1.4697, attack_loss: 0.0408, label_acc: 0.5526
