Start usl/plainnet experiments on cifar10 at l4 with {'e_lr': 0.001, 'd_lr': 0.0005, 'hs_lr': 0.001, 'lambda1': 0.04, 'lambda2': 1e-05, 'flip_rate': 0.1, 'e_dis_lr': 4e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.8563, e_total_loss: 2.2793, e_dis_loss: 1.0711, d_total_loss: 0.0597, d_dis_loss: 1.4076, attack_loss: 0.0685, label_acc: 0.1502
[199]: fg_loss: 1.5849, e_total_loss: 2.1425, e_dis_loss: 0.9265, d_total_loss: 0.0506, d_dis_loss: 1.4244, attack_loss: 0.0635, label_acc: 0.2337
[299]: fg_loss: 1.4500, e_total_loss: 2.0599, e_dis_loss: 0.8295, d_total_loss: 0.0410, d_dis_loss: 1.4446, attack_loss: 0.0541, label_acc: 0.3409
[399]: fg_loss: 1.3480, e_total_loss: 1.9921, e_dis_loss: 0.6995, d_total_loss: 0.0439, d_dis_loss: 1.4285, attack_loss: 0.0553, label_acc: 0.4101
[499]: fg_loss: 1.2508, e_total_loss: 1.9423, e_dis_loss: 0.7008, d_total_loss: 0.0439, d_dis_loss: 1.4099, attack_loss: 0.0505, label_acc: 0.4650
[599]: fg_loss: 1.1514, e_total_loss: 1.9076, e_dis_loss: 0.3953, d_total_loss: 0.0416, d_dis_loss: 1.4325, attack_loss: 0.0482, label_acc: 0.5262
[699]: fg_loss: 1.0944, e_total_loss: 1.8030, e_dis_loss: 0.3764, d_total_loss: 0.0400, d_dis_loss: 1.4181, attack_loss: 0.0434, label_acc: 0.5669
[799]: fg_loss: 1.0011, e_total_loss: 1.7788, e_dis_loss: 0.3375, d_total_loss: 0.0381, d_dis_loss: 1.4257, attack_loss: 0.0405, label_acc: 0.6067
[899]: fg_loss: 0.9645, e_total_loss: 1.7520, e_dis_loss: 0.4270, d_total_loss: 0.0381, d_dis_loss: 1.4443, attack_loss: 0.0408, label_acc: 0.6288
[999]: fg_loss: 0.9110, e_total_loss: 1.6888, e_dis_loss: 0.4435, d_total_loss: 0.0341, d_dis_loss: 1.4391, attack_loss: 0.0399, label_acc: 0.6598
[1099]: fg_loss: 0.8327, e_total_loss: 1.6564, e_dis_loss: 0.4273, d_total_loss: 0.0382, d_dis_loss: 1.4285, attack_loss: 0.0377, label_acc: 0.6860
[1199]: fg_loss: 0.8151, e_total_loss: 1.6288, e_dis_loss: 0.4972, d_total_loss: 0.0356, d_dis_loss: 1.4348, attack_loss: 0.0365, label_acc: 0.6845
