Start experiments on cifar10 at level=7 with {'e_lr': 0.001, 'e_dis_lr': 2e-05, 'lambda1': 0.02, 'd_lr': 0.0005, 'd_dis_lr': 5e-09, 'lambda2': 1e-05, 'hs_lr': 0.001, 'flip_rate': 0.2}
Start running.
[99]: fg_loss: 1.7554, e_total_loss: 2.1118, e_dis_loss: 0.4377, d_total_loss: 0.0429, d_dis_loss: 1.4830, attack_loss: 0.0852, label_acc: 0.1489
[199]: fg_loss: 1.3625, e_total_loss: 1.9321, e_dis_loss: 0.2855, d_total_loss: 0.0293, d_dis_loss: 1.5127, attack_loss: 0.0981, label_acc: 0.1539
[299]: fg_loss: 1.2017, e_total_loss: 1.8968, e_dis_loss: 0.3142, d_total_loss: 0.0310, d_dis_loss: 1.4784, attack_loss: 0.1044, label_acc: 0.1495
[399]: fg_loss: 1.0733, e_total_loss: 1.8423, e_dis_loss: 0.3619, d_total_loss: 0.0334, d_dis_loss: 1.4600, attack_loss: 0.0902, label_acc: 0.1300
[499]: fg_loss: 1.0057, e_total_loss: 1.8001, e_dis_loss: 0.3575, d_total_loss: 0.0357, d_dis_loss: 1.5019, attack_loss: 0.0796, label_acc: 0.1322
[599]: fg_loss: 0.9224, e_total_loss: 1.7808, e_dis_loss: 0.4708, d_total_loss: 0.0333, d_dis_loss: 1.5221, attack_loss: 0.0832, label_acc: 0.1343
[699]: fg_loss: 0.8820, e_total_loss: 1.7588, e_dis_loss: 0.4031, d_total_loss: 0.0358, d_dis_loss: 1.4729, attack_loss: 0.0955, label_acc: 0.1630
[799]: fg_loss: 0.8121, e_total_loss: 1.7582, e_dis_loss: 0.3704, d_total_loss: 0.0340, d_dis_loss: 1.4258, attack_loss: 0.0931, label_acc: 0.1801
[899]: fg_loss: 0.7719, e_total_loss: 1.7282, e_dis_loss: 0.2907, d_total_loss: 0.0349, d_dis_loss: 1.4620, attack_loss: 0.0828, label_acc: 0.1977
[999]: fg_loss: 0.7359, e_total_loss: 1.7238, e_dis_loss: 0.3599, d_total_loss: 0.0342, d_dis_loss: 1.4623, attack_loss: 0.0689, label_acc: 0.2040
[1099]: fg_loss: 0.6637, e_total_loss: 1.6942, e_dis_loss: 0.4323, d_total_loss: 0.0337, d_dis_loss: 1.4613, attack_loss: 0.0670, label_acc: 0.2041
[1199]: fg_loss: 0.6495, e_total_loss: 1.6811, e_dis_loss: 0.4301, d_total_loss: 0.0327, d_dis_loss: 1.4771, attack_loss: 0.0712, label_acc: 0.2155
[1299]: fg_loss: 0.6213, e_total_loss: 1.6543, e_dis_loss: 0.4151, d_total_loss: 0.0338, d_dis_loss: 1.4569, attack_loss: 0.0632, label_acc: 0.2362
[1399]: fg_loss: 0.5832, e_total_loss: 1.6766, e_dis_loss: 0.3506, d_total_loss: 0.0339, d_dis_loss: 1.4786, attack_loss: 0.0638, label_acc: 0.2539
[1499]: fg_loss: 0.5488, e_total_loss: 1.6783, e_dis_loss: 0.3439, d_total_loss: 0.0313, d_dis_loss: 1.4997, attack_loss: 0.0700, label_acc: 0.2864
[1599]: fg_loss: 0.5087, e_total_loss: 1.6524, e_dis_loss: 0.3448, d_total_loss: 0.0332, d_dis_loss: 1.4799, attack_loss: 0.0638, label_acc: 0.3242
[1699]: fg_loss: 0.4942, e_total_loss: 1.6346, e_dis_loss: 0.3864, d_total_loss: 0.0329, d_dis_loss: 1.5082, attack_loss: 0.0534, label_acc: 0.3590
[1799]: fg_loss: 0.4459, e_total_loss: 1.6251, e_dis_loss: 0.3776, d_total_loss: 0.0317, d_dis_loss: 1.5238, attack_loss: 0.0553, label_acc: 0.3912
[1899]: fg_loss: 0.4218, e_total_loss: 1.6370, e_dis_loss: 0.3282, d_total_loss: 0.0322, d_dis_loss: 1.5211, attack_loss: 0.0567, label_acc: 0.4132
[1999]: fg_loss: 0.4053, e_total_loss: 1.5994, e_dis_loss: 0.3109, d_total_loss: 0.0320, d_dis_loss: 1.5032, attack_loss: 0.0542, label_acc: 0.4287
[2099]: fg_loss: 0.3844, e_total_loss: 1.5845, e_dis_loss: 0.3229, d_total_loss: 0.0300, d_dis_loss: 1.5247, attack_loss: 0.0566, label_acc: 0.4786
[2199]: fg_loss: 0.3716, e_total_loss: 1.6022, e_dis_loss: 0.3014, d_total_loss: 0.0309, d_dis_loss: 1.5038, attack_loss: 0.0539, label_acc: 0.4985
[2299]: fg_loss: 0.3233, e_total_loss: 1.5797, e_dis_loss: 0.3231, d_total_loss: 0.0304, d_dis_loss: 1.4784, attack_loss: 0.0512, label_acc: 0.5414
