Start usl/plainnet experiments on cifar10 at l5 with {'e_lr': 0.001, 'd_lr': 0.0005, 'hs_lr': 0.001, 'lambda1': 0.04, 'lambda2': 1e-05, 'flip_rate': 0.1, 'e_dis_lr': 4e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.8387, e_total_loss: 2.3136, e_dis_loss: 0.9914, d_total_loss: 0.0543, d_dis_loss: 1.5081, attack_loss: 0.0807, label_acc: 0.1307
[199]: fg_loss: 1.5353, e_total_loss: 2.1439, e_dis_loss: 1.0165, d_total_loss: 0.0552, d_dis_loss: 1.4841, attack_loss: 0.0675, label_acc: 0.1612
[299]: fg_loss: 1.3983, e_total_loss: 2.0980, e_dis_loss: 0.6616, d_total_loss: 0.0553, d_dis_loss: 1.5388, attack_loss: 0.0624, label_acc: 0.1377
[399]: fg_loss: 1.2649, e_total_loss: 2.1007, e_dis_loss: 0.4986, d_total_loss: 0.0553, d_dis_loss: 1.5400, attack_loss: 0.0586, label_acc: 0.1283
[499]: fg_loss: 1.1826, e_total_loss: 2.0495, e_dis_loss: 0.3956, d_total_loss: 0.0535, d_dis_loss: 1.5218, attack_loss: 0.0609, label_acc: 0.0987
[599]: fg_loss: 1.1036, e_total_loss: 2.0252, e_dis_loss: 0.3980, d_total_loss: 0.0531, d_dis_loss: 1.5254, attack_loss: 0.0677, label_acc: 0.1381
[699]: fg_loss: 1.0399, e_total_loss: 2.0342, e_dis_loss: 0.3380, d_total_loss: 0.0538, d_dis_loss: 1.5096, attack_loss: 0.0612, label_acc: 0.1256
[799]: fg_loss: 0.9731, e_total_loss: 1.9968, e_dis_loss: 0.2802, d_total_loss: 0.0535, d_dis_loss: 1.5146, attack_loss: 0.0638, label_acc: 0.1055
[899]: fg_loss: 0.9327, e_total_loss: 2.0182, e_dis_loss: 0.3290, d_total_loss: 0.0525, d_dis_loss: 1.5116, attack_loss: 0.0683, label_acc: 0.1050
[999]: fg_loss: 0.8854, e_total_loss: 1.9818, e_dis_loss: 0.2594, d_total_loss: 0.0523, d_dis_loss: 1.4964, attack_loss: 0.0657, label_acc: 0.1319
[1099]: fg_loss: 0.8221, e_total_loss: 1.9656, e_dis_loss: 0.2027, d_total_loss: 0.0542, d_dis_loss: 1.5034, attack_loss: 0.0594, label_acc: 0.1395
[1199]: fg_loss: 0.7974, e_total_loss: 1.9603, e_dis_loss: 0.1897, d_total_loss: 0.0511, d_dis_loss: 1.5199, attack_loss: 0.0622, label_acc: 0.1390
[1299]: fg_loss: 0.7824, e_total_loss: 1.9770, e_dis_loss: 0.2031, d_total_loss: 0.0477, d_dis_loss: 1.5208, attack_loss: 0.0764, label_acc: 0.1505
[1399]: fg_loss: 0.7421, e_total_loss: 1.9767, e_dis_loss: 0.2182, d_total_loss: 0.0477, d_dis_loss: 1.5368, attack_loss: 0.0752, label_acc: 0.1580
[1499]: fg_loss: 0.7040, e_total_loss: 1.9890, e_dis_loss: 0.2290, d_total_loss: 0.0477, d_dis_loss: 1.5290, attack_loss: 0.0680, label_acc: 0.2248
[1599]: fg_loss: 0.6720, e_total_loss: 1.9558, e_dis_loss: 0.1990, d_total_loss: 0.0479, d_dis_loss: 1.5271, attack_loss: 0.0698, label_acc: 0.2612
[1699]: fg_loss: 0.6537, e_total_loss: 1.9161, e_dis_loss: 0.1963, d_total_loss: 0.0484, d_dis_loss: 1.5348, attack_loss: 0.0626, label_acc: 0.3171
[1799]: fg_loss: 0.6255, e_total_loss: 1.8910, e_dis_loss: 0.1604, d_total_loss: 0.0477, d_dis_loss: 1.4691, attack_loss: 0.0630, label_acc: 0.3653
