Start vsl/plainnet experiments on stl10 at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.02, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.9007, e_total_loss: 1.9200, e_dis_loss: 1.0855, d_total_loss: 0.0664, d_dis_loss: 1.5616, attack_loss: 0.0692
[199]: fg_loss: 1.7111, e_total_loss: 1.7830, e_dis_loss: 0.8021, d_total_loss: 0.0516, d_dis_loss: 1.5335, attack_loss: 0.0621
[299]: fg_loss: 1.6325, e_total_loss: 1.7651, e_dis_loss: 0.7030, d_total_loss: 0.0517, d_dis_loss: 1.5213, attack_loss: 0.0682
[399]: fg_loss: 1.5714, e_total_loss: 1.7056, e_dis_loss: 0.6908, d_total_loss: 0.0513, d_dis_loss: 1.5299, attack_loss: 0.0624
[499]: fg_loss: 1.5236, e_total_loss: 1.7048, e_dis_loss: 0.7146, d_total_loss: 0.0501, d_dis_loss: 1.5274, attack_loss: 0.0624
[599]: fg_loss: 1.4748, e_total_loss: 1.6409, e_dis_loss: 0.6032, d_total_loss: 0.0473, d_dis_loss: 1.4868, attack_loss: 0.0602
[699]: fg_loss: 1.3989, e_total_loss: 1.6117, e_dis_loss: 0.5214, d_total_loss: 0.0475, d_dis_loss: 1.4709, attack_loss: 0.0610
[799]: fg_loss: 1.4133, e_total_loss: 1.5291, e_dis_loss: 0.7061, d_total_loss: 0.0495, d_dis_loss: 1.4572, attack_loss: 0.0575
[899]: fg_loss: 1.3222, e_total_loss: 1.5237, e_dis_loss: 0.5222, d_total_loss: 0.0517, d_dis_loss: 1.4764, attack_loss: 0.0577
[999]: fg_loss: 1.3256, e_total_loss: 1.4389, e_dis_loss: 0.4391, d_total_loss: 0.0511, d_dis_loss: 1.4694, attack_loss: 0.0571
[1099]: fg_loss: 1.2505, e_total_loss: 1.4391, e_dis_loss: 0.4162, d_total_loss: 0.0505, d_dis_loss: 1.4697, attack_loss: 0.0577
[1199]: fg_loss: 1.2649, e_total_loss: 1.3979, e_dis_loss: 0.6514, d_total_loss: 0.0503, d_dis_loss: 1.4745, attack_loss: 0.0555
[1299]: fg_loss: 1.1937, e_total_loss: 1.3871, e_dis_loss: 0.5291, d_total_loss: 0.0491, d_dis_loss: 1.4586, attack_loss: 0.0575
[1399]: fg_loss: 1.2011, e_total_loss: 1.3211, e_dis_loss: 0.5546, d_total_loss: 0.0477, d_dis_loss: 1.4525, attack_loss: 0.0567
[1499]: fg_loss: 1.1461, e_total_loss: 1.3087, e_dis_loss: 0.5609, d_total_loss: 0.0477, d_dis_loss: 1.4393, attack_loss: 0.0585
