Start vsl/plainnet experiments on stl10 at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.02, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.8659, e_total_loss: 2.0247, e_dis_loss: 0.3661, d_total_loss: 0.0507, d_dis_loss: 1.4783, attack_loss: 0.0917
[199]: fg_loss: 1.7243, e_total_loss: 1.8296, e_dis_loss: 0.1832, d_total_loss: 0.0491, d_dis_loss: 1.5360, attack_loss: 0.0643
[299]: fg_loss: 1.6682, e_total_loss: 1.8237, e_dis_loss: 0.1664, d_total_loss: 0.0508, d_dis_loss: 1.5188, attack_loss: 0.0590
[399]: fg_loss: 1.6377, e_total_loss: 1.7879, e_dis_loss: 0.1585, d_total_loss: 0.0482, d_dis_loss: 1.5139, attack_loss: 0.0572
[499]: fg_loss: 1.5811, e_total_loss: 1.7779, e_dis_loss: 0.2029, d_total_loss: 0.0495, d_dis_loss: 1.4802, attack_loss: 0.0523
[599]: fg_loss: 1.5681, e_total_loss: 1.6956, e_dis_loss: 0.2393, d_total_loss: 0.0475, d_dis_loss: 1.4723, attack_loss: 0.0532
[699]: fg_loss: 1.5419, e_total_loss: 1.6855, e_dis_loss: 0.3327, d_total_loss: 0.0501, d_dis_loss: 1.5021, attack_loss: 0.0576
[799]: fg_loss: 1.4915, e_total_loss: 1.6209, e_dis_loss: 0.2623, d_total_loss: 0.0431, d_dis_loss: 1.4792, attack_loss: 0.0557
[899]: fg_loss: 1.4284, e_total_loss: 1.6455, e_dis_loss: 0.3301, d_total_loss: 0.0450, d_dis_loss: 1.5045, attack_loss: 0.0555
[999]: fg_loss: 1.4254, e_total_loss: 1.5879, e_dis_loss: 0.3193, d_total_loss: 0.0471, d_dis_loss: 1.4824, attack_loss: 0.0528
[1099]: fg_loss: 1.3208, e_total_loss: 1.5307, e_dis_loss: 0.3644, d_total_loss: 0.0464, d_dis_loss: 1.4942, attack_loss: 0.0507
[1199]: fg_loss: 1.3310, e_total_loss: 1.5161, e_dis_loss: 0.4311, d_total_loss: 0.0452, d_dis_loss: 1.4814, attack_loss: 0.0507
[1299]: fg_loss: 1.2590, e_total_loss: 1.4439, e_dis_loss: 0.3826, d_total_loss: 0.0464, d_dis_loss: 1.5002, attack_loss: 0.0504
[1399]: fg_loss: 1.2696, e_total_loss: 1.4037, e_dis_loss: 0.5311, d_total_loss: 0.0455, d_dis_loss: 1.5182, attack_loss: 0.0482
[1499]: fg_loss: 1.1913, e_total_loss: 1.4013, e_dis_loss: 0.5547, d_total_loss: 0.0451, d_dis_loss: 1.5140, attack_loss: 0.0534
[1599]: fg_loss: 1.2148, e_total_loss: 1.3631, e_dis_loss: 0.4619, d_total_loss: 0.0458, d_dis_loss: 1.5232, attack_loss: 0.0482
[1699]: fg_loss: 1.1721, e_total_loss: 1.3509, e_dis_loss: 0.4454, d_total_loss: 0.0463, d_dis_loss: 1.4919, attack_loss: 0.0519
[1799]: fg_loss: 1.1766, e_total_loss: 1.3251, e_dis_loss: 0.5153, d_total_loss: 0.0468, d_dis_loss: 1.4984, attack_loss: 0.0502
[1899]: fg_loss: 1.1213, e_total_loss: 1.2767, e_dis_loss: 0.5123, d_total_loss: 0.0455, d_dis_loss: 1.5067, attack_loss: 0.0500
[1999]: fg_loss: 1.1201, e_total_loss: 1.2597, e_dis_loss: 0.5589, d_total_loss: 0.0436, d_dis_loss: 1.4893, attack_loss: 0.0499
[2099]: fg_loss: 1.0988, e_total_loss: 1.2961, e_dis_loss: 0.6333, d_total_loss: 0.0432, d_dis_loss: 1.5096, attack_loss: 0.0488
[2199]: fg_loss: 1.0724, e_total_loss: 1.2435, e_dis_loss: 0.6565, d_total_loss: 0.0459, d_dis_loss: 1.4919, attack_loss: 0.0489
[2299]: fg_loss: 1.0348, e_total_loss: 1.2027, e_dis_loss: 0.6449, d_total_loss: 0.0428, d_dis_loss: 1.5070, attack_loss: 0.0512
[2399]: fg_loss: 1.0366, e_total_loss: 1.2076, e_dis_loss: 0.5981, d_total_loss: 0.0444, d_dis_loss: 1.4850, attack_loss: 0.0483
[2499]: fg_loss: 1.0215, e_total_loss: 1.1842, e_dis_loss: 0.6020, d_total_loss: 0.0426, d_dis_loss: 1.5084, attack_loss: 0.0496
[2599]: fg_loss: 0.9911, e_total_loss: 1.1768, e_dis_loss: 0.6503, d_total_loss: 0.0426, d_dis_loss: 1.5099, attack_loss: 0.0484
[2699]: fg_loss: 1.0105, e_total_loss: 1.1655, e_dis_loss: 0.5845, d_total_loss: 0.0420, d_dis_loss: 1.4973, attack_loss: 0.0476
[2799]: fg_loss: 0.9845, e_total_loss: 1.1559, e_dis_loss: 0.6189, d_total_loss: 0.0434, d_dis_loss: 1.4980, attack_loss: 0.0473
[2899]: fg_loss: 0.9500, e_total_loss: 1.1229, e_dis_loss: 0.6400, d_total_loss: 0.0415, d_dis_loss: 1.4898, attack_loss: 0.0513
