Start vsl/resnet experiments on stl10 at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.02, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.8880, e_total_loss: 2.0049, e_dis_loss: 0.4016, d_total_loss: 0.0291, d_dis_loss: 1.5498, attack_loss: 0.0732
[199]: fg_loss: 1.6508, e_total_loss: 1.7408, e_dis_loss: 0.1533, d_total_loss: 0.0217, d_dis_loss: 1.5067, attack_loss: 0.0568
[299]: fg_loss: 1.5432, e_total_loss: 1.6991, e_dis_loss: 0.2020, d_total_loss: 0.0228, d_dis_loss: 1.5282, attack_loss: 0.0586
[399]: fg_loss: 1.4519, e_total_loss: 1.6077, e_dis_loss: 0.2579, d_total_loss: 0.0231, d_dis_loss: 1.5322, attack_loss: 0.0615
[499]: fg_loss: 1.3991, e_total_loss: 1.5820, e_dis_loss: 0.3232, d_total_loss: 0.0251, d_dis_loss: 1.4950, attack_loss: 0.0526
[599]: fg_loss: 1.3535, e_total_loss: 1.4870, e_dis_loss: 0.3048, d_total_loss: 0.0233, d_dis_loss: 1.4537, attack_loss: 0.0501
[699]: fg_loss: 1.2538, e_total_loss: 1.4648, e_dis_loss: 0.4222, d_total_loss: 0.0221, d_dis_loss: 1.4775, attack_loss: 0.0547
[799]: fg_loss: 1.2369, e_total_loss: 1.3793, e_dis_loss: 0.3439, d_total_loss: 0.0222, d_dis_loss: 1.4643, attack_loss: 0.0464
[899]: fg_loss: 1.1808, e_total_loss: 1.3998, e_dis_loss: 0.3062, d_total_loss: 0.0235, d_dis_loss: 1.4783, attack_loss: 0.0445
[999]: fg_loss: 1.1471, e_total_loss: 1.3242, e_dis_loss: 0.2852, d_total_loss: 0.0232, d_dis_loss: 1.4571, attack_loss: 0.0452
[1099]: fg_loss: 1.1171, e_total_loss: 1.3371, e_dis_loss: 0.4301, d_total_loss: 0.0227, d_dis_loss: 1.5007, attack_loss: 0.0432
