Start vsl/resnet experiments on stl10 at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.02, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.8804, e_total_loss: 1.9817, e_dis_loss: 0.5280, d_total_loss: 0.0540, d_dis_loss: 1.4616, attack_loss: 0.0706
[199]: fg_loss: 1.6413, e_total_loss: 1.7564, e_dis_loss: 0.3307, d_total_loss: 0.0383, d_dis_loss: 1.5175, attack_loss: 0.0703
[299]: fg_loss: 1.5530, e_total_loss: 1.6829, e_dis_loss: 0.3032, d_total_loss: 0.0381, d_dis_loss: 1.4688, attack_loss: 0.0683
[399]: fg_loss: 1.4960, e_total_loss: 1.6245, e_dis_loss: 0.3383, d_total_loss: 0.0361, d_dis_loss: 1.4676, attack_loss: 0.0616
[499]: fg_loss: 1.4381, e_total_loss: 1.5740, e_dis_loss: 0.5769, d_total_loss: 0.0368, d_dis_loss: 1.4559, attack_loss: 0.0644
[599]: fg_loss: 1.3694, e_total_loss: 1.5051, e_dis_loss: 0.6328, d_total_loss: 0.0371, d_dis_loss: 1.4762, attack_loss: 0.0604
[699]: fg_loss: 1.2837, e_total_loss: 1.4439, e_dis_loss: 0.6346, d_total_loss: 0.0392, d_dis_loss: 1.4789, attack_loss: 0.0637
[799]: fg_loss: 1.3015, e_total_loss: 1.3856, e_dis_loss: 0.6129, d_total_loss: 0.0367, d_dis_loss: 1.4515, attack_loss: 0.0586
[899]: fg_loss: 1.2287, e_total_loss: 1.3656, e_dis_loss: 0.7464, d_total_loss: 0.0375, d_dis_loss: 1.4715, attack_loss: 0.0615
[999]: fg_loss: 1.2112, e_total_loss: 1.2931, e_dis_loss: 0.6774, d_total_loss: 0.0340, d_dis_loss: 1.4779, attack_loss: 0.0586
[1099]: fg_loss: 1.1599, e_total_loss: 1.2939, e_dis_loss: 0.6457, d_total_loss: 0.0336, d_dis_loss: 1.4830, attack_loss: 0.0567
[1199]: fg_loss: 1.1832, e_total_loss: 1.2520, e_dis_loss: 0.5859, d_total_loss: 0.0331, d_dis_loss: 1.4699, attack_loss: 0.0564
[1299]: fg_loss: 1.1137, e_total_loss: 1.2246, e_dis_loss: 0.6327, d_total_loss: 0.0322, d_dis_loss: 1.4853, attack_loss: 0.0576
[1399]: fg_loss: 1.1232, e_total_loss: 1.1915, e_dis_loss: 0.5867, d_total_loss: 0.0307, d_dis_loss: 1.4729, attack_loss: 0.0598
[1499]: fg_loss: 1.0677, e_total_loss: 1.2116, e_dis_loss: 0.5550, d_total_loss: 0.0305, d_dis_loss: 1.4874, attack_loss: 0.0590
[1599]: fg_loss: 1.0740, e_total_loss: 1.1934, e_dis_loss: 0.5275, d_total_loss: 0.0313, d_dis_loss: 1.5022, attack_loss: 0.0575
[1699]: fg_loss: 1.0409, e_total_loss: 1.1542, e_dis_loss: 0.5859, d_total_loss: 0.0296, d_dis_loss: 1.4869, attack_loss: 0.0641
