Start usl/plainnet experiments on tinyimagenet at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'hs_lr': 0.001, 'lambda1': 0.04, 'lambda2': 1e-05, 'flip_rate': 0.4, 'e_dis_lr': 4e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 5.2554, e_total_loss: 5.3667, e_dis_loss: 1.0541, d_total_loss: 0.0730, d_dis_loss: 1.5377, attack_loss: 0.0931, label_acc: 0.0031
[199]: fg_loss: 5.0452, e_total_loss: 5.3659, e_dis_loss: 0.7480, d_total_loss: 0.0725, d_dis_loss: 1.5207, attack_loss: 0.0852, label_acc: 0.0068
[299]: fg_loss: 4.8429, e_total_loss: 5.4018, e_dis_loss: 0.4809, d_total_loss: 0.0757, d_dis_loss: 1.4525, attack_loss: 0.0783, label_acc: 0.0048
[399]: fg_loss: 4.7262, e_total_loss: 5.3951, e_dis_loss: 0.4961, d_total_loss: 0.0735, d_dis_loss: 1.4873, attack_loss: 0.0786, label_acc: 0.0051
[499]: fg_loss: 4.5901, e_total_loss: 5.4023, e_dis_loss: 0.3164, d_total_loss: 0.0741, d_dis_loss: 1.4909, attack_loss: 0.0775, label_acc: 0.0046
[599]: fg_loss: 4.5096, e_total_loss: 5.4017, e_dis_loss: 0.2945, d_total_loss: 0.0665, d_dis_loss: 1.5464, attack_loss: 0.0849, label_acc: 0.0050
[699]: fg_loss: 4.4174, e_total_loss: 5.4152, e_dis_loss: 0.2475, d_total_loss: 0.0714, d_dis_loss: 1.4634, attack_loss: 0.0800, label_acc: 0.0048
[799]: fg_loss: 4.3802, e_total_loss: 5.4443, e_dis_loss: 0.2756, d_total_loss: 0.0668, d_dis_loss: 1.5182, attack_loss: 0.0806, label_acc: 0.0059
[899]: fg_loss: 4.3091, e_total_loss: 5.4761, e_dis_loss: 0.2781, d_total_loss: 0.0571, d_dis_loss: 1.6005, attack_loss: 0.0869, label_acc: 0.0058
[999]: fg_loss: 4.2623, e_total_loss: 5.4450, e_dis_loss: 0.2144, d_total_loss: 0.0640, d_dis_loss: 1.5574, attack_loss: 0.0908, label_acc: 0.0119
[1099]: fg_loss: 4.2114, e_total_loss: 5.4479, e_dis_loss: 0.2738, d_total_loss: 0.0592, d_dis_loss: 1.5177, attack_loss: 0.0969, label_acc: 0.0096
[1199]: fg_loss: 4.1834, e_total_loss: 5.4358, e_dis_loss: 0.3181, d_total_loss: 0.0559, d_dis_loss: 1.5321, attack_loss: 0.0874, label_acc: 0.0119
[1299]: fg_loss: 4.1304, e_total_loss: 5.4495, e_dis_loss: 0.3216, d_total_loss: 0.0559, d_dis_loss: 1.4991, attack_loss: 0.0924, label_acc: 0.0153
[1399]: fg_loss: 4.0837, e_total_loss: 5.4429, e_dis_loss: 0.3519, d_total_loss: 0.0539, d_dis_loss: 1.4937, attack_loss: 0.0876, label_acc: 0.0162
