Start experiments on tinyimagenet at level=5 with {'e_lr': 0.001, 'e_dis_lr': 4e-05, 'lambda1': 0.04, 'd_lr': 0.0005, 'd_dis_lr': 5e-09, 'lambda2': 1e-05, 'hs_lr': 0.001, 'flip_rate': 0.2}
Start running.
[99]: fg_loss: 5.2363, e_total_loss: 5.3993, e_dis_loss: 0.7789, d_total_loss: 0.0558, d_dis_loss: 1.5081, attack_loss: 0.0987, label_acc: 0.0052
[199]: fg_loss: 4.9081, e_total_loss: 5.3618, e_dis_loss: 0.8772, d_total_loss: 0.0411, d_dis_loss: 1.5175, attack_loss: 0.1118, label_acc: 0.0033
[299]: fg_loss: 4.6532, e_total_loss: 5.3776, e_dis_loss: 0.6619, d_total_loss: 0.0411, d_dis_loss: 1.5536, attack_loss: 0.1164, label_acc: 0.0026
[399]: fg_loss: 4.5058, e_total_loss: 5.3744, e_dis_loss: 0.6756, d_total_loss: 0.0396, d_dis_loss: 1.4876, attack_loss: 0.0840, label_acc: 0.0028
[499]: fg_loss: 4.3491, e_total_loss: 5.3512, e_dis_loss: 0.4165, d_total_loss: 0.0445, d_dis_loss: 1.4883, attack_loss: 0.0895, label_acc: 0.0023
[599]: fg_loss: 4.2456, e_total_loss: 5.3638, e_dis_loss: 0.4321, d_total_loss: 0.0429, d_dis_loss: 1.5730, attack_loss: 0.0953, label_acc: 0.0038
[699]: fg_loss: 4.1598, e_total_loss: 5.2909, e_dis_loss: 0.4529, d_total_loss: 0.0410, d_dis_loss: 1.5638, attack_loss: 0.0844, label_acc: 0.0064
[799]: fg_loss: 4.1125, e_total_loss: 5.2715, e_dis_loss: 0.5515, d_total_loss: 0.0438, d_dis_loss: 1.5569, attack_loss: 0.1017, label_acc: 0.0084
[899]: fg_loss: 4.0221, e_total_loss: 5.2184, e_dis_loss: 0.4886, d_total_loss: 0.0571, d_dis_loss: 1.5594, attack_loss: 0.1010, label_acc: 0.0102
[999]: fg_loss: 3.9676, e_total_loss: 5.1715, e_dis_loss: 0.4400, d_total_loss: 0.0467, d_dis_loss: 1.5689, attack_loss: 0.0790, label_acc: 0.0133
[1099]: fg_loss: 3.9142, e_total_loss: 5.1744, e_dis_loss: 0.3963, d_total_loss: 0.0380, d_dis_loss: 1.5829, attack_loss: 0.0773, label_acc: 0.0138
[1199]: fg_loss: 3.8735, e_total_loss: 5.1526, e_dis_loss: 0.3133, d_total_loss: 0.0443, d_dis_loss: 1.5724, attack_loss: 0.1270, label_acc: 0.0198
[1299]: fg_loss: 3.8105, e_total_loss: 5.1560, e_dis_loss: 0.3770, d_total_loss: 0.0412, d_dis_loss: 1.5808, attack_loss: 0.1406, label_acc: 0.0175
[1399]: fg_loss: 3.7595, e_total_loss: 5.1344, e_dis_loss: 0.4780, d_total_loss: 0.0429, d_dis_loss: 1.5679, attack_loss: 0.0958, label_acc: 0.0240
[1499]: fg_loss: 3.7105, e_total_loss: 5.0977, e_dis_loss: 0.4186, d_total_loss: 0.0356, d_dis_loss: 1.5914, attack_loss: 0.0734, label_acc: 0.0249
[1599]: fg_loss: 3.6678, e_total_loss: 5.1131, e_dis_loss: 0.4177, d_total_loss: 0.0456, d_dis_loss: 1.5466, attack_loss: 0.0781, label_acc: 0.0270
[1699]: fg_loss: 3.6482, e_total_loss: 5.0650, e_dis_loss: 0.3496, d_total_loss: 0.0516, d_dis_loss: 1.5349, attack_loss: 0.0658, label_acc: 0.0329
[1799]: fg_loss: 3.5653, e_total_loss: 5.0635, e_dis_loss: 0.3399, d_total_loss: 0.0419, d_dis_loss: 1.5970, attack_loss: 0.0622, label_acc: 0.0380
[1899]: fg_loss: 3.5389, e_total_loss: 5.0121, e_dis_loss: 0.3731, d_total_loss: 0.0407, d_dis_loss: 1.5194, attack_loss: 0.0611, label_acc: 0.0412
[1999]: fg_loss: 3.4793, e_total_loss: 4.9988, e_dis_loss: 0.2874, d_total_loss: 0.0364, d_dis_loss: 1.5439, attack_loss: 0.0630, label_acc: 0.0469
[2099]: fg_loss: 3.4917, e_total_loss: 4.9982, e_dis_loss: 0.3211, d_total_loss: 0.0390, d_dis_loss: 1.5312, attack_loss: 0.0674, label_acc: 0.0487
[2199]: fg_loss: 3.4171, e_total_loss: 5.0012, e_dis_loss: 0.3737, d_total_loss: 0.0404, d_dis_loss: 1.5541, attack_loss: 0.0603, label_acc: 0.0551
[2299]: fg_loss: 3.4025, e_total_loss: 4.9496, e_dis_loss: 0.2528, d_total_loss: 0.0410, d_dis_loss: 1.5676, attack_loss: 0.0590, label_acc: 0.0594
[2399]: fg_loss: 3.3607, e_total_loss: 4.9265, e_dis_loss: 0.3439, d_total_loss: 0.0352, d_dis_loss: 1.5228, attack_loss: 0.0518, label_acc: 0.0694
[2499]: fg_loss: 3.3375, e_total_loss: 4.9470, e_dis_loss: 0.3675, d_total_loss: 0.0361, d_dis_loss: 1.5161, attack_loss: 0.0527, label_acc: 0.0746
[2599]: fg_loss: 3.3070, e_total_loss: 4.8809, e_dis_loss: 0.3192, d_total_loss: 0.0353, d_dis_loss: 1.5679, attack_loss: 0.0572, label_acc: 0.0741
[2699]: fg_loss: 3.2700, e_total_loss: 4.8528, e_dis_loss: 0.3373, d_total_loss: 0.0340, d_dis_loss: 1.5181, attack_loss: 0.0591, label_acc: 0.0848
[2799]: fg_loss: 3.2659, e_total_loss: 4.8616, e_dis_loss: 0.3075, d_total_loss: 0.0378, d_dis_loss: 1.5605, attack_loss: 0.0569, label_acc: 0.0886
[2899]: fg_loss: 3.2225, e_total_loss: 4.8385, e_dis_loss: 0.2778, d_total_loss: 0.0337, d_dis_loss: 1.4874, attack_loss: 0.0534, label_acc: 0.0966
[2999]: fg_loss: 3.2087, e_total_loss: 4.7715, e_dis_loss: 0.3025, d_total_loss: 0.0367, d_dis_loss: 1.4830, attack_loss: 0.0534, label_acc: 0.0935
[3099]: fg_loss: 3.1643, e_total_loss: 4.7840, e_dis_loss: 0.2997, d_total_loss: 0.0354, d_dis_loss: 1.5179, attack_loss: 0.0545, label_acc: 0.1023
[3199]: fg_loss: 3.1580, e_total_loss: 4.7770, e_dis_loss: 0.3406, d_total_loss: 0.0334, d_dis_loss: 1.5354, attack_loss: 0.0561, label_acc: 0.1098
[3299]: fg_loss: 3.1055, e_total_loss: 4.7494, e_dis_loss: 0.3012, d_total_loss: 0.0311, d_dis_loss: 1.5082, attack_loss: 0.0516, label_acc: 0.1155
[3399]: fg_loss: 3.1323, e_total_loss: 4.7204, e_dis_loss: 0.3419, d_total_loss: 0.0313, d_dis_loss: 1.4967, attack_loss: 0.0495, label_acc: 0.1117
[3499]: fg_loss: 3.0587, e_total_loss: 4.7164, e_dis_loss: 0.2793, d_total_loss: 0.0311, d_dis_loss: 1.5170, attack_loss: 0.0507, label_acc: 0.1216
[3599]: fg_loss: 3.0594, e_total_loss: 4.7095, e_dis_loss: 0.2739, d_total_loss: 0.0292, d_dis_loss: 1.5194, attack_loss: 0.0460, label_acc: 0.1240
