Start experiments on tinyimagenet at level=4 with {'e_lr': 0.001, 'e_dis_lr': 4e-05, 'lambda1': 0.04, 'd_lr': 0.0005, 'd_dis_lr': 5e-09, 'lambda2': 1e-05, 'hs_lr': 0.001, 'flip_rate': 0.2}
Start running.
[99]: fg_loss: 5.2323, e_total_loss: 5.4181, e_dis_loss: 0.7734, d_total_loss: 0.0521, d_dis_loss: 1.4957, attack_loss: 0.1201, label_acc: 0.0056
[199]: fg_loss: 4.9280, e_total_loss: 5.3918, e_dis_loss: 0.6978, d_total_loss: 0.0349, d_dis_loss: 1.5006, attack_loss: 0.0924, label_acc: 0.0083
[299]: fg_loss: 4.6764, e_total_loss: 5.3937, e_dis_loss: 0.4352, d_total_loss: 0.0312, d_dis_loss: 1.5056, attack_loss: 0.0759, label_acc: 0.0140
[399]: fg_loss: 4.5262, e_total_loss: 5.3584, e_dis_loss: 0.4071, d_total_loss: 0.0337, d_dis_loss: 1.5065, attack_loss: 0.0806, label_acc: 0.0138
[499]: fg_loss: 4.3897, e_total_loss: 5.3515, e_dis_loss: 0.3544, d_total_loss: 0.0337, d_dis_loss: 1.5221, attack_loss: 0.0859, label_acc: 0.0155
[599]: fg_loss: 4.2690, e_total_loss: 5.3429, e_dis_loss: 0.3250, d_total_loss: 0.0341, d_dis_loss: 1.4909, attack_loss: 0.0902, label_acc: 0.0229
[699]: fg_loss: 4.1607, e_total_loss: 5.3016, e_dis_loss: 0.2373, d_total_loss: 0.0324, d_dis_loss: 1.4990, attack_loss: 0.0925, label_acc: 0.0293
[799]: fg_loss: 4.1163, e_total_loss: 5.3076, e_dis_loss: 0.2489, d_total_loss: 0.0392, d_dis_loss: 1.5371, attack_loss: 0.0731, label_acc: 0.0343
[899]: fg_loss: 4.0420, e_total_loss: 5.2511, e_dis_loss: 0.2500, d_total_loss: 0.0404, d_dis_loss: 1.4953, attack_loss: 0.0689, label_acc: 0.0435
[999]: fg_loss: 3.9718, e_total_loss: 5.1589, e_dis_loss: 0.2839, d_total_loss: 0.0430, d_dis_loss: 1.5344, attack_loss: 0.0673, label_acc: 0.0445
[1099]: fg_loss: 3.9230, e_total_loss: 5.1247, e_dis_loss: 0.2424, d_total_loss: 0.0396, d_dis_loss: 1.5224, attack_loss: 0.0668, label_acc: 0.0566
[1199]: fg_loss: 3.8749, e_total_loss: 5.1108, e_dis_loss: 0.2488, d_total_loss: 0.0367, d_dis_loss: 1.5146, attack_loss: 0.0542, label_acc: 0.0623
[1299]: fg_loss: 3.8270, e_total_loss: 5.0867, e_dis_loss: 0.3418, d_total_loss: 0.0453, d_dis_loss: 1.5143, attack_loss: 0.0546, label_acc: 0.0769
[1399]: fg_loss: 3.7761, e_total_loss: 5.0343, e_dis_loss: 0.2837, d_total_loss: 0.0416, d_dis_loss: 1.5097, attack_loss: 0.0568, label_acc: 0.0776
[1499]: fg_loss: 3.7346, e_total_loss: 5.0605, e_dis_loss: 0.2722, d_total_loss: 0.0399, d_dis_loss: 1.4966, attack_loss: 0.0496, label_acc: 0.0864
[1599]: fg_loss: 3.6839, e_total_loss: 5.0223, e_dis_loss: 0.2455, d_total_loss: 0.0292, d_dis_loss: 1.4910, attack_loss: 0.0506, label_acc: 0.0909
[1699]: fg_loss: 3.6528, e_total_loss: 4.9485, e_dis_loss: 0.3157, d_total_loss: 0.0319, d_dis_loss: 1.5032, attack_loss: 0.0451, label_acc: 0.1047
[1799]: fg_loss: 3.6085, e_total_loss: 4.9096, e_dis_loss: 0.3501, d_total_loss: 0.0369, d_dis_loss: 1.5226, attack_loss: 0.0397, label_acc: 0.1127
[1899]: fg_loss: 3.5700, e_total_loss: 4.8923, e_dis_loss: 0.3292, d_total_loss: 0.0388, d_dis_loss: 1.4931, attack_loss: 0.0449, label_acc: 0.1234
