Start experiments on tinyimagenet at level=3 with {'e_lr': 0.001, 'e_dis_lr': 4e-05, 'lambda1': 0.04, 'd_lr': 0.0005, 'd_dis_lr': 5e-09, 'lambda2': 1e-05, 'hs_lr': 0.001, 'flip_rate': 0.2}
Start running.
[99]: fg_loss: 5.2343, e_total_loss: 5.4446, e_dis_loss: 0.8043, d_total_loss: 0.0566, d_dis_loss: 1.4925, attack_loss: 0.0953, label_acc: 0.0041
[199]: fg_loss: 4.9327, e_total_loss: 5.4296, e_dis_loss: 0.7734, d_total_loss: 0.0361, d_dis_loss: 1.5187, attack_loss: 0.0876, label_acc: 0.0039
[299]: fg_loss: 4.6709, e_total_loss: 5.4049, e_dis_loss: 0.5891, d_total_loss: 0.0329, d_dis_loss: 1.5150, attack_loss: 0.0926, label_acc: 0.0040
[399]: fg_loss: 4.5154, e_total_loss: 5.3803, e_dis_loss: 0.6204, d_total_loss: 0.0251, d_dis_loss: 1.4723, attack_loss: 0.1133, label_acc: 0.0045
[499]: fg_loss: 4.3603, e_total_loss: 5.3567, e_dis_loss: 0.4632, d_total_loss: 0.0254, d_dis_loss: 1.4676, attack_loss: 0.1407, label_acc: 0.0083
[599]: fg_loss: 4.2502, e_total_loss: 5.2860, e_dis_loss: 0.4025, d_total_loss: 0.0281, d_dis_loss: 1.4708, attack_loss: 0.1320, label_acc: 0.0104
[699]: fg_loss: 4.1626, e_total_loss: 5.2147, e_dis_loss: 0.6278, d_total_loss: 0.0337, d_dis_loss: 1.5039, attack_loss: 0.0980, label_acc: 0.0148
[799]: fg_loss: 4.1085, e_total_loss: 5.1807, e_dis_loss: 0.5252, d_total_loss: 0.0376, d_dis_loss: 1.5190, attack_loss: 0.0906, label_acc: 0.0202
[899]: fg_loss: 4.0180, e_total_loss: 5.1117, e_dis_loss: 0.4046, d_total_loss: 0.0319, d_dis_loss: 1.5255, attack_loss: 0.0773, label_acc: 0.0234
[999]: fg_loss: 3.9730, e_total_loss: 5.0696, e_dis_loss: 0.3330, d_total_loss: 0.0295, d_dis_loss: 1.5206, attack_loss: 0.0661, label_acc: 0.0295
[1099]: fg_loss: 3.9092, e_total_loss: 5.0469, e_dis_loss: 0.2665, d_total_loss: 0.0282, d_dis_loss: 1.5249, attack_loss: 0.0772, label_acc: 0.0327
[1199]: fg_loss: 3.8604, e_total_loss: 5.0307, e_dis_loss: 0.3666, d_total_loss: 0.0267, d_dis_loss: 1.5174, attack_loss: 0.0746, label_acc: 0.0391
[1299]: fg_loss: 3.8083, e_total_loss: 5.0005, e_dis_loss: 0.2342, d_total_loss: 0.0229, d_dis_loss: 1.5042, attack_loss: 0.0650, label_acc: 0.0395
[1399]: fg_loss: 3.7628, e_total_loss: 4.9809, e_dis_loss: 0.2685, d_total_loss: 0.0229, d_dis_loss: 1.5184, attack_loss: 0.0506, label_acc: 0.0477
[1499]: fg_loss: 3.7139, e_total_loss: 4.9781, e_dis_loss: 0.2801, d_total_loss: 0.0247, d_dis_loss: 1.5014, attack_loss: 0.0555, label_acc: 0.0527
[1599]: fg_loss: 3.6579, e_total_loss: 4.9345, e_dis_loss: 0.3141, d_total_loss: 0.0263, d_dis_loss: 1.5069, attack_loss: 0.0556, label_acc: 0.0529
[1699]: fg_loss: 3.6523, e_total_loss: 4.9627, e_dis_loss: 0.2165, d_total_loss: 0.0206, d_dis_loss: 1.5241, attack_loss: 0.0528, label_acc: 0.0553
[1799]: fg_loss: 3.5824, e_total_loss: 4.8907, e_dis_loss: 0.2203, d_total_loss: 0.0239, d_dis_loss: 1.5068, attack_loss: 0.0514, label_acc: 0.0651
[1899]: fg_loss: 3.5414, e_total_loss: 4.9086, e_dis_loss: 0.2624, d_total_loss: 0.0224, d_dis_loss: 1.5014, attack_loss: 0.0556, label_acc: 0.0709
[1999]: fg_loss: 3.4984, e_total_loss: 4.8718, e_dis_loss: 0.2505, d_total_loss: 0.0258, d_dis_loss: 1.4949, attack_loss: 0.0506, label_acc: 0.0727
[2099]: fg_loss: 3.5070, e_total_loss: 4.8647, e_dis_loss: 0.2562, d_total_loss: 0.0245, d_dis_loss: 1.5118, attack_loss: 0.0541, label_acc: 0.0715
[2199]: fg_loss: 3.4446, e_total_loss: 4.8548, e_dis_loss: 0.2817, d_total_loss: 0.0202, d_dis_loss: 1.4930, attack_loss: 0.0527, label_acc: 0.0784
[2299]: fg_loss: 3.4131, e_total_loss: 4.8207, e_dis_loss: 0.2379, d_total_loss: 0.0216, d_dis_loss: 1.4957, attack_loss: 0.0495, label_acc: 0.0855
[2399]: fg_loss: 3.3761, e_total_loss: 4.8087, e_dis_loss: 0.2046, d_total_loss: 0.0204, d_dis_loss: 1.5009, attack_loss: 0.0376, label_acc: 0.0884
