Start usl/plainnet experiments on tinyimagenet at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'hs_lr': 0.001, 'lambda1': 0.04, 'lambda2': 1e-05, 'flip_rate': 0.4, 'e_dis_lr': 4e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 5.2347, e_total_loss: 5.3419, e_dis_loss: 2.1164, d_total_loss: 0.0584, d_dis_loss: 1.5859, attack_loss: 0.0919, label_acc: 0.0045
[199]: fg_loss: 5.0211, e_total_loss: 5.3496, e_dis_loss: 1.2456, d_total_loss: 0.0620, d_dis_loss: 1.6233, attack_loss: 0.0745, label_acc: 0.0068
[299]: fg_loss: 4.8616, e_total_loss: 5.3616, e_dis_loss: 0.5957, d_total_loss: 0.0707, d_dis_loss: 1.6422, attack_loss: 0.0795, label_acc: 0.0067
[399]: fg_loss: 4.7588, e_total_loss: 5.3634, e_dis_loss: 0.5270, d_total_loss: 0.0534, d_dis_loss: 1.6218, attack_loss: 0.0984, label_acc: 0.0075
[499]: fg_loss: 4.6317, e_total_loss: 5.3585, e_dis_loss: 0.4905, d_total_loss: 0.0644, d_dis_loss: 1.5989, attack_loss: 0.0810, label_acc: 0.0113
[599]: fg_loss: 4.5345, e_total_loss: 5.3554, e_dis_loss: 0.4495, d_total_loss: 0.0673, d_dis_loss: 1.5926, attack_loss: 0.0769, label_acc: 0.0130
[699]: fg_loss: 4.4415, e_total_loss: 5.3961, e_dis_loss: 0.2879, d_total_loss: 0.0643, d_dis_loss: 1.6077, attack_loss: 0.0790, label_acc: 0.0140
[799]: fg_loss: 4.3901, e_total_loss: 5.3835, e_dis_loss: 0.3539, d_total_loss: 0.0648, d_dis_loss: 1.5576, attack_loss: 0.0866, label_acc: 0.0152
[899]: fg_loss: 4.3149, e_total_loss: 5.4307, e_dis_loss: 0.2224, d_total_loss: 0.0692, d_dis_loss: 1.5978, attack_loss: 0.0773, label_acc: 0.0157
[999]: fg_loss: 4.2644, e_total_loss: 5.4035, e_dis_loss: 0.2401, d_total_loss: 0.0687, d_dis_loss: 1.5721, attack_loss: 0.0771, label_acc: 0.0187
[1099]: fg_loss: 4.2096, e_total_loss: 5.3806, e_dis_loss: 0.3056, d_total_loss: 0.0694, d_dis_loss: 1.5963, attack_loss: 0.0748, label_acc: 0.0194
[1199]: fg_loss: 4.1926, e_total_loss: 5.4202, e_dis_loss: 0.2873, d_total_loss: 0.0693, d_dis_loss: 1.6104, attack_loss: 0.0752, label_acc: 0.0198
[1299]: fg_loss: 4.1326, e_total_loss: 5.3848, e_dis_loss: 0.3053, d_total_loss: 0.0648, d_dis_loss: 1.6305, attack_loss: 0.0769, label_acc: 0.0180
[1399]: fg_loss: 4.0961, e_total_loss: 5.4316, e_dis_loss: 0.2446, d_total_loss: 0.0580, d_dis_loss: 1.5880, attack_loss: 0.0826, label_acc: 0.0237
[1499]: fg_loss: 4.0468, e_total_loss: 5.3873, e_dis_loss: 0.4752, d_total_loss: 0.0701, d_dis_loss: 1.6139, attack_loss: 0.0757, label_acc: 0.0205
[1599]: fg_loss: 4.0044, e_total_loss: 5.3848, e_dis_loss: 0.3576, d_total_loss: 0.0689, d_dis_loss: 1.6166, attack_loss: 0.0749, label_acc: 0.0202
[1699]: fg_loss: 3.9822, e_total_loss: 5.3535, e_dis_loss: 0.3388, d_total_loss: 0.0690, d_dis_loss: 1.6220, attack_loss: 0.0757, label_acc: 0.0222
[1799]: fg_loss: 3.9423, e_total_loss: 5.3359, e_dis_loss: 0.3962, d_total_loss: 0.0680, d_dis_loss: 1.6089, attack_loss: 0.0749, label_acc: 0.0266
[1899]: fg_loss: 3.8994, e_total_loss: 5.3266, e_dis_loss: 0.3797, d_total_loss: 0.0658, d_dis_loss: 1.6124, attack_loss: 0.0745, label_acc: 0.0257
[1999]: fg_loss: 3.8574, e_total_loss: 5.3542, e_dis_loss: 0.3766, d_total_loss: 0.0563, d_dis_loss: 1.5781, attack_loss: 0.0792, label_acc: 0.0299
[2099]: fg_loss: 3.8460, e_total_loss: 5.3499, e_dis_loss: 0.3698, d_total_loss: 0.0606, d_dis_loss: 1.5592, attack_loss: 0.0798, label_acc: 0.0245
[2199]: fg_loss: 3.7908, e_total_loss: 5.3596, e_dis_loss: 0.3402, d_total_loss: 0.0590, d_dis_loss: 1.5450, attack_loss: 0.0864, label_acc: 0.0252
[2299]: fg_loss: 3.7637, e_total_loss: 5.3215, e_dis_loss: 0.3516, d_total_loss: 0.0510, d_dis_loss: 1.4948, attack_loss: 0.0876, label_acc: 0.0256
[2399]: fg_loss: 3.7207, e_total_loss: 5.3082, e_dis_loss: 0.3372, d_total_loss: 0.0600, d_dis_loss: 1.5235, attack_loss: 0.0830, label_acc: 0.0302
[2499]: fg_loss: 3.7061, e_total_loss: 5.3359, e_dis_loss: 0.3472, d_total_loss: 0.0587, d_dis_loss: 1.5216, attack_loss: 0.0792, label_acc: 0.0238
[2599]: fg_loss: 3.6572, e_total_loss: 5.3935, e_dis_loss: 0.2796, d_total_loss: 0.0552, d_dis_loss: 1.5312, attack_loss: 0.0807, label_acc: 0.0312
[2699]: fg_loss: 3.6085, e_total_loss: 5.3975, e_dis_loss: 0.2535, d_total_loss: 0.0507, d_dis_loss: 1.5232, attack_loss: 0.0786, label_acc: 0.0309
[2799]: fg_loss: 3.6038, e_total_loss: 5.3437, e_dis_loss: 0.3230, d_total_loss: 0.0520, d_dis_loss: 1.5274, attack_loss: 0.0785, label_acc: 0.0316
[2899]: fg_loss: 3.5696, e_total_loss: 5.3670, e_dis_loss: 0.2688, d_total_loss: 0.0520, d_dis_loss: 1.5338, attack_loss: 0.0801, label_acc: 0.0309
