Start usl/plainnet experiments on tinyimagenet at l5 with {'e_lr': 0.001, 'd_lr': 0.0005, 'hs_lr': 0.001, 'lambda1': 0.04, 'lambda2': 1e-05, 'flip_rate': 0.4, 'e_dis_lr': 4e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 5.2530, e_total_loss: 5.3691, e_dis_loss: 1.1939, d_total_loss: 0.0696, d_dis_loss: 1.4745, attack_loss: 0.0950, label_acc: 0.0049
[199]: fg_loss: 5.0803, e_total_loss: 5.3928, e_dis_loss: 0.6667, d_total_loss: 0.0700, d_dis_loss: 1.4162, attack_loss: 0.0935, label_acc: 0.0034
[299]: fg_loss: 4.9455, e_total_loss: 5.4177, e_dis_loss: 0.3798, d_total_loss: 0.0675, d_dis_loss: 1.3988, attack_loss: 0.0798, label_acc: 0.0037
[399]: fg_loss: 4.8497, e_total_loss: 5.4334, e_dis_loss: 0.3063, d_total_loss: 0.0542, d_dis_loss: 1.4058, attack_loss: 0.0844, label_acc: 0.0037
[499]: fg_loss: 4.7443, e_total_loss: 5.4687, e_dis_loss: 0.2023, d_total_loss: 0.0514, d_dis_loss: 1.4082, attack_loss: 0.0859, label_acc: 0.0036
[599]: fg_loss: 4.6203, e_total_loss: 5.4680, e_dis_loss: 0.2272, d_total_loss: 0.0499, d_dis_loss: 1.4583, attack_loss: 0.1085, label_acc: 0.0047
[699]: fg_loss: 4.5082, e_total_loss: 5.4431, e_dis_loss: 0.2384, d_total_loss: 0.0442, d_dis_loss: 1.4317, attack_loss: 0.0913, label_acc: 0.0049
[799]: fg_loss: 4.4426, e_total_loss: 5.4855, e_dis_loss: 0.1482, d_total_loss: 0.0437, d_dis_loss: 1.4262, attack_loss: 0.0920, label_acc: 0.0094
[899]: fg_loss: 4.3454, e_total_loss: 5.4540, e_dis_loss: 0.1773, d_total_loss: 0.0430, d_dis_loss: 1.4445, attack_loss: 0.0932, label_acc: 0.0118
[999]: fg_loss: 4.2788, e_total_loss: 5.4743, e_dis_loss: 0.2209, d_total_loss: 0.0562, d_dis_loss: 1.4132, attack_loss: 0.0905, label_acc: 0.0141
[1099]: fg_loss: 4.2034, e_total_loss: 5.4455, e_dis_loss: 0.2669, d_total_loss: 0.0559, d_dis_loss: 1.4242, attack_loss: 0.0856, label_acc: 0.0129
[1199]: fg_loss: 4.1871, e_total_loss: 5.4439, e_dis_loss: 0.2233, d_total_loss: 0.0419, d_dis_loss: 1.4342, attack_loss: 0.0947, label_acc: 0.0173
[1299]: fg_loss: 4.1035, e_total_loss: 5.4530, e_dis_loss: 0.1778, d_total_loss: 0.0527, d_dis_loss: 1.4432, attack_loss: 0.0848, label_acc: 0.0194
[1399]: fg_loss: 4.0598, e_total_loss: 5.4547, e_dis_loss: 0.2447, d_total_loss: 0.0527, d_dis_loss: 1.4235, attack_loss: 0.0838, label_acc: 0.0281
[1499]: fg_loss: 4.0197, e_total_loss: 5.4175, e_dis_loss: 0.2431, d_total_loss: 0.0512, d_dis_loss: 1.4198, attack_loss: 0.0899, label_acc: 0.0310
[1599]: fg_loss: 3.9630, e_total_loss: 5.4059, e_dis_loss: 0.2050, d_total_loss: 0.0516, d_dis_loss: 1.4220, attack_loss: 0.0833, label_acc: 0.0334
[1699]: fg_loss: 3.9410, e_total_loss: 5.4207, e_dis_loss: 0.1969, d_total_loss: 0.0457, d_dis_loss: 1.4039, attack_loss: 0.0861, label_acc: 0.0309
[1799]: fg_loss: 3.8925, e_total_loss: 5.4269, e_dis_loss: 0.2551, d_total_loss: 0.0546, d_dis_loss: 1.3893, attack_loss: 0.0873, label_acc: 0.0382
[1899]: fg_loss: 3.8593, e_total_loss: 5.3765, e_dis_loss: 0.2325, d_total_loss: 0.0522, d_dis_loss: 1.4049, attack_loss: 0.0791, label_acc: 0.0441
[1999]: fg_loss: 3.8111, e_total_loss: 5.3815, e_dis_loss: 0.1832, d_total_loss: 0.0501, d_dis_loss: 1.3900, attack_loss: 0.0812, label_acc: 0.0443
[2099]: fg_loss: 3.8112, e_total_loss: 5.4475, e_dis_loss: 0.2391, d_total_loss: 0.0626, d_dis_loss: 1.3605, attack_loss: 0.0757, label_acc: 0.0434
