Start usl/plainnet experiments on tinyimagenet at l5 with {'e_lr': 0.001, 'd_lr': 0.0005, 'hs_lr': 0.001, 'lambda1': 0.04, 'lambda2': 1e-05, 'flip_rate': 0.4, 'e_dis_lr': 4e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 5.2500, e_total_loss: 5.3632, e_dis_loss: 1.1966, d_total_loss: 0.0592, d_dis_loss: 1.5452, attack_loss: 0.0928, label_acc: 0.0064
[199]: fg_loss: 5.0825, e_total_loss: 5.3944, e_dis_loss: 0.8123, d_total_loss: 0.0562, d_dis_loss: 1.4821, attack_loss: 0.0959, label_acc: 0.0080
[299]: fg_loss: 4.9481, e_total_loss: 5.3974, e_dis_loss: 0.5862, d_total_loss: 0.0713, d_dis_loss: 1.4626, attack_loss: 0.0866, label_acc: 0.0099
[399]: fg_loss: 4.8202, e_total_loss: 5.3880, e_dis_loss: 0.5103, d_total_loss: 0.0655, d_dis_loss: 1.4795, attack_loss: 0.0769, label_acc: 0.0139
[499]: fg_loss: 4.6813, e_total_loss: 5.4188, e_dis_loss: 0.3588, d_total_loss: 0.0484, d_dis_loss: 1.4983, attack_loss: 0.0830, label_acc: 0.0114
[599]: fg_loss: 4.5630, e_total_loss: 5.4278, e_dis_loss: 0.3603, d_total_loss: 0.0470, d_dis_loss: 1.4644, attack_loss: 0.0843, label_acc: 0.0141
[699]: fg_loss: 4.4511, e_total_loss: 5.4379, e_dis_loss: 0.2355, d_total_loss: 0.0405, d_dis_loss: 1.4907, attack_loss: 0.0931, label_acc: 0.0156
[799]: fg_loss: 4.3913, e_total_loss: 5.4274, e_dis_loss: 0.3078, d_total_loss: 0.0458, d_dis_loss: 1.4920, attack_loss: 0.0868, label_acc: 0.0203
[899]: fg_loss: 4.3147, e_total_loss: 5.4218, e_dis_loss: 0.2870, d_total_loss: 0.0514, d_dis_loss: 1.4953, attack_loss: 0.0880, label_acc: 0.0195
[999]: fg_loss: 4.2526, e_total_loss: 5.3898, e_dis_loss: 0.2826, d_total_loss: 0.0432, d_dis_loss: 1.5071, attack_loss: 0.0893, label_acc: 0.0221
[1099]: fg_loss: 4.1828, e_total_loss: 5.4112, e_dis_loss: 0.2063, d_total_loss: 0.0506, d_dis_loss: 1.4976, attack_loss: 0.0874, label_acc: 0.0228
[1199]: fg_loss: 4.1556, e_total_loss: 5.3809, e_dis_loss: 0.2382, d_total_loss: 0.0428, d_dis_loss: 1.5040, attack_loss: 0.0888, label_acc: 0.0293
