Start experiments on tinyimagenet at level=3 with {'e_lr': 0.001, 'e_dis_lr': 4e-05, 'lambda1': 0.04, 'd_lr': 0.0005, 'd_dis_lr': 5e-09, 'lambda2': 1e-05, 'hs_lr': 0.001, 'flip_rate': 0.2}
Start running.
[99]: fg_loss: 5.1986, e_total_loss: 5.4476, e_dis_loss: 0.7083, d_total_loss: 0.0411, d_dis_loss: 1.4464, attack_loss: 0.0790, label_acc: 0.0052
[199]: fg_loss: 4.8624, e_total_loss: 5.4481, e_dis_loss: 0.6776, d_total_loss: 0.0279, d_dis_loss: 1.4606, attack_loss: 0.0789, label_acc: 0.0067
[299]: fg_loss: 4.5929, e_total_loss: 5.4473, e_dis_loss: 0.4682, d_total_loss: 0.0296, d_dis_loss: 1.4808, attack_loss: 0.0885, label_acc: 0.0084
[399]: fg_loss: 4.4285, e_total_loss: 5.4069, e_dis_loss: 0.4986, d_total_loss: 0.0304, d_dis_loss: 1.4827, attack_loss: 0.1032, label_acc: 0.0076
[499]: fg_loss: 4.2950, e_total_loss: 5.3522, e_dis_loss: 0.3572, d_total_loss: 0.0312, d_dis_loss: 1.4957, attack_loss: 0.0858, label_acc: 0.0081
[599]: fg_loss: 4.1886, e_total_loss: 5.3237, e_dis_loss: 0.3985, d_total_loss: 0.0271, d_dis_loss: 1.5251, attack_loss: 0.0712, label_acc: 0.0101
[699]: fg_loss: 4.0933, e_total_loss: 5.2817, e_dis_loss: 0.4028, d_total_loss: 0.0308, d_dis_loss: 1.4906, attack_loss: 0.0718, label_acc: 0.0148
[799]: fg_loss: 4.0511, e_total_loss: 5.2131, e_dis_loss: 0.3528, d_total_loss: 0.0287, d_dis_loss: 1.4894, attack_loss: 0.0612, label_acc: 0.0199
[899]: fg_loss: 3.9830, e_total_loss: 5.1601, e_dis_loss: 0.3269, d_total_loss: 0.0301, d_dis_loss: 1.4716, attack_loss: 0.0576, label_acc: 0.0323
[999]: fg_loss: 3.9136, e_total_loss: 5.1220, e_dis_loss: 0.2927, d_total_loss: 0.0238, d_dis_loss: 1.4878, attack_loss: 0.0494, label_acc: 0.0352
[1099]: fg_loss: 3.8604, e_total_loss: 5.0834, e_dis_loss: 0.3134, d_total_loss: 0.0270, d_dis_loss: 1.5044, attack_loss: 0.0458, label_acc: 0.0468
[1199]: fg_loss: 3.8286, e_total_loss: 5.0532, e_dis_loss: 0.2719, d_total_loss: 0.0201, d_dis_loss: 1.4980, attack_loss: 0.0445, label_acc: 0.0529
[1299]: fg_loss: 3.7781, e_total_loss: 4.9823, e_dis_loss: 0.3592, d_total_loss: 0.0294, d_dis_loss: 1.4824, attack_loss: 0.0477, label_acc: 0.0587
[1399]: fg_loss: 3.7247, e_total_loss: 4.9779, e_dis_loss: 0.2387, d_total_loss: 0.0216, d_dis_loss: 1.4951, attack_loss: 0.0484, label_acc: 0.0666
[1499]: fg_loss: 3.6642, e_total_loss: 4.9309, e_dis_loss: 0.2567, d_total_loss: 0.0214, d_dis_loss: 1.4985, attack_loss: 0.0669, label_acc: 0.0783
[1599]: fg_loss: 3.6396, e_total_loss: 4.9162, e_dis_loss: 0.3435, d_total_loss: 0.0236, d_dis_loss: 1.4768, attack_loss: 0.0612, label_acc: 0.0861
[1699]: fg_loss: 3.6167, e_total_loss: 4.8661, e_dis_loss: 0.3240, d_total_loss: 0.0195, d_dis_loss: 1.4889, attack_loss: 0.0426, label_acc: 0.0960
[1799]: fg_loss: 3.5505, e_total_loss: 4.8428, e_dis_loss: 0.2413, d_total_loss: 0.0189, d_dis_loss: 1.4841, attack_loss: 0.0414, label_acc: 0.1088
[1899]: fg_loss: 3.5150, e_total_loss: 4.8051, e_dis_loss: 0.2996, d_total_loss: 0.0217, d_dis_loss: 1.5021, attack_loss: 0.0410, label_acc: 0.1165
[1999]: fg_loss: 3.4680, e_total_loss: 4.8003, e_dis_loss: 0.3184, d_total_loss: 0.0223, d_dis_loss: 1.4811, attack_loss: 0.0407, label_acc: 0.1291
[2099]: fg_loss: 3.4745, e_total_loss: 4.7486, e_dis_loss: 0.2374, d_total_loss: 0.0196, d_dis_loss: 1.4860, attack_loss: 0.0332, label_acc: 0.1355
[2199]: fg_loss: 3.4194, e_total_loss: 4.7082, e_dis_loss: 0.2532, d_total_loss: 0.0199, d_dis_loss: 1.4566, attack_loss: 0.0366, label_acc: 0.1430
[2299]: fg_loss: 3.3797, e_total_loss: 4.7407, e_dis_loss: 0.2446, d_total_loss: 0.0201, d_dis_loss: 1.4779, attack_loss: 0.0343, label_acc: 0.1435
[2399]: fg_loss: 3.3603, e_total_loss: 4.6997, e_dis_loss: 0.2888, d_total_loss: 0.0197, d_dis_loss: 1.4858, attack_loss: 0.0415, label_acc: 0.1605
[2499]: fg_loss: 3.3437, e_total_loss: 4.6706, e_dis_loss: 0.2497, d_total_loss: 0.0171, d_dis_loss: 1.4842, attack_loss: 0.0318, label_acc: 0.1617
[2599]: fg_loss: 3.3134, e_total_loss: 4.6211, e_dis_loss: 0.2567, d_total_loss: 0.0185, d_dis_loss: 1.4724, attack_loss: 0.0306, label_acc: 0.1761
[2699]: fg_loss: 3.2625, e_total_loss: 4.6585, e_dis_loss: 0.3002, d_total_loss: 0.0243, d_dis_loss: 1.4693, attack_loss: 0.0341, label_acc: 0.1736
[2799]: fg_loss: 3.2559, e_total_loss: 4.6341, e_dis_loss: 0.2746, d_total_loss: 0.0185, d_dis_loss: 1.4746, attack_loss: 0.0339, label_acc: 0.1823
[2899]: fg_loss: 3.2319, e_total_loss: 4.6311, e_dis_loss: 0.2530, d_total_loss: 0.0182, d_dis_loss: 1.4754, attack_loss: 0.0306, label_acc: 0.1735
[2999]: fg_loss: 3.2059, e_total_loss: 4.6064, e_dis_loss: 0.2419, d_total_loss: 0.0160, d_dis_loss: 1.4750, attack_loss: 0.0275, label_acc: 0.1843
[3099]: fg_loss: 3.1695, e_total_loss: 4.5864, e_dis_loss: 0.2593, d_total_loss: 0.0174, d_dis_loss: 1.4744, attack_loss: 0.0282, label_acc: 0.1946
[3199]: fg_loss: 3.1538, e_total_loss: 4.5649, e_dis_loss: 0.2538, d_total_loss: 0.0196, d_dis_loss: 1.4873, attack_loss: 0.0311, label_acc: 0.1998
[3299]: fg_loss: 3.1097, e_total_loss: 4.5469, e_dis_loss: 0.2776, d_total_loss: 0.0165, d_dis_loss: 1.4876, attack_loss: 0.0319, label_acc: 0.2023
[3399]: fg_loss: 3.1291, e_total_loss: 4.5198, e_dis_loss: 0.2724, d_total_loss: 0.0178, d_dis_loss: 1.4829, attack_loss: 0.0291, label_acc: 0.2035
[3499]: fg_loss: 3.0774, e_total_loss: 4.5348, e_dis_loss: 0.2383, d_total_loss: 0.0162, d_dis_loss: 1.4827, attack_loss: 0.0277, label_acc: 0.2134
[3599]: fg_loss: 3.0546, e_total_loss: 4.5252, e_dis_loss: 0.3048, d_total_loss: 0.0157, d_dis_loss: 1.4879, attack_loss: 0.0267, label_acc: 0.2180
[3699]: fg_loss: 3.0483, e_total_loss: 4.5086, e_dis_loss: 0.3604, d_total_loss: 0.0183, d_dis_loss: 1.4793, attack_loss: 0.0267, label_acc: 0.2184
[3799]: fg_loss: 3.0364, e_total_loss: 4.4816, e_dis_loss: 0.3400, d_total_loss: 0.0161, d_dis_loss: 1.4707, attack_loss: 0.0225, label_acc: 0.2190
[3899]: fg_loss: 2.9989, e_total_loss: 4.4498, e_dis_loss: 0.2407, d_total_loss: 0.0171, d_dis_loss: 1.4612, attack_loss: 0.0213, label_acc: 0.2325
[3999]: fg_loss: 2.9839, e_total_loss: 4.4159, e_dis_loss: 0.3372, d_total_loss: 0.0164, d_dis_loss: 1.4654, attack_loss: 0.0203, label_acc: 0.2350
[4099]: fg_loss: 2.9781, e_total_loss: 4.4766, e_dis_loss: 0.2158, d_total_loss: 0.0183, d_dis_loss: 1.4721, attack_loss: 0.0214, label_acc: 0.2272
[4199]: fg_loss: 2.9394, e_total_loss: 4.4313, e_dis_loss: 0.2707, d_total_loss: 0.0139, d_dis_loss: 1.4837, attack_loss: 0.0183, label_acc: 0.2401
[4299]: fg_loss: 2.9163, e_total_loss: 4.4500, e_dis_loss: 0.2899, d_total_loss: 0.0145, d_dis_loss: 1.4702, attack_loss: 0.0188, label_acc: 0.2347
[4399]: fg_loss: 2.9084, e_total_loss: 4.3542, e_dis_loss: 0.2864, d_total_loss: 0.0122, d_dis_loss: 1.4707, attack_loss: 0.0174, label_acc: 0.2445
[4499]: fg_loss: 2.8785, e_total_loss: 4.3779, e_dis_loss: 0.2551, d_total_loss: 0.0153, d_dis_loss: 1.4782, attack_loss: 0.0223, label_acc: 0.2506
[4599]: fg_loss: 2.8744, e_total_loss: 4.3623, e_dis_loss: 0.2566, d_total_loss: 0.0125, d_dis_loss: 1.4774, attack_loss: 0.0167, label_acc: 0.2473
[4699]: fg_loss: 2.8765, e_total_loss: 4.3813, e_dis_loss: 0.2348, d_total_loss: 0.0126, d_dis_loss: 1.4738, attack_loss: 0.0179, label_acc: 0.2505
[4799]: fg_loss: 2.8220, e_total_loss: 4.3926, e_dis_loss: 0.3403, d_total_loss: 0.0136, d_dis_loss: 1.4678, attack_loss: 0.0175, label_acc: 0.2645
[4899]: fg_loss: 2.8386, e_total_loss: 4.3552, e_dis_loss: 0.2686, d_total_loss: 0.0117, d_dis_loss: 1.4785, attack_loss: 0.0162, label_acc: 0.2556
[4999]: fg_loss: 2.7879, e_total_loss: 4.3268, e_dis_loss: 0.3429, d_total_loss: 0.0121, d_dis_loss: 1.4820, attack_loss: 0.0153, label_acc: 0.2620
[5099]: fg_loss: 2.7985, e_total_loss: 4.3494, e_dis_loss: 0.2485, d_total_loss: 0.0109, d_dis_loss: 1.4866, attack_loss: 0.0139, label_acc: 0.2604
[5199]: fg_loss: 2.7712, e_total_loss: 4.3445, e_dis_loss: 0.3060, d_total_loss: 0.0108, d_dis_loss: 1.4806, attack_loss: 0.0161, label_acc: 0.2742
[5299]: fg_loss: 2.7626, e_total_loss: 4.3747, e_dis_loss: 0.3167, d_total_loss: 0.0116, d_dis_loss: 1.4752, attack_loss: 0.0151, label_acc: 0.2745
[5399]: fg_loss: 2.7452, e_total_loss: 4.2913, e_dis_loss: 0.2745, d_total_loss: 0.0127, d_dis_loss: 1.4863, attack_loss: 0.0156, label_acc: 0.2747
[5499]: fg_loss: 2.7274, e_total_loss: 4.3262, e_dis_loss: 0.2275, d_total_loss: 0.0107, d_dis_loss: 1.4804, attack_loss: 0.0143, label_acc: 0.2809
[5599]: fg_loss: 2.7144, e_total_loss: 4.2948, e_dis_loss: 0.2870, d_total_loss: 0.0109, d_dis_loss: 1.4818, attack_loss: 0.0132, label_acc: 0.2766
[5699]: fg_loss: 2.6942, e_total_loss: 4.2805, e_dis_loss: 0.2597, d_total_loss: 0.0113, d_dis_loss: 1.4706, attack_loss: 0.0151, label_acc: 0.2875
[5799]: fg_loss: 2.6674, e_total_loss: 4.2949, e_dis_loss: 0.2471, d_total_loss: 0.0121, d_dis_loss: 1.4888, attack_loss: 0.0152, label_acc: 0.2898
[5899]: fg_loss: 2.6623, e_total_loss: 4.3192, e_dis_loss: 0.2778, d_total_loss: 0.0110, d_dis_loss: 1.4856, attack_loss: 0.0146, label_acc: 0.2889
[5999]: fg_loss: 2.6626, e_total_loss: 4.3240, e_dis_loss: 0.3094, d_total_loss: 0.0119, d_dis_loss: 1.4828, attack_loss: 0.0144, label_acc: 0.2848
[6099]: fg_loss: 2.6334, e_total_loss: 4.2790, e_dis_loss: 0.2953, d_total_loss: 0.0113, d_dis_loss: 1.4897, attack_loss: 0.0145, label_acc: 0.3005
[6199]: fg_loss: 2.6176, e_total_loss: 4.2697, e_dis_loss: 0.2630, d_total_loss: 0.0106, d_dis_loss: 1.4948, attack_loss: 0.0145, label_acc: 0.3031
[6299]: fg_loss: 2.5972, e_total_loss: 4.2809, e_dis_loss: 0.2911, d_total_loss: 0.0108, d_dis_loss: 1.4765, attack_loss: 0.0137, label_acc: 0.2945
[6399]: fg_loss: 2.6072, e_total_loss: 4.2513, e_dis_loss: 0.2392, d_total_loss: 0.0103, d_dis_loss: 1.4779, attack_loss: 0.0134, label_acc: 0.2950
[6499]: fg_loss: 2.5742, e_total_loss: 4.2675, e_dis_loss: 0.2136, d_total_loss: 0.0103, d_dis_loss: 1.4751, attack_loss: 0.0139, label_acc: 0.3052
[6599]: fg_loss: 2.5755, e_total_loss: 4.2894, e_dis_loss: 0.2712, d_total_loss: 0.0107, d_dis_loss: 1.4823, attack_loss: 0.0140, label_acc: 0.2986
[6699]: fg_loss: 2.5382, e_total_loss: 4.2827, e_dis_loss: 0.2332, d_total_loss: 0.0111, d_dis_loss: 1.4818, attack_loss: 0.0136, label_acc: 0.3095
[6799]: fg_loss: 2.5439, e_total_loss: 4.3059, e_dis_loss: 0.2924, d_total_loss: 0.0096, d_dis_loss: 1.4732, attack_loss: 0.0136, label_acc: 0.3038
[6899]: fg_loss: 2.5346, e_total_loss: 4.2419, e_dis_loss: 0.2803, d_total_loss: 0.0096, d_dis_loss: 1.4899, attack_loss: 0.0129, label_acc: 0.3036
