Start experiments on tinyimagenet at level=6 with {'e_lr': 0.001, 'e_dis_lr': 4e-05, 'lambda1': 0.04, 'd_lr': 0.0005, 'd_dis_lr': 5e-09, 'lambda2': 1e-05, 'hs_lr': 0.001, 'flip_rate': 0.2}
Start running.
[99]: fg_loss: 5.2270, e_total_loss: 5.4022, e_dis_loss: 1.3291, d_total_loss: 0.0467, d_dis_loss: 1.5487, attack_loss: 0.1049, label_acc: 0.0055
[199]: fg_loss: 4.9158, e_total_loss: 5.3414, e_dis_loss: 1.4558, d_total_loss: 0.0435, d_dis_loss: 1.5789, attack_loss: 0.0909, label_acc: 0.0080
[299]: fg_loss: 4.6481, e_total_loss: 5.3052, e_dis_loss: 0.9237, d_total_loss: 0.0441, d_dis_loss: 1.5694, attack_loss: 0.1000, label_acc: 0.0056
[399]: fg_loss: 4.4760, e_total_loss: 5.3159, e_dis_loss: 0.7751, d_total_loss: 0.0458, d_dis_loss: 1.5319, attack_loss: 0.0947, label_acc: 0.0063
[499]: fg_loss: 4.3148, e_total_loss: 5.3232, e_dis_loss: 0.5910, d_total_loss: 0.0441, d_dis_loss: 1.5330, attack_loss: 0.1093, label_acc: 0.0048
[599]: fg_loss: 4.2253, e_total_loss: 5.3084, e_dis_loss: 0.5714, d_total_loss: 0.0424, d_dis_loss: 1.5334, attack_loss: 0.1168, label_acc: 0.0053
[699]: fg_loss: 4.1285, e_total_loss: 5.3003, e_dis_loss: 0.5390, d_total_loss: 0.0401, d_dis_loss: 1.5246, attack_loss: 0.1167, label_acc: 0.0052
[799]: fg_loss: 4.0946, e_total_loss: 5.2963, e_dis_loss: 0.4490, d_total_loss: 0.0439, d_dis_loss: 1.5177, attack_loss: 0.1206, label_acc: 0.0051
[899]: fg_loss: 4.0108, e_total_loss: 5.2616, e_dis_loss: 0.4360, d_total_loss: 0.0439, d_dis_loss: 1.5137, attack_loss: 0.1142, label_acc: 0.0027
[999]: fg_loss: 3.9522, e_total_loss: 5.2327, e_dis_loss: 0.3992, d_total_loss: 0.0494, d_dis_loss: 1.5632, attack_loss: 0.1049, label_acc: 0.0048
[1099]: fg_loss: 3.8998, e_total_loss: 5.2106, e_dis_loss: 0.4634, d_total_loss: 0.0526, d_dis_loss: 1.5269, attack_loss: 0.1059, label_acc: 0.0069
[1199]: fg_loss: 3.8552, e_total_loss: 5.2067, e_dis_loss: 0.3647, d_total_loss: 0.0536, d_dis_loss: 1.5484, attack_loss: 0.1062, label_acc: 0.0079
[1299]: fg_loss: 3.7987, e_total_loss: 5.2068, e_dis_loss: 0.3585, d_total_loss: 0.0502, d_dis_loss: 1.4764, attack_loss: 0.1122, label_acc: 0.0090
[1399]: fg_loss: 3.7602, e_total_loss: 5.1950, e_dis_loss: 0.2882, d_total_loss: 0.0459, d_dis_loss: 1.4926, attack_loss: 0.1127, label_acc: 0.0130
[1499]: fg_loss: 3.7134, e_total_loss: 5.1902, e_dis_loss: 0.3357, d_total_loss: 0.0491, d_dis_loss: 1.5153, attack_loss: 0.1158, label_acc: 0.0133
[1599]: fg_loss: 3.6627, e_total_loss: 5.1964, e_dis_loss: 0.4101, d_total_loss: 0.0459, d_dis_loss: 1.5230, attack_loss: 0.1206, label_acc: 0.0137
[1699]: fg_loss: 3.6527, e_total_loss: 5.1890, e_dis_loss: 0.3932, d_total_loss: 0.0495, d_dis_loss: 1.5106, attack_loss: 0.1232, label_acc: 0.0134
[1799]: fg_loss: 3.5828, e_total_loss: 5.1516, e_dis_loss: 0.3872, d_total_loss: 0.0465, d_dis_loss: 1.4612, attack_loss: 0.1102, label_acc: 0.0168
[1899]: fg_loss: 3.5591, e_total_loss: 5.1116, e_dis_loss: 0.3039, d_total_loss: 0.0509, d_dis_loss: 1.5132, attack_loss: 0.1074, label_acc: 0.0174
[1999]: fg_loss: 3.4975, e_total_loss: 5.1338, e_dis_loss: 0.3290, d_total_loss: 0.0578, d_dis_loss: 1.5275, attack_loss: 0.0911, label_acc: 0.0227
[2099]: fg_loss: 3.5152, e_total_loss: 5.0928, e_dis_loss: 0.3117, d_total_loss: 0.0457, d_dis_loss: 1.5524, attack_loss: 0.1052, label_acc: 0.0207
[2199]: fg_loss: 3.4501, e_total_loss: 5.0872, e_dis_loss: 0.3415, d_total_loss: 0.0461, d_dis_loss: 1.5482, attack_loss: 0.1070, label_acc: 0.0273
[2299]: fg_loss: 3.4211, e_total_loss: 5.0436, e_dis_loss: 0.3219, d_total_loss: 0.0460, d_dis_loss: 1.5074, attack_loss: 0.1038, label_acc: 0.0264
[2399]: fg_loss: 3.3950, e_total_loss: 5.0663, e_dis_loss: 0.3505, d_total_loss: 0.0438, d_dis_loss: 1.5248, attack_loss: 0.1051, label_acc: 0.0295
[2499]: fg_loss: 3.3710, e_total_loss: 5.0418, e_dis_loss: 0.4206, d_total_loss: 0.0447, d_dis_loss: 1.5384, attack_loss: 0.1051, label_acc: 0.0332
[2599]: fg_loss: 3.3427, e_total_loss: 5.0241, e_dis_loss: 0.3426, d_total_loss: 0.0494, d_dis_loss: 1.5454, attack_loss: 0.0999, label_acc: 0.0368
[2699]: fg_loss: 3.2960, e_total_loss: 5.0264, e_dis_loss: 0.3797, d_total_loss: 0.0500, d_dis_loss: 1.5467, attack_loss: 0.0812, label_acc: 0.0441
[2799]: fg_loss: 3.2954, e_total_loss: 4.9692, e_dis_loss: 0.2995, d_total_loss: 0.0436, d_dis_loss: 1.5173, attack_loss: 0.0845, label_acc: 0.0458
[2899]: fg_loss: 3.2575, e_total_loss: 5.0197, e_dis_loss: 0.3390, d_total_loss: 0.0463, d_dis_loss: 1.5635, attack_loss: 0.0714, label_acc: 0.0488
[2999]: fg_loss: 3.2462, e_total_loss: 4.9721, e_dis_loss: 0.3010, d_total_loss: 0.0494, d_dis_loss: 1.5221, attack_loss: 0.0853, label_acc: 0.0549
[3099]: fg_loss: 3.2022, e_total_loss: 4.9714, e_dis_loss: 0.2846, d_total_loss: 0.0520, d_dis_loss: 1.4843, attack_loss: 0.0787, label_acc: 0.0587
[3199]: fg_loss: 3.1811, e_total_loss: 4.9190, e_dis_loss: 0.2770, d_total_loss: 0.0511, d_dis_loss: 1.5294, attack_loss: 0.0718, label_acc: 0.0597
[3299]: fg_loss: 3.1412, e_total_loss: 4.9180, e_dis_loss: 0.2812, d_total_loss: 0.0479, d_dis_loss: 1.5259, attack_loss: 0.0837, label_acc: 0.0655
[3399]: fg_loss: 3.1651, e_total_loss: 4.8681, e_dis_loss: 0.3352, d_total_loss: 0.0456, d_dis_loss: 1.5151, attack_loss: 0.0742, label_acc: 0.0652
[3499]: fg_loss: 3.0979, e_total_loss: 4.8755, e_dis_loss: 0.3605, d_total_loss: 0.0499, d_dis_loss: 1.5293, attack_loss: 0.0688, label_acc: 0.0768
[3599]: fg_loss: 3.0856, e_total_loss: 4.9128, e_dis_loss: 0.3029, d_total_loss: 0.0468, d_dis_loss: 1.4900, attack_loss: 0.0664, label_acc: 0.0731
[3699]: fg_loss: 3.0719, e_total_loss: 4.8467, e_dis_loss: 0.3131, d_total_loss: 0.0446, d_dis_loss: 1.5094, attack_loss: 0.0602, label_acc: 0.0782
[3799]: fg_loss: 3.0843, e_total_loss: 4.8541, e_dis_loss: 0.2690, d_total_loss: 0.0495, d_dis_loss: 1.5246, attack_loss: 0.0641, label_acc: 0.0771
[3899]: fg_loss: 3.0275, e_total_loss: 4.8626, e_dis_loss: 0.2980, d_total_loss: 0.0453, d_dis_loss: 1.5310, attack_loss: 0.0624, label_acc: 0.0873
[3999]: fg_loss: 3.0153, e_total_loss: 4.7929, e_dis_loss: 0.3506, d_total_loss: 0.0462, d_dis_loss: 1.5162, attack_loss: 0.0605, label_acc: 0.0905
[4099]: fg_loss: 3.0036, e_total_loss: 4.8058, e_dis_loss: 0.3370, d_total_loss: 0.0409, d_dis_loss: 1.5321, attack_loss: 0.0585, label_acc: 0.0975
[4199]: fg_loss: 2.9789, e_total_loss: 4.8270, e_dis_loss: 0.3481, d_total_loss: 0.0475, d_dis_loss: 1.5069, attack_loss: 0.0560, label_acc: 0.0944
