Start experiments on tinyimagenet at level=6 with {'e_lr': 0.001, 'e_dis_lr': 4e-05, 'lambda1': 0.04, 'd_lr': 0.0005, 'd_dis_lr': 5e-09, 'lambda2': 1e-05, 'hs_lr': 0.001, 'flip_rate': 0.2}
Start running.
[99]: fg_loss: 5.2462, e_total_loss: 5.3990, e_dis_loss: 1.1556, d_total_loss: 0.0446, d_dis_loss: 1.4105, attack_loss: 0.1109, label_acc: 0.0049
[199]: fg_loss: 4.9285, e_total_loss: 5.3730, e_dis_loss: 1.1290, d_total_loss: 0.0364, d_dis_loss: 1.4312, attack_loss: 0.1194, label_acc: 0.0087
[299]: fg_loss: 4.6388, e_total_loss: 5.3566, e_dis_loss: 1.2787, d_total_loss: 0.0509, d_dis_loss: 1.4334, attack_loss: 0.1079, label_acc: 0.0088
[399]: fg_loss: 4.4677, e_total_loss: 5.3427, e_dis_loss: 0.9210, d_total_loss: 0.0522, d_dis_loss: 1.4248, attack_loss: 0.1032, label_acc: 0.0051
[499]: fg_loss: 4.3235, e_total_loss: 5.3219, e_dis_loss: 0.6706, d_total_loss: 0.0405, d_dis_loss: 1.4347, attack_loss: 0.1204, label_acc: 0.0077
[599]: fg_loss: 4.2112, e_total_loss: 5.3132, e_dis_loss: 0.6418, d_total_loss: 0.0393, d_dis_loss: 1.4365, attack_loss: 0.1065, label_acc: 0.0089
[699]: fg_loss: 4.1149, e_total_loss: 5.2825, e_dis_loss: 0.6137, d_total_loss: 0.0432, d_dis_loss: 1.4374, attack_loss: 0.0996, label_acc: 0.0098
[799]: fg_loss: 4.0776, e_total_loss: 5.2176, e_dis_loss: 0.6412, d_total_loss: 0.0483, d_dis_loss: 1.4344, attack_loss: 0.0894, label_acc: 0.0100
[899]: fg_loss: 3.9940, e_total_loss: 5.1603, e_dis_loss: 0.5714, d_total_loss: 0.0509, d_dis_loss: 1.4226, attack_loss: 0.0817, label_acc: 0.0167
[999]: fg_loss: 3.9449, e_total_loss: 5.1346, e_dis_loss: 0.5446, d_total_loss: 0.0448, d_dis_loss: 1.4429, attack_loss: 0.0827, label_acc: 0.0187
[1099]: fg_loss: 3.8814, e_total_loss: 5.0837, e_dis_loss: 0.5433, d_total_loss: 0.0458, d_dis_loss: 1.4309, attack_loss: 0.0829, label_acc: 0.0245
[1199]: fg_loss: 3.8246, e_total_loss: 5.0764, e_dis_loss: 0.4891, d_total_loss: 0.0439, d_dis_loss: 1.4255, attack_loss: 0.0842, label_acc: 0.0230
[1299]: fg_loss: 3.7923, e_total_loss: 5.0501, e_dis_loss: 0.4886, d_total_loss: 0.0530, d_dis_loss: 1.4494, attack_loss: 0.0881, label_acc: 0.0267
[1399]: fg_loss: 3.7436, e_total_loss: 5.0002, e_dis_loss: 0.4560, d_total_loss: 0.0514, d_dis_loss: 1.4358, attack_loss: 0.0807, label_acc: 0.0330
[1499]: fg_loss: 3.6988, e_total_loss: 5.0624, e_dis_loss: 0.3977, d_total_loss: 0.0507, d_dis_loss: 1.4402, attack_loss: 0.0734, label_acc: 0.0356
[1599]: fg_loss: 3.6418, e_total_loss: 5.0752, e_dis_loss: 0.4615, d_total_loss: 0.0466, d_dis_loss: 1.4287, attack_loss: 0.0812, label_acc: 0.0398
[1699]: fg_loss: 3.6314, e_total_loss: 4.9922, e_dis_loss: 0.3356, d_total_loss: 0.0500, d_dis_loss: 1.4357, attack_loss: 0.0786, label_acc: 0.0412
[1799]: fg_loss: 3.5772, e_total_loss: 4.9525, e_dis_loss: 0.3373, d_total_loss: 0.0487, d_dis_loss: 1.4254, attack_loss: 0.0704, label_acc: 0.0465
[1899]: fg_loss: 3.5447, e_total_loss: 4.9428, e_dis_loss: 0.3583, d_total_loss: 0.0472, d_dis_loss: 1.4366, attack_loss: 0.0572, label_acc: 0.0574
[1999]: fg_loss: 3.4769, e_total_loss: 4.9259, e_dis_loss: 0.4904, d_total_loss: 0.0435, d_dis_loss: 1.4255, attack_loss: 0.0595, label_acc: 0.0677
[2099]: fg_loss: 3.4878, e_total_loss: 4.8895, e_dis_loss: 0.4065, d_total_loss: 0.0398, d_dis_loss: 1.4366, attack_loss: 0.0529, label_acc: 0.0710
[2199]: fg_loss: 3.4433, e_total_loss: 4.8772, e_dis_loss: 0.3503, d_total_loss: 0.0421, d_dis_loss: 1.4253, attack_loss: 0.0595, label_acc: 0.0819
[2299]: fg_loss: 3.4085, e_total_loss: 4.8889, e_dis_loss: 0.3586, d_total_loss: 0.0413, d_dis_loss: 1.4230, attack_loss: 0.0507, label_acc: 0.0898
[2399]: fg_loss: 3.3737, e_total_loss: 4.8226, e_dis_loss: 0.4312, d_total_loss: 0.0405, d_dis_loss: 1.4376, attack_loss: 0.0503, label_acc: 0.1044
[2499]: fg_loss: 3.3470, e_total_loss: 4.7986, e_dis_loss: 0.4389, d_total_loss: 0.0456, d_dis_loss: 1.4379, attack_loss: 0.0511, label_acc: 0.1074
[2599]: fg_loss: 3.3365, e_total_loss: 4.7567, e_dis_loss: 0.4172, d_total_loss: 0.0352, d_dis_loss: 1.4440, attack_loss: 0.0501, label_acc: 0.1220
[2699]: fg_loss: 3.2928, e_total_loss: 4.7207, e_dis_loss: 0.5739, d_total_loss: 0.0363, d_dis_loss: 1.4221, attack_loss: 0.0462, label_acc: 0.1267
