Start usl/plainnet experiments on tinyimagenet at l5 with {'e_lr': 0.001, 'd_lr': 0.0005, 'hs_lr': 0.001, 'lambda1': 0.04, 'lambda2': 1e-05, 'flip_rate': 0.4, 'e_dis_lr': 4e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 5.2170, e_total_loss: 5.3703, e_dis_loss: 1.3983, d_total_loss: 0.0581, d_dis_loss: 1.5772, attack_loss: 0.0848, label_acc: 0.0053
[199]: fg_loss: 5.0118, e_total_loss: 5.3804, e_dis_loss: 1.3058, d_total_loss: 0.0476, d_dis_loss: 1.5937, attack_loss: 0.0777, label_acc: 0.0048
[299]: fg_loss: 4.8476, e_total_loss: 5.4118, e_dis_loss: 0.7711, d_total_loss: 0.0522, d_dis_loss: 1.5682, attack_loss: 0.0983, label_acc: 0.0062
[399]: fg_loss: 4.7335, e_total_loss: 5.3992, e_dis_loss: 0.5203, d_total_loss: 0.0473, d_dis_loss: 1.5728, attack_loss: 0.0945, label_acc: 0.0069
[499]: fg_loss: 4.5888, e_total_loss: 5.4383, e_dis_loss: 0.3289, d_total_loss: 0.0611, d_dis_loss: 1.5773, attack_loss: 0.0830, label_acc: 0.0100
[599]: fg_loss: 4.4943, e_total_loss: 5.4238, e_dis_loss: 0.3026, d_total_loss: 0.0615, d_dis_loss: 1.5853, attack_loss: 0.0755, label_acc: 0.0141
[699]: fg_loss: 4.3972, e_total_loss: 5.4027, e_dis_loss: 0.2486, d_total_loss: 0.0561, d_dis_loss: 1.6065, attack_loss: 0.0828, label_acc: 0.0170
[799]: fg_loss: 4.3436, e_total_loss: 5.3960, e_dis_loss: 0.4019, d_total_loss: 0.0604, d_dis_loss: 1.6043, attack_loss: 0.0760, label_acc: 0.0185
[899]: fg_loss: 4.2824, e_total_loss: 5.3533, e_dis_loss: 0.3533, d_total_loss: 0.0565, d_dis_loss: 1.6212, attack_loss: 0.0820, label_acc: 0.0226
[999]: fg_loss: 4.2237, e_total_loss: 5.3860, e_dis_loss: 0.3189, d_total_loss: 0.0582, d_dis_loss: 1.5982, attack_loss: 0.0757, label_acc: 0.0283
[1099]: fg_loss: 4.1625, e_total_loss: 5.3654, e_dis_loss: 0.3167, d_total_loss: 0.0562, d_dis_loss: 1.5938, attack_loss: 0.0793, label_acc: 0.0308
[1199]: fg_loss: 4.1445, e_total_loss: 5.3507, e_dis_loss: 0.3747, d_total_loss: 0.0497, d_dis_loss: 1.5987, attack_loss: 0.0830, label_acc: 0.0309
[1299]: fg_loss: 4.0905, e_total_loss: 5.3405, e_dis_loss: 0.2931, d_total_loss: 0.0584, d_dis_loss: 1.6004, attack_loss: 0.0762, label_acc: 0.0365
[1399]: fg_loss: 4.0508, e_total_loss: 5.3243, e_dis_loss: 0.4159, d_total_loss: 0.0614, d_dis_loss: 1.5983, attack_loss: 0.0742, label_acc: 0.0411
[1499]: fg_loss: 4.0021, e_total_loss: 5.3209, e_dis_loss: 0.3062, d_total_loss: 0.0564, d_dis_loss: 1.6080, attack_loss: 0.0757, label_acc: 0.0482
[1599]: fg_loss: 3.9618, e_total_loss: 5.3483, e_dis_loss: 0.4117, d_total_loss: 0.0630, d_dis_loss: 1.5767, attack_loss: 0.0817, label_acc: 0.0445
[1699]: fg_loss: 3.9343, e_total_loss: 5.3412, e_dis_loss: 0.3335, d_total_loss: 0.0541, d_dis_loss: 1.5827, attack_loss: 0.0806, label_acc: 0.0451
