Start usl/plainnet experiments on tinyimagenet at l6 with {'e_lr': 0.001, 'd_lr': 0.0005, 'hs_lr': 0.001, 'lambda1': 0.04, 'lambda2': 1e-05, 'flip_rate': 0.4, 'e_dis_lr': 4e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 5.2536, e_total_loss: 5.3704, e_dis_loss: 0.9584, d_total_loss: 0.0686, d_dis_loss: 1.5224, attack_loss: 0.0878, label_acc: 0.0067
[199]: fg_loss: 5.0476, e_total_loss: 5.4034, e_dis_loss: 0.4819, d_total_loss: 0.0606, d_dis_loss: 1.4441, attack_loss: 0.1121, label_acc: 0.0070
[299]: fg_loss: 4.8943, e_total_loss: 5.4327, e_dis_loss: 0.2627, d_total_loss: 0.0550, d_dis_loss: 1.4319, attack_loss: 0.1117, label_acc: 0.0070
[399]: fg_loss: 4.7829, e_total_loss: 5.4345, e_dis_loss: 0.2065, d_total_loss: 0.0612, d_dis_loss: 1.4260, attack_loss: 0.1005, label_acc: 0.0082
[499]: fg_loss: 4.6465, e_total_loss: 5.4273, e_dis_loss: 0.2809, d_total_loss: 0.0515, d_dis_loss: 1.4246, attack_loss: 0.1082, label_acc: 0.0086
[599]: fg_loss: 4.5477, e_total_loss: 5.4486, e_dis_loss: 0.2055, d_total_loss: 0.0503, d_dis_loss: 1.4333, attack_loss: 0.1158, label_acc: 0.0129
[699]: fg_loss: 4.4568, e_total_loss: 5.4693, e_dis_loss: 0.1515, d_total_loss: 0.0496, d_dis_loss: 1.4091, attack_loss: 0.1122, label_acc: 0.0130
[799]: fg_loss: 4.4025, e_total_loss: 5.4704, e_dis_loss: 0.2938, d_total_loss: 0.0445, d_dis_loss: 1.4580, attack_loss: 0.1132, label_acc: 0.0125
[899]: fg_loss: 4.3398, e_total_loss: 5.4495, e_dis_loss: 0.3535, d_total_loss: 0.0469, d_dis_loss: 1.4738, attack_loss: 0.0877, label_acc: 0.0178
[999]: fg_loss: 4.2768, e_total_loss: 5.4392, e_dis_loss: 0.2756, d_total_loss: 0.0456, d_dis_loss: 1.4713, attack_loss: 0.1052, label_acc: 0.0245
[1099]: fg_loss: 4.2286, e_total_loss: 5.4389, e_dis_loss: 0.2505, d_total_loss: 0.0490, d_dis_loss: 1.4329, attack_loss: 0.1182, label_acc: 0.0247
