Start vsl/resnet experiments on stl10 at l6 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.02, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 1.8680, e_total_loss: 2.0153, e_dis_loss: 0.6938, d_total_loss: 0.0500, d_dis_loss: 1.4563, attack_loss: 0.1154
[199]: fg_loss: 1.6264, e_total_loss: 1.8752, e_dis_loss: 0.2737, d_total_loss: 0.0472, d_dis_loss: 1.4384, attack_loss: 0.0703
[299]: fg_loss: 1.5010, e_total_loss: 1.8949, e_dis_loss: 0.2162, d_total_loss: 0.0505, d_dis_loss: 1.4218, attack_loss: 0.0567
[399]: fg_loss: 1.4181, e_total_loss: 1.8117, e_dis_loss: 0.1250, d_total_loss: 0.0491, d_dis_loss: 1.4280, attack_loss: 0.0537
[499]: fg_loss: 1.3391, e_total_loss: 1.7612, e_dis_loss: 0.1079, d_total_loss: 0.0471, d_dis_loss: 1.4361, attack_loss: 0.0482
[599]: fg_loss: 1.2913, e_total_loss: 1.6957, e_dis_loss: 0.0694, d_total_loss: 0.0428, d_dis_loss: 1.4222, attack_loss: 0.0475
[699]: fg_loss: 1.2219, e_total_loss: 1.6147, e_dis_loss: 0.0959, d_total_loss: 0.0427, d_dis_loss: 1.4388, attack_loss: 0.0455
[799]: fg_loss: 1.2060, e_total_loss: 1.5400, e_dis_loss: 0.0873, d_total_loss: 0.0423, d_dis_loss: 1.4439, attack_loss: 0.0468
[899]: fg_loss: 1.1472, e_total_loss: 1.5380, e_dis_loss: 0.0721, d_total_loss: 0.0414, d_dis_loss: 1.4494, attack_loss: 0.0445
[999]: fg_loss: 1.1300, e_total_loss: 1.4550, e_dis_loss: 0.1260, d_total_loss: 0.0420, d_dis_loss: 1.4609, attack_loss: 0.0449
[1099]: fg_loss: 1.0736, e_total_loss: 1.4643, e_dis_loss: 0.1166, d_total_loss: 0.0439, d_dis_loss: 1.4446, attack_loss: 0.0436
[1199]: fg_loss: 1.0709, e_total_loss: 1.4288, e_dis_loss: 0.1249, d_total_loss: 0.0424, d_dis_loss: 1.4428, attack_loss: 0.0402
[1299]: fg_loss: 1.0228, e_total_loss: 1.3627, e_dis_loss: 0.1776, d_total_loss: 0.0418, d_dis_loss: 1.4347, attack_loss: 0.0398
[1399]: fg_loss: 1.0211, e_total_loss: 1.3368, e_dis_loss: 0.2147, d_total_loss: 0.0396, d_dis_loss: 1.4438, attack_loss: 0.0382
[1499]: fg_loss: 0.9504, e_total_loss: 1.3158, e_dis_loss: 0.1875, d_total_loss: 0.0426, d_dis_loss: 1.4768, attack_loss: 0.0364
[1599]: fg_loss: 0.9667, e_total_loss: 1.2878, e_dis_loss: 0.1429, d_total_loss: 0.0404, d_dis_loss: 1.4670, attack_loss: 0.0376
[1699]: fg_loss: 0.9112, e_total_loss: 1.2509, e_dis_loss: 0.1907, d_total_loss: 0.0401, d_dis_loss: 1.4416, attack_loss: 0.0383
[1799]: fg_loss: 0.9005, e_total_loss: 1.2462, e_dis_loss: 0.1847, d_total_loss: 0.0375, d_dis_loss: 1.4230, attack_loss: 0.0389
[1899]: fg_loss: 0.8691, e_total_loss: 1.2226, e_dis_loss: 0.2091, d_total_loss: 0.0381, d_dis_loss: 1.4331, attack_loss: 0.0397
