Start vsl/plainnet experiments on cifar100 at l7 with {'e_lr': 0.001, 'd_lr': 0.0005, 'lambda1': 0.02, 'lambda2': 1e-05, 'e_dis_lr': 2e-05, 'd_dis_lr': 5e-09}
Start running.
[99]: fg_loss: 4.3651, e_total_loss: 4.4135, e_dis_loss: 1.1062, d_total_loss: 0.0565, d_dis_loss: 1.6034, attack_loss: 0.0681
[199]: fg_loss: 4.0153, e_total_loss: 4.0998, e_dis_loss: 0.8348, d_total_loss: 0.0455, d_dis_loss: 1.5992, attack_loss: 0.0489
[299]: fg_loss: 3.8534, e_total_loss: 3.9881, e_dis_loss: 0.6182, d_total_loss: 0.0433, d_dis_loss: 1.5791, attack_loss: 0.0438
[399]: fg_loss: 3.7453, e_total_loss: 3.8959, e_dis_loss: 0.4800, d_total_loss: 0.0400, d_dis_loss: 1.5702, attack_loss: 0.0409
[499]: fg_loss: 3.6381, e_total_loss: 3.8164, e_dis_loss: 0.4546, d_total_loss: 0.0387, d_dis_loss: 1.5914, attack_loss: 0.0407
[599]: fg_loss: 3.5474, e_total_loss: 3.7269, e_dis_loss: 0.4950, d_total_loss: 0.0393, d_dis_loss: 1.5929, attack_loss: 0.0385
[699]: fg_loss: 3.4602, e_total_loss: 3.6683, e_dis_loss: 0.4780, d_total_loss: 0.0363, d_dis_loss: 1.5935, attack_loss: 0.0373
[799]: fg_loss: 3.3971, e_total_loss: 3.5913, e_dis_loss: 0.4915, d_total_loss: 0.0352, d_dis_loss: 1.5882, attack_loss: 0.0372
[899]: fg_loss: 3.2816, e_total_loss: 3.5403, e_dis_loss: 0.5535, d_total_loss: 0.0346, d_dis_loss: 1.6040, attack_loss: 0.0375
[999]: fg_loss: 3.1819, e_total_loss: 3.4824, e_dis_loss: 0.4391, d_total_loss: 0.0337, d_dis_loss: 1.5520, attack_loss: 0.0387
[1099]: fg_loss: 3.1031, e_total_loss: 3.3738, e_dis_loss: 0.4264, d_total_loss: 0.0326, d_dis_loss: 1.6024, attack_loss: 0.0368
[1199]: fg_loss: 2.9766, e_total_loss: 3.2750, e_dis_loss: 0.4908, d_total_loss: 0.0338, d_dis_loss: 1.5581, attack_loss: 0.0345
[1299]: fg_loss: 2.8760, e_total_loss: 3.2075, e_dis_loss: 0.4584, d_total_loss: 0.0323, d_dis_loss: 1.5646, attack_loss: 0.0354
[1399]: fg_loss: 2.7991, e_total_loss: 3.0802, e_dis_loss: 0.4042, d_total_loss: 0.0317, d_dis_loss: 1.5816, attack_loss: 0.0360
[1499]: fg_loss: 2.6812, e_total_loss: 3.0239, e_dis_loss: 0.4001, d_total_loss: 0.0324, d_dis_loss: 1.5476, attack_loss: 0.0348
[1599]: fg_loss: 2.6194, e_total_loss: 2.9201, e_dis_loss: 0.3257, d_total_loss: 0.0307, d_dis_loss: 1.5578, attack_loss: 0.0335
[1699]: fg_loss: 2.5296, e_total_loss: 2.8788, e_dis_loss: 0.3490, d_total_loss: 0.0306, d_dis_loss: 1.5627, attack_loss: 0.0328
[1799]: fg_loss: 2.4569, e_total_loss: 2.8235, e_dis_loss: 0.3421, d_total_loss: 0.0308, d_dis_loss: 1.5589, attack_loss: 0.0336
[1899]: fg_loss: 2.3845, e_total_loss: 2.7235, e_dis_loss: 0.3421, d_total_loss: 0.0301, d_dis_loss: 1.5602, attack_loss: 0.0339
[1999]: fg_loss: 2.3139, e_total_loss: 2.6833, e_dis_loss: 0.3513, d_total_loss: 0.0296, d_dis_loss: 1.5414, attack_loss: 0.0323
[2099]: fg_loss: 2.2569, e_total_loss: 2.6410, e_dis_loss: 0.3730, d_total_loss: 0.0305, d_dis_loss: 1.5622, attack_loss: 0.0336
[2199]: fg_loss: 2.1652, e_total_loss: 2.5669, e_dis_loss: 0.3466, d_total_loss: 0.0290, d_dis_loss: 1.5830, attack_loss: 0.0327
[2299]: fg_loss: 2.0943, e_total_loss: 2.5566, e_dis_loss: 0.4110, d_total_loss: 0.0289, d_dis_loss: 1.5909, attack_loss: 0.0321
[2399]: fg_loss: 2.0472, e_total_loss: 2.4852, e_dis_loss: 0.3406, d_total_loss: 0.0285, d_dis_loss: 1.5286, attack_loss: 0.0325
[2499]: fg_loss: 1.9957, e_total_loss: 2.4535, e_dis_loss: 0.3431, d_total_loss: 0.0276, d_dis_loss: 1.5756, attack_loss: 0.0314
[2599]: fg_loss: 1.9148, e_total_loss: 2.3819, e_dis_loss: 0.3328, d_total_loss: 0.0277, d_dis_loss: 1.5580, attack_loss: 0.0319
